읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당서동욱,미래통합당김성원,국가혁명배당금당김원철,계,무효투표수,기권수
합계,,38284,25577,10237,14472,388,25097,480,12707
거소·선상투표,,366,358,186,119,15,320,38,8
관외사전투표,,2164,2163,1143,946,34,2123,40,1
국외부재자투표,,68,15,9,6,0,15,0,53
국외부재자투표(공관),,0,0,0,0,0,0,0,0
연천읍,소계,6388,4272,1752,2370,54,4176,96,2116
,관내사전투표,1792,1792,850,865,27,1742,50,0
,연천읍제1투,1194,593,218,358,7,583,10,601
,연천읍제2투,989,612,203,384,10,597,15,377
,연천읍제3투,1249,554,238,300,5,543,11,695
,연천읍제4투,211,146,56,86,2,144,2,65
,연천읍제5투,953,575,187,377,3,567,8,378
전곡읍,소계,14712,8950,3677,5025,127,8829,121,5762
,관내사전투표,3293,3291,1513,1674,55,3242,49,2
,전곡읍제1투,2100,928,320,588,14,922,6,1172
,전곡읍제2투,758,388,116,263,5,384,4,370
,전곡읍제3투,2823,1385,569,782,11,1362,23,1438
,전곡읍제4투,1066,479,200,262,11,473,6,587
,전곡읍제5투,1818,1008,376,607,9,992,16,810
,전곡읍제6투,289,163,60,93,7,160,3,126
,전곡읍제7투,210,140,43,91,3,137,3,70
,전곡읍제8투,342,194,57,133,2,192,2,148
,전곡읍제9투,2013,974,423,532,10,965,9,1039
군남면,소계,2742,1832,611,1166,28,1805,27,910
,관내사전투표,444,444,178,253,9,440,4,0
,군남면제1투,562,304,94,197,8,299,5,258
,군남면제2투,399,270,88,169,5,262,8,129
,군남면제3투,387,240,65,174,0,239,1,147
,군남면제4투,809,501,168,319,5,492,9,308
,군남면제5투,141,73,18,54,1,73,0,68
청산면,소계,3499,2255,745,1427,34,2206,49,1244
,관내사전투표,782,782,317,435,9,761,21,0
,청산면제1투,1431,779,216,530,15,761,18,652
,청산면제2투,773,407,120,274,7,401,6,366
,청산면제3투,513,287,92,188,3,283,4,226
백학면,소계,2324,1516,538,939,19,1496,20,808
,관내사전투표,556,556,215,331,4,550,6,0
,백학면제1투,1063,578,222,337,9,568,10,485
,백학면제2투,705,382,101,271,6,378,4,323
미산면,소계,1495,938,334,574,14,922,16,557
,관내사전투표,361,361,150,198,6,354,7,0
,미산면투표소,1134,577,184,376,8,568,9,557
왕징면,소계,999,746,301,421,9,731,15,253
,관내사전투표,292,292,141,144,1,286,6,0
,왕징면제1투,281,161,54,102,2,158,3,120
,왕징면제2투,172,117,43,68,3,114,3,55
,왕징면제3투,254,176,63,107,3,173,3,78
신서면,소계,2634,1850,683,1085,38,1806,44,784
,관내사전투표,786,786,346,394,17,757,29,0
,신서면제1투,1061,606,194,391,11,596,10,455
,신서면제2투,136,80,25,53,2,80,0,56
,신서면제3투,222,143,54,83,6,143,0,79
,신서면제4투,429,235,64,164,2,230,5,194
중면,소계,206,161,63,90,5,158,3,45
,관내사전투표,89,89,43,43,3,89,0,0
,중면투표소,117,72,20,47,2,69,3,45
장남면,소계,687,520,194,304,11,509,11,167
,관내사전투표,176,176,74,93,2,169,7,0
,장남면투표소,511,344,120,211,9,340,4,167
잘못 투입·구분된 투표지,,0,1,1,0,0,1,0,-1
