읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당한준호,미래통합당함경우,정의당박원석,민중당송영주,국가혁명배당금당백남원,무소속박종원,계,무효투표수,기권수
합계,,227546,155449,80739,55032,11649,2669,594,3183,153866,1583,72097
거소·선상투표,,399,384,167,129,21,9,9,24,359,25,15
관외사전투표,,15960,15951,9468,4376,1121,223,86,410,15684,267,9
국외부재자투표,,1044,307,223,63,13,2,1,3,305,2,737
국외부재자투표(공관),,0,11,6,5,0,0,0,0,11,0,-11
효자동,소계,7097,5001,2119,1763,871,61,19,113,4946,55,2096
,관내사전투표,1031,1031,525,337,131,9,6,12,1020,11,0
,효자동제1투,1157,470,147,279,25,2,4,7,464,6,687
,효자동제2투,2363,1648,740,573,234,28,6,50,1631,17,715
,효자동제3투,2546,1852,707,574,481,22,3,44,1831,21,694
창릉동,소계,15409,10529,5622,3568,859,84,44,261,10438,91,4880
,관내사전투표,3157,3157,1880,903,214,32,12,94,3135,22,0
,창릉동제1투,1780,780,325,361,62,9,6,10,773,7,1000
,창릉동제2투,1851,972,368,504,47,8,3,29,959,13,879
,창릉동제3투,1994,1151,575,404,110,6,6,43,1144,7,843
,창릉동제4투,2661,1939,1030,694,156,11,11,23,1925,14,722
,창릉동제5투,1961,1155,626,354,115,11,4,26,1136,19,806
,창릉동제6투,2005,1375,818,348,155,7,2,36,1366,9,630
능곡동,소계,13397,8735,3998,3667,610,221,23,133,8652,83,4662
,관내사전투표,3675,3675,1974,1303,230,86,7,48,3648,27,0
,능곡동제1투,2231,1100,432,529,71,38,2,18,1090,10,1131
,능곡동제2투,2347,1162,473,506,97,38,4,23,1141,21,1185
,능곡동제3투,1670,868,345,429,60,11,3,13,861,7,802
,능곡동제4투,1697,990,340,516,76,25,5,15,977,13,707
,능곡동제5투,1777,940,434,384,76,23,2,16,935,5,837
행주동,소계,16275,9246,4228,3710,676,319,49,150,9132,114,7029
,관내사전투표,2931,2929,1531,1000,214,102,14,33,2894,35,2
,행주동제1투,1949,694,337,251,51,25,2,20,686,8,1255
,행주동제2투,2604,1172,474,516,84,46,10,25,1155,17,1432
,행주동제3투,2674,1239,567,476,119,34,5,23,1224,15,1435
,행주동제4투,2554,1222,515,520,92,55,5,19,1206,16,1332
,행주동제5투,1004,611,182,366,28,10,8,8,602,9,393
,행주동제6투,2559,1379,622,581,88,47,5,22,1365,14,1180
행신1동,소계,18307,12770,6739,4516,925,224,42,219,12665,105,5537
,관내사전투표,4626,4626,2855,1342,258,68,10,64,4597,29,0
,행신1동제1투,2604,1343,654,492,122,24,6,28,1326,17,1261
,행신1동제2투,3001,1803,903,670,154,33,4,28,1792,11,1198
,행신1동제3투,2523,1529,702,597,139,25,13,38,1514,15,994
,행신1동제4투,2779,1681,855,622,128,34,2,17,1658,23,1098
,행신1동제5투,2774,1788,770,793,124,40,7,44,1778,10,986
행신2동,소계,26485,18357,9486,6302,1383,624,41,344,18180,177,8128
,관내사전투표,5365,5365,3239,1518,343,150,9,61,5320,45,0
,행신2동제1투,3396,1902,868,758,176,45,3,32,1882,20,1494
,행신2동제2투,2422,1547,700,602,146,57,3,26,1534,13,875
,행신2동제3투,3399,2191,926,941,153,92,5,50,2167,24,1208
,행신2동제4투,3058,1905,1007,581,171,65,9,51,1884,21,1153
,행신2동제5투,2977,1819,946,621,132,51,3,48,1801,18,1158
,행신2동제6투,2677,1662,871,520,119,96,4,35,1645,17,1015
,행신2동제7투,2797,1691,848,592,134,61,5,37,1677,14,1106
,행신2동제8투,394,275,81,169,9,7,0,4,270,5,119
행신3동,소계,36310,24256,12928,8420,1715,380,97,501,24041,215,12054
,관내사전투표,6808,6808,4242,1909,415,84,15,105,6770,38,0
,행신3동제1투,3532,1887,987,664,141,26,8,42,1868,19,1645
,행신3동제2투,3189,1996,1052,660,178,35,9,44,1978,18,1193
,행신3동제3투,3253,2176,1068,839,181,15,6,51,2160,16,1077
,행신3동제4투,3107,2015,1066,712,147,28,8,35,1996,19,1092
,행신3동제5투,3137,1850,814,843,94,28,4,49,1832,18,1287
,행신3동제6투,3519,1710,808,644,109,52,14,51,1678,32,1809
,행신3동제7투,2305,981,431,399,85,18,9,26,968,13,1324
