읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당이광재,미래통합당박정하,우리공화당이강범,국가혁명배당금당정상균,무소속권성중,계,무효투표수,기권수
합계,,152303,94018,45224,38299,473,489,8631,93116,902,58285
거소·선상투표,,269,262,125,74,4,3,46,252,10,7
관외사전투표,,8981,8976,5123,2699,34,54,908,8818,158,5
국외부재자투표,,331,74,49,16,2,0,7,74,0,257
국외부재자투표(공관),,0,9,6,3,0,0,0,9,0,-9
문막읍,소계,14772,8184,3910,3489,53,43,612,8107,77,6588
,관내사전투표,3022,3022,1712,1073,6,9,202,3002,20,0
,문막읍제1투,4300,1845,832,799,26,8,165,1830,15,2455
,문막읍제2투,1887,823,287,467,6,6,42,808,15,1064
,문막읍제3투,993,543,144,357,4,4,31,540,3,450
,문막읍제4투,1968,844,361,390,9,6,68,834,10,1124
,문막읍제5투,2602,1107,574,403,2,10,104,1093,14,1495
호저면,소계,3450,2214,827,1178,16,16,145,2182,32,1236
,관내사전투표,842,842,389,369,5,10,53,826,16,0
,호저면제1투,1689,859,261,531,5,4,49,850,9,830
,호저면제2투,919,513,177,278,6,2,43,506,7,406
지정면,소계,15790,9164,5166,2940,25,41,942,9114,50,6626
,관내사전투표,2836,2836,1811,755,8,7,240,2821,15,0
,지정면제1투,1131,551,195,309,4,4,31,543,8,580
,지정면제2투,1175,629,248,320,3,9,45,625,4,546
,지정면제3투,4123,1865,1037,586,2,10,224,1859,6,2258
,지정면제4투,2578,1170,660,359,3,5,138,1165,5,1408
,지정면제5투,1730,979,574,286,4,3,109,976,3,751
,지정면제6투,2217,1134,641,325,1,3,155,1125,9,1083
부론면,소계,2043,1371,468,815,17,2,55,1357,14,672
,관내사전투표,585,585,232,314,5,1,26,578,7,0
,부론면투표소,1458,786,236,501,12,1,29,779,7,672
귀래면,소계,1972,1317,461,735,10,10,83,1299,18,655
,관내사전투표,599,599,246,294,4,6,43,593,6,0
,귀래면투표소,1373,718,215,441,6,4,40,706,12,655
중앙동,소계,3085,1846,707,992,16,10,110,1835,11,1239
,관내사전투표,1013,1013,463,458,9,3,74,1007,6,0
,중앙동투표소,2072,833,244,534,7,7,36,828,5,1239
원인동,소계,4360,2410,1062,1093,32,19,176,2382,28,1950
,관내사전투표,840,840,447,309,11,5,62,834,6,0
,원인동제1투,2462,1074,430,526,16,11,83,1066,8,1388
,원인동제2투,1058,496,185,258,5,3,31,482,14,562
일산동,소계,7386,4450,1928,2021,29,18,408,4404,46,2936
,관내사전투표,1821,1821,911,722,9,6,159,1807,14,0
,일산동제1투,2628,1228,491,610,11,5,95,1212,16,1400
,일산동제2투,2937,1401,526,689,9,7,154,1385,16,1536
학성동,소계,5010,3145,1289,1561,21,16,228,3115,30,1865
,관내사전투표,1567,1567,771,674,10,3,102,1560,7,0
,학성동제1투,2311,1128,382,622,5,7,96,1112,16,1183
,학성동제2투,1132,450,136,265,6,6,30,443,7,682
단계동,소계,21915,13198,5968,5583,62,76,1398,13087,111,8717
,관내사전투표,4805,4804,2528,1773,18,23,431,4773,31,1
,단계동제1투,3547,1518,616,691,8,11,180,1506,12,2029
,단계동제2투,3612,1830,698,875,9,8,221,1811,19,1782
,단계동제3투,2586,1275,463,646,12,5,130,1256,19,1311
,단계동제4투,1661,845,324,412,7,14,78,835,10,816
,단계동제5투,3546,1764,744,795,7,7,198,1751,13,1782
,단계동제6투,2158,1162,595,391,1,8,160,1155,7,996
우산동,소계,11015,6493,2818,2947,27,31,615,6438,55,4522
,관내사전투표,2218,2218,1165,849,5,9,179,2207,11,0
,우산동제1투,2485,1170,348,683,8,11,104,1154,16,1315
,우산동제2투,3372,1772,773,784,9,4,189,1759,13,1600
,우산동제3투,2940,1333,532,631,5,7,143,1318,15,1607
태장1동,소계,7834,4652,2243,1946,30,24,365,4608,44,3182
,관내사전투표,2092,2092,1122,788,7,19,141,2077,15,0
,태장1동제1투,2154,982,421,459,7,0,86,973,9,1172
,태장1동제2투,3588,1578,700,699,16,5,138,1558,20,2010
태장2동,소계,19493,10865,5021,4532,57,70,1077,10757,108,8628
,관내사전투표,3683,3683,2025,1317,11,7,302,3662,21,0
,태장2동제1투,2334,927,360,439,9,11,91,910,17,1407
,태장2동제2투,3796,1781,805,730,9,15,205,1764,17,2015
,태장2동제3투,2404,1132,481,512,7,5,119,1124,8,1272
,태장2동제4투,1665,740,249,411,5,8,55,728,12,925
,태장2동제5투,2722,1197,500,510,11,13,146,1180,17,1525
,태장2동제6투,2889,1405,601,613,5,11,159,1389,16,1484
무실동,소계,24597,15386,8053,5675,38,56,1455,15277,109,9211
,관내사전투표,6154,6153,3729,1854,8,17,518,6126,27,1
,무실동제1투,3070,1280,577,553,7,5,131,1273,7,1790
,무실동제2투,2973,1437,609,651,3,7,151,1421,16,1536
,무실동제3투,2406,1516,707,615,6,6,162,1496,20,890
,무실동제4투,2348,893,333,481,2,7,62,885,8,1455
,무실동제5투,3354,1787,835,719,9,7,201,1771,16,1567
,무실동제6투,4292,2320,1263,802,3,7,230,2305,15,1972
잘못 투입·구분된 투표지,,0,2,0,0,0,0,1,1,1,-2
