읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당원경환,미래통합당유상범,국가혁명배당금당김은희,무소속조일현,계,무효투표수,기권수
합계,,60611,39858,12367,16620,344,9723,39054,804,20753
거소·선상투표,,190,183,60,55,10,36,161,22,7
관외사전투표,,3209,3205,1448,1214,30,453,3145,60,4
국외부재자투표,,145,40,24,15,0,1,40,0,105
국외부재자투표(공관),,0,0,0,0,0,0,0,0,0
홍천읍,소계,27115,16743,5216,6197,118,4862,16393,350,10372
,관내사전투표,6049,6043,2240,2023,33,1665,5961,82,6
,홍천읍제1투,1048,553,148,218,2,166,534,19,495
,홍천읍제2투,975,503,124,218,5,143,490,13,472
,홍천읍제3투,1597,724,181,326,6,205,718,6,873
,홍천읍제4투,1702,887,240,343,4,287,874,13,815
,홍천읍제5투,1501,750,163,373,12,176,724,26,751
,홍천읍제6투,645,365,94,180,3,68,345,20,280
,홍천읍제7투,2577,1365,455,457,8,415,1335,30,1212
,홍천읍제8투,1686,931,272,333,5,308,918,13,755
,홍천읍제9투,2067,917,243,352,12,288,895,22,1150
,홍천읍제10투,2740,1344,393,463,11,457,1324,20,1396
,홍천읍제11투,1419,715,153,305,6,207,671,44,704
,홍천읍제12투,3109,1646,510,606,11,477,1604,42,1463
화촌면,소계,4014,2565,706,1084,38,692,2520,45,1449
,관내사전투표,892,892,317,329,13,216,875,17,0
,화촌면제1투,1417,713,171,298,8,223,700,13,704
,화촌면제2투,580,317,83,135,5,88,311,6,263
,화촌면제3투,499,286,49,145,3,84,281,5,213
,화촌면제4투,626,357,86,177,9,81,353,4,269
두촌면,소계,2092,1401,402,715,12,254,1383,18,691
,관내사전투표,541,541,179,267,2,87,535,6,0
,두촌면제1투,1047,564,154,304,8,89,555,9,483
,두촌면제2투,504,296,69,144,2,78,293,3,208
내촌면,소계,2061,1384,390,711,15,237,1353,31,677
,관내사전투표,538,538,185,271,7,68,531,7,0
,내촌면제1투,626,325,84,170,6,58,318,7,301
,내촌면제2투,485,286,71,152,0,56,279,7,199
,내촌면제3투,412,235,50,118,2,55,225,10,177
서석면,소계,3346,2238,668,1080,26,430,2204,34,1108
,관내사전투표,803,800,279,355,7,151,792,8,3
,서석면제1투,972,525,133,276,7,96,512,13,447
,서석면제2투,754,400,110,173,7,104,394,6,354
,서석면제3투,423,260,74,128,4,51,257,3,163
,서석면제4투,394,253,72,148,1,28,249,4,141
동면,소계,3588,2532,627,992,16,850,2485,47,1056
,관내사전투표,991,991,325,367,2,282,976,15,0
,동면제1투,1715,949,210,399,11,309,929,20,766
,동면제2투,540,349,41,137,1,163,342,7,191
,동면제3투,342,243,51,89,2,96,238,5,99
남면,소계,5129,3393,1025,1418,40,830,3313,80,1736
,관내사전투표,1551,1550,575,557,21,352,1505,45,1
,남면제1투,1340,640,157,305,5,157,624,16,700
,남면제2투,866,425,99,201,6,113,419,6,441
,남면제3투,1372,778,194,355,8,208,765,13,594
서면,소계,3296,2032,606,1140,10,246,2002,30,1264
,관내사전투표,580,580,229,262,4,78,573,7,0
,서면제1투,939,472,107,321,3,38,469,3,467
,서면제2투,479,254,72,153,1,22,248,6,225
,서면제3투,1298,726,198,404,2,108,712,14,572
북방면,소계,3675,2450,673,1121,21,572,2387,63,1225
,관내사전투표,954,954,322,367,11,229,929,25,0
,북방면제1투,1493,769,158,358,5,234,755,14,724
,북방면제2투,761,440,111,253,4,58,426,14,321
,북방면제3투,467,287,82,143,1,51,277,10,180
내면,소계,2751,1679,516,877,8,255,1656,23,1072
,관내사전투표,562,561,215,245,2,94,556,5,1
,내면제1투,1039,507,136,264,2,97,499,8,532
,내면제2투,613,332,87,201,4,34,326,6,281
,내면제3투,537,279,78,167,0,30,275,4,258
잘못 투입·구분된 투표지,,0,13,6,1,0,5,12,1,-13
