읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당이동기,미래통합당이양수,국가혁명배당금당김도경,무소속황정기,계,무효투표수,기권수
합계,,27135,18269,8419,8603,255,595,17872,397,8866
거소·선상투표,,269,263,111,84,9,34,238,25,6
관외사전투표,,1486,1486,788,599,10,58,1455,31,0
국외부재자투표,,28,5,4,1,0,0,5,0,23
국외부재자투표(공관),,0,0,0,0,0,0,0,0,0
인제읍,소계,7678,5001,2429,2275,70,142,4916,85,2677
,관내사전투표,2014,2014,1135,756,28,60,1979,35,0
,인제읍제1투,1011,493,226,235,7,11,479,14,518
,인제읍제2투,1773,936,443,441,11,32,927,9,837
,인제읍제3투,1879,904,384,464,8,31,887,17,975
,인제읍제4투,573,353,106,227,9,3,345,8,220
,인제읍제5투,428,301,135,152,7,5,299,2,127
남면,소계,3132,1972,925,909,33,73,1940,32,1160
,관내사전투표,852,852,440,341,15,40,836,16,0
,남면제1투,1508,745,307,403,11,11,732,13,763
,남면제2투,772,375,178,165,7,22,372,3,397
북면,소계,6827,4354,2021,2105,61,103,4290,64,2473
,관내사전투표,1825,1824,972,746,25,53,1796,28,1
,북면제1투,1324,591,247,314,11,13,585,6,733
,북면제2투,1857,907,420,436,11,29,896,11,950
,북면제3투,557,315,136,166,5,2,309,6,242
,북면제4투,461,271,75,187,4,0,266,5,190
,북면제5투,803,446,171,256,5,6,438,8,357
기린면,소계,4081,2740,1095,1414,43,89,2641,99,1341
,관내사전투표,945,945,447,424,13,39,923,22,0
,기린면제1투,801,421,149,249,7,9,414,7,380
,기린면제2투,364,204,61,134,4,2,201,3,160
,기린면제3투,294,188,63,121,2,0,186,2,106
,기린면제4투,278,173,65,102,2,1,170,3,105
,기린면제5투,427,293,96,125,4,12,237,56,134
,기린면제6투,972,516,214,259,11,26,510,6,456
서화면,소계,2234,1514,678,701,18,71,1468,46,720
,관내사전투표,655,655,359,209,8,53,629,26,0
,서화면제1투,938,451,161,266,4,12,443,8,487
,서화면제2투,395,249,108,127,3,4,242,7,146
,서화면제3투,246,159,50,99,3,2,154,5,87
상남면,소계,1400,934,368,515,11,25,919,15,466
,관내사전투표,325,325,163,127,7,17,314,11,0
,상남면제1투,654,375,115,249,3,7,374,1,279
,상남면제2투,421,234,90,139,1,1,231,3,187
잘못 투입·구분된 투표지,,0,0,0,0,0,0,0,0,0
