읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당송기헌,미래통합당이강후,민생당안재윤,우리공화당현진섭,민중당이승재,국가혁명배당금당정성호,계,무효투표수,기권수
합계,,141827,91625,48772,39089,772,458,777,641,90509,1116,50202
거소·선상투표,,309,289,141,118,3,4,2,9,277,12,20
관외사전투표,,10168,10161,6331,3297,92,31,119,77,9947,214,7
국외부재자투표,,328,86,61,24,0,0,1,0,86,0,242
국외부재자투표(공관),,0,3,1,2,0,0,0,0,3,0,-3
소초면,소계,7170,4208,1764,2258,41,27,33,32,4155,53,2962
,관내사전투표,1127,1127,578,502,14,6,9,5,1114,13,0
,소초면제1투,1737,853,296,515,7,6,7,8,839,14,884
,소초면제2투,1293,725,310,389,5,5,2,7,718,7,568
,소초면제3투,2099,1000,341,610,10,6,12,8,987,13,1099
,소초면제4투,914,503,239,242,5,4,3,4,497,6,411
흥업면,소계,7530,4707,2248,2247,41,18,44,36,4634,73,2823
,관내사전투표,2164,2164,1214,851,14,11,21,17,2128,36,0
,흥업면제1투,3142,1388,590,743,14,3,12,7,1369,19,1754
,흥업면제2투,950,524,200,307,5,3,3,2,520,4,426
,흥업면제3투,1274,631,244,346,8,1,8,10,617,14,643
판부면,소계,5807,3459,1771,1553,31,12,26,24,3417,42,2348
,관내사전투표,1123,1123,776,320,3,2,7,4,1112,11,0
,판부면제1투,935,555,229,306,6,2,4,2,549,6,380
,판부면제2투,685,406,157,229,6,0,3,6,401,5,279
,판부면제3투,3064,1375,609,698,16,8,12,12,1355,20,1689
신림면,소계,3396,2318,937,1315,17,12,8,13,2302,16,1078
,관내사전투표,1037,1037,502,514,5,6,2,4,1033,4,0
,신림면제1투,1618,817,284,509,7,5,3,4,812,5,801
,신림면제2투,741,464,151,292,5,1,3,5,457,7,277
개운동,소계,10803,6794,3115,3415,62,38,56,40,6726,68,4009
,관내사전투표,2801,2801,1455,1255,23,9,20,14,2776,25,0
,개운동제1투,2787,1271,471,742,13,9,12,14,1261,10,1516
,개운동제2투,2936,1548,635,838,17,18,15,6,1529,19,1388
,개운동제3투,2279,1174,554,580,9,2,9,6,1160,14,1105
명륜1동,소계,8379,5722,2935,2555,44,40,39,33,5646,76,2657
,관내사전투표,2650,2650,1611,936,21,9,22,14,2613,37,0
,명륜1동제1투,1875,943,350,541,5,18,3,11,928,15,932
,명륜1동제2투,1593,828,356,440,9,6,4,3,818,10,765
,명륜1동제3투,2261,1301,618,638,9,7,10,5,1287,14,960
명륜2동,소계,12821,7961,3965,3656,62,47,61,62,7853,108,4860
,관내사전투표,3043,3043,1728,1215,18,12,28,12,3013,30,0
,명륜2동제1투,2223,930,366,497,14,14,9,13,913,17,1293
,명륜2동제2투,3247,1979,954,952,16,8,9,12,1951,28,1268
,명륜2동제3투,2224,1092,497,544,7,4,9,11,1072,20,1132
,명륜2동제4투,2084,917,420,448,7,9,6,14,904,13,1167
단구동,소계,32806,19203,10474,7929,172,86,168,160,18989,214,13603
,관내사전투표,6078,6076,3879,2008,32,23,48,35,6025,51,2
,단구동제1투,2802,1307,609,645,9,5,9,10,1287,20,1495
,단구동제2투,2562,1197,511,633,11,10,8,10,1183,14,1365
,단구동제3투,2688,1350,702,579,15,6,15,8,1325,25,1338
,단구동제4투,1717,843,348,462,8,6,5,5,834,9,874
,단구동제5투,3428,1632,781,774,18,10,8,22,1613,19,1796
,단구동제6투,2924,1507,779,668,12,10,17,9,1495,12,1417
,단구동제7투,3189,1452,701,669,20,5,20,15,1430,22,1737
,단구동제8투,2765,1334,732,529,21,7,13,17,1319,15,1431
,단구동제9투,1797,1035,611,388,7,2,7,9,1024,11,762
,단구동제10투,2856,1470,821,574,19,2,18,20,1454,16,1386
봉산동,소계,7136,4442,2015,2212,44,38,30,42,4381,61,2694
,관내사전투표,1635,1635,823,750,13,12,9,13,1620,15,0
,봉산동제1투,1595,760,312,404,9,10,2,5,742,18,835
,봉산동제2투,1562,736,289,404,10,8,4,9,724,12,826
,봉산동제3투,2344,1311,591,654,12,8,15,15,1295,16,1033
행구동,소계,6335,4407,2274,1976,42,17,33,25,4367,40,1928
,관내사전투표,2132,2132,1239,832,19,8,12,8,2118,14,0
,행구동제1투,1830,930,342,546,11,5,9,6,919,11,900
,행구동제2투,2373,1345,693,598,12,4,12,11,1330,15,1028
반곡관설동,소계,28839,17863,10738,6532,121,88,157,88,17724,139,10976
,관내사전투표,5783,5782,4054,1605,27,22,26,15,5749,33,1
,반곡관설동제1투,2120,1175,518,608,5,15,11,8,1165,10,945
,반곡관설동제2투,2987,1751,1033,654,5,7,19,19,1737,14,1236
,반곡관설동제3투,3805,1590,817,690,16,14,24,12,1573,17,2215
,반곡관설동제4투,2421,1310,740,511,12,10,13,5,1291,19,1111
,반곡관설동제5투,3830,2150,1192,882,22,7,22,12,2137,13,1680
,반곡관설동제6투,2845,1497,867,574,14,2,19,6,1482,15,1348
,반곡관설동제7투,1970,994,609,361,5,1,8,3,987,7,976
,반곡관설동제8투,3078,1614,908,647,15,10,15,8,1603,11,1464
잘못 투입·구분된 투표지,,0,2,2,0,0,0,0,0,2,0,-2
