읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당최종윤,미래통합당이창근,국가혁명배당금당박영순,무소속이현재,계,무효투표수,기권수
합계,,227800,152136,76572,50141,772,23326,150811,1325,75664
거소·선상투표,,230,215,84,63,5,48,200,15,15
관외사전투표,,14894,14888,8583,4406,88,1606,14683,205,6
국외부재자투표,,853,184,131,47,0,6,184,0,669
국외부재자투표(공관),,0,8,5,3,0,0,8,0,-8
천현동,소계,6616,3918,1554,1683,22,615,3874,44,2698
,관내사전투표,1594,1594,747,579,5,247,1578,16,0
,천현동제1투,1957,896,303,447,6,128,884,12,1061
,천현동제2투,1894,855,320,392,6,128,846,9,1039
,천현동제3투,1171,573,184,265,5,112,566,7,598
신장1동,소계,6593,4190,2013,1443,33,667,4156,34,2403
,관내사전투표,2405,2405,1242,738,17,394,2391,14,0
,신장1동제1투,1695,740,298,297,10,130,735,5,955
,신장1동제2투,2493,1045,473,408,6,143,1030,15,1448
신장2동,소계,36104,23612,11099,8209,105,4004,23417,195,12492
,관내사전투표,7160,7160,4103,1977,25,1011,7116,44,0
,신장2동제1투,2824,1274,543,499,5,209,1256,18,1550
,신장2동제2투,2093,871,319,393,4,139,855,16,1222
,신장2동제3투,2365,1127,510,397,5,199,1111,16,1238
,신장2동제4투,1712,962,408,373,3,172,956,6,750
,신장2동제5투,2409,1606,603,668,11,309,1591,15,803
,신장2동제6투,2383,1534,646,561,9,305,1521,13,849
,신장2동제7투,2251,1441,631,521,8,268,1428,13,810
,신장2동제8투,3502,1910,909,677,4,308,1898,12,1592
,신장2동제9투,3725,2287,998,837,20,415,2270,17,1438
,신장2동제10투,2936,1796,716,719,5,344,1784,12,1140
,신장2동제11투,2744,1644,713,587,6,325,1631,13,1100
덕풍1동,소계,13616,8652,4130,3086,63,1270,8549,103,4964
,관내사전투표,3570,3570,1907,1131,24,483,3545,25,0
,덕풍1동제1투,2909,1423,626,526,13,233,1398,25,1486
,덕풍1동제2투,1923,1079,479,414,4,166,1063,16,844
,덕풍1동제3투,2438,1048,458,415,11,141,1025,23,1390
,덕풍1동제4투,2776,1532,660,600,11,247,1518,14,1244
덕풍2동,소계,16525,9976,4860,3561,70,1362,9853,123,6549
,관내사전투표,3912,3912,2172,1179,20,498,3869,43,0
,덕풍2동제1투,2163,1025,457,419,10,116,1002,23,1138
,덕풍2동제2투,1983,936,401,435,5,91,932,4,1047
,덕풍2동제3투,2249,957,472,348,11,117,948,9,1292
,덕풍2동제4투,1942,815,342,322,7,129,800,15,1127
,덕풍2동제5투,2353,1197,512,433,10,223,1178,19,1156
,덕풍2동제6투,1923,1134,504,425,7,188,1124,10,789
덕풍3동,소계,19866,12556,6222,4294,66,1871,12453,103,7310
,관내사전투표,4326,4325,2539,1180,15,569,4303,22,1
,덕풍3동제1투,2455,1514,653,571,4,270,1498,16,941
,덕풍3동제2투,3591,1891,957,644,8,262,1871,20,1700
,덕풍3동제3투,2944,1356,558,548,20,220,1346,10,1588
,덕풍3동제4투,3835,2018,909,758,12,323,2002,16,1817
,덕풍3동제5투,2715,1452,606,593,7,227,1433,19,1263
풍산동,소계,19156,12451,6398,3789,48,2138,12373,78,6705
,관내사전투표,2733,2733,1636,698,5,379,2718,15,0
,풍산동제1투,2887,1294,603,460,11,205,1279,15,1593
,풍산동제2투,3494,2127,1005,772,8,334,2119,8,1367
,풍산동제3투,3595,2266,1011,750,6,485,2252,14,1329
,풍산동제4투,3083,1938,1089,519,9,309,1926,12,1145
,풍산동제5투,3364,2093,1054,590,9,426,2079,14,1271
감북동,소계,6023,3873,1938,1444,23,435,3840,33,2150
,관내사전투표,1143,1143,662,339,6,127,1134,9,0
,감북동제1투,2394,1150,367,601,9,161,1138,12,1244
,감북동제2투,2486,1580,909,504,8,147,1568,12,906
춘궁동,소계,3763,2475,869,1095,14,464,2442,33,1288
,관내사전투표,1267,1267,556,470,4,229,1259,8,0
,춘궁동투표소,2496,1208,313,625,10,235,1183,25,1288
초이동,소계,3116,1904,854,806,14,220,1894,10,1212
,관내사전투표,849,849,451,293,8,91,843,6,0
,초이동투표소,2267,1055,403,513,6,129,1051,4,1212
미사1동,소계,32024,19840,11153,5389,100,3045,19687,153,12184
,관내사전투표,5396,5396,3551,1145,18,639,5353,43,0
,미사1동제1투,4889,2119,1263,519,19,306,2107,12,2770
,미사1동제2투,2700,1362,658,494,16,171,1339,23,1338
,미사1동제3투,3423,2262,1178,675,6,396,2255,7,1161
,미사1동제4투,2543,1731,923,500,5,288,1716,15,812
,미사1동제5투,3449,2132,1099,596,14,409,2118,14,1317
,미사1동제6투,4054,2359,1144,698,10,485,2337,22,1695
,미사1동제7투,5570,2479,1337,762,12,351,2462,17,3091
미사2동,소계,34750,23648,12388,6652,95,4373,23508,140,11102
,관내사전투표,7417,7417,4672,1625,27,1043,7367,50,0
,미사2동제1투,2760,1314,515,553,15,214,1297,17,1446
,미사2동제2투,3171,1981,1016,550,10,395,1971,10,1190
,미사2동제3투,5312,2806,1387,931,17,451,2786,20,2506
,미사2동제4투,2836,1959,893,568,2,485,1948,11,877
,미사2동제5투,3911,2578,1207,771,11,582,2571,7,1333
,미사2동제6투,4704,2815,1227,899,4,673,2803,12,1889
,미사2동제7투,2589,1554,832,423,8,283,1546,8,1035
,미사2동제8투,2050,1224,639,332,1,247,1219,5,826
위례동,소계,13671,9742,4288,4171,26,1201,9686,56,3929
,관내사전투표,3625,3625,1918,1291,10,386,3605,20,0
,위례동제1투,2648,1644,676,642,7,312,1637,7,1004
,위례동제2투,2803,1818,596,998,6,209,1809,9,985
,위례동제3투,2740,1780,685,891,1,191,1768,12,960
,위례동제4투,1855,875,413,349,2,103,867,8,980
잘못 투입·구분된 투표지,,0,4,3,0,0,1,4,0,-4
