읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당원경환,미래통합당유상범,국가혁명배당금당김은희,무소속조일현,계,무효투표수,기권수
합계,,41381,28911,10982,14156,382,2715,28235,676,12470
거소·선상투표,,67,65,25,24,3,8,60,5,2
관외사전투표,,2659,2655,1311,1050,33,195,2589,66,4
국외부재자투표,,69,13,8,5,0,0,13,0,56
국외부재자투표(공관),,0,0,0,0,0,0,0,0,0
횡성읍,소계,16419,10898,4293,5094,160,1105,10652,246,5521
,관내사전투표,4591,4591,2076,1964,54,413,4507,84,0
,횡성읍제1투,3405,1667,612,785,29,204,1630,37,1738
,횡성읍제2투,575,351,97,199,4,46,346,5,224
,횡성읍제3투,587,332,107,185,3,25,320,12,255
,횡성읍제4투,897,562,147,345,6,44,542,20,335
,횡성읍제5투,2927,1458,520,722,22,153,1417,41,1469
,횡성읍제6투,1652,918,351,417,25,95,888,30,734
,횡성읍제7투,1785,1019,383,477,17,125,1002,17,766
우천면,소계,3971,2628,957,1339,29,241,2566,62,1343
,관내사전투표,964,964,421,434,9,80,944,20,0
,우천면제1투,1045,581,195,285,4,81,565,16,464
,우천면제2투,1058,575,151,354,11,44,560,15,483
,우천면제3투,904,508,190,266,5,36,497,11,396
안흥면,소계,2463,1711,623,917,19,123,1682,29,752
,관내사전투표,746,746,325,358,10,45,738,8,0
,안흥면제1투,1320,747,222,452,6,57,737,10,573
,안흥면제2투,397,218,76,107,3,21,207,11,179
둔내면,소계,4974,3332,1191,1764,38,257,3250,82,1642
,관내사전투표,1412,1412,622,657,11,99,1389,23,0
,둔내면제1투,1322,686,207,397,14,58,676,10,636
,둔내면제2투,397,231,51,146,1,11,209,22,166
,둔내면제3투,1455,765,241,425,10,70,746,19,690
,둔내면제4투,388,238,70,139,2,19,230,8,150
갑천면,소계,2095,1480,457,845,18,128,1448,32,615
,관내사전투표,595,595,227,300,8,47,582,13,0
,갑천면제1투,951,532,124,359,6,30,519,13,419
,갑천면제2투,549,353,106,186,4,51,347,6,196
청일면,소계,2134,1456,477,789,14,124,1404,52,678
,관내사전투표,551,551,234,269,4,32,539,12,0
,청일면제1투,420,238,63,135,1,31,230,8,182
,청일면제2투,475,276,68,183,3,11,265,11,199
,청일면제3투,688,391,112,202,6,50,370,21,297
공근면,소계,3194,2250,793,1061,35,302,2191,59,944
,관내사전투표,1069,1068,444,437,13,146,1040,28,1
,공근면제1투,1381,736,217,385,18,97,717,19,645
,공근면제2투,744,446,132,239,4,59,434,12,298
서원면,소계,1854,1354,500,658,24,141,1323,31,500
,관내사전투표,532,532,243,216,8,48,515,17,0
,서원면제1투,746,444,138,246,10,41,435,9,302
,서원면제2투,576,378,119,196,6,52,373,5,198
강림면,소계,1482,1065,345,608,9,91,1053,12,417
,관내사전투표,535,535,207,276,3,41,527,8,0
,강림면투표소,947,530,138,332,6,50,526,4,417
잘못 투입·구분된 투표지,,0,4,2,2,0,0,4,0,-4
