읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당김동완,미래통합당이철규,국가혁명배당금당이도호,무소속동다은,무소속장승호,계,무효투표수,기권수
합계,,58270,39729,17373,20685,397,521,303,39279,450,18541
거소·선상투표,,178,166,57,95,6,2,4,164,2,12
관외사전투표,,3447,3447,1861,1342,34,73,58,3368,79,0
국외부재자투표,,71,21,18,2,0,1,0,21,0,50
국외부재자투표(공관),,0,0,0,0,0,0,0,0,0,0
도계읍,소계,8606,5213,1929,3120,38,42,27,5156,57,3393
,관내사전투표,2242,2242,913,1269,13,18,7,2220,22,0
,도계읍제1투,306,186,71,109,1,1,3,185,1,120
,도계읍제2투,586,194,71,118,1,2,0,192,2,392
,도계읍제3투,976,421,131,274,5,2,2,414,7,555
,도계읍제4투,1321,731,226,482,3,9,4,724,7,590
,도계읍제5투,448,232,73,152,1,1,1,228,4,216
,도계읍제6투,1294,499,179,303,3,4,5,494,5,795
,도계읍제7투,134,98,29,65,0,2,1,97,1,36
,도계읍제8투,1299,610,236,348,11,3,4,602,8,689
원덕읍,소계,4606,3006,1008,1862,33,34,18,2955,51,1600
,관내사전투표,1315,1315,508,749,17,14,6,1294,21,0
,원덕읍제1투,1313,710,189,497,5,5,3,699,11,603
,원덕읍제2투,658,327,113,194,2,4,7,320,7,331
,원덕읍제3투,956,443,131,287,7,8,2,435,8,513
,원덕읍제4투,364,211,67,135,2,3,0,207,4,153
근덕면,소계,4732,3259,1147,1964,43,46,20,3220,39,1473
,관내사전투표,1130,1130,465,624,17,11,6,1123,7,0
,근덕면제1투,474,298,98,184,3,6,4,295,3,176
,근덕면제2투,1227,627,172,416,7,10,6,611,16,600
,근덕면제3투,719,447,143,290,4,3,2,442,5,272
,근덕면제4투,602,359,110,227,7,10,2,356,3,243
,근덕면제5투,580,398,159,223,5,6,0,393,5,182
하장면,소계,1220,828,325,430,54,7,3,819,9,392
,관내사전투표,221,221,112,94,11,2,0,219,2,0
,하장면제1투,405,220,80,118,20,0,2,220,0,185
,하장면제2투,249,158,33,113,8,2,0,156,2,91
,하장면제3투,345,229,100,105,15,3,1,224,5,116
노곡면,소계,629,468,171,274,4,3,6,458,10,161
,관내사전투표,138,138,68,61,2,1,3,135,3,0
,노곡면제1투,283,183,56,119,0,1,2,178,5,100
,노곡면제2투,208,147,47,94,2,1,1,145,2,61
미로면,소계,1681,1195,484,658,17,11,12,1182,13,486
,관내사전투표,495,495,237,238,8,2,6,491,4,0
,미로면제1투,614,356,129,214,3,4,6,356,0,258
,미로면제2투,335,195,72,114,1,2,0,189,6,140
,미로면제3투,237,149,46,92,5,3,0,146,3,88
가곡면,소계,637,453,153,272,5,8,6,444,9,184
,관내사전투표,159,159,75,78,1,3,1,158,1,0
,가곡면제1투,250,142,39,91,0,2,4,136,6,108
,가곡면제2투,228,152,39,103,4,3,1,150,2,76
신기면,소계,630,470,259,200,4,2,2,467,3,160
,관내사전투표,219,219,152,62,1,1,2,218,1,0
,신기면투표소,411,251,107,138,3,1,0,249,2,160
남양동,소계,6921,4672,1806,2695,36,57,35,4629,43,2249
,관내사전투표,1790,1790,842,889,13,18,18,1780,10,0
,남양동제1투,877,472,166,295,3,2,3,469,3,405
,남양동제2투,985,585,189,372,1,9,5,576,9,400
,남양동제3투,1410,829,299,503,5,12,2,821,8,581
,남양동제4투,1308,668,233,401,8,12,4,658,10,640
,남양동제5투,551,328,77,235,6,4,3,325,3,223
성내동,소계,7425,5262,2523,2537,41,65,42,5208,54,2163
,관내사전투표,2674,2674,1496,1079,16,32,29,2652,22,0
,성내동제1투,1325,739,305,409,5,11,1,731,8,586
,성내동제2투,936,522,223,283,2,6,1,515,7,414
,성내동제3투,1475,821,302,486,9,8,5,810,11,654
,성내동제4투,1015,506,197,280,9,8,6,500,6,509
교동,소계,11071,7539,4065,3217,48,111,52,7493,46,3532
,관내사전투표,3588,3588,2125,1355,17,38,25,3560,28,0
,교동제1투,2128,1174,575,550,9,27,8,1169,5,954
,교동제2투,1453,738,335,382,3,11,5,736,2,715
,교동제3투,2434,1289,617,623,14,18,11,1283,6,1145
,교동제4투,1468,750,413,307,5,17,3,745,5,718
정라동,소계,6416,3730,1567,2017,34,59,18,3695,35,2686
,관내사전투표,712,712,309,380,3,14,1,707,5,0
,정라동제1투,1173,590,181,384,4,9,3,581,9,583
,정라동제2투,1999,1032,412,587,8,12,5,1024,8,967
,정라동제3투,1696,924,449,433,15,16,5,918,6,772
,정라동제4투,836,472,216,233,4,8,4,465,7,364
잘못 투입·구분된 투표지,,0,0,0,0,0,0,0,0,0,0
