읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당김영호,미래통합당송주범,국가혁명배당금당오수청,계,무효투표수,기권수
합계,,141386,96528,58328,35853,922,95103,1425,44858
거소·선상투표,,195,180,113,50,3,166,14,15
관외사전투표,,9529,9508,6553,2659,111,9323,185,21
국외부재자투표,,769,200,138,59,1,198,2,569
국외부재자투표(공관),,0,5,4,1,0,5,0,-5
홍제제3동,소계,13081,8535,4984,3355,88,8427,108,4546
,관내사전투표,3189,3189,2069,1073,21,3163,26,0
,홍제제3동제1투,2292,1031,585,413,17,1015,16,1261
,홍제제3동제2투,2371,1337,726,576,16,1318,19,1034
,홍제제3동제3투,2454,1387,784,570,14,1368,19,1067
,홍제제3동제4투,2775,1591,820,723,20,1563,28,1184
홍은제1동,소계,18729,12719,7423,5021,127,12571,148,6010
,관내사전투표,4900,4899,3226,1610,25,4861,38,1
,홍은제1동제1투,1638,648,360,261,14,635,13,990
,홍은제1동제2투,3205,1995,1070,877,26,1973,22,1210
,홍은제1동제3투,2517,1544,772,739,14,1525,19,973
,홍은제1동제4투,1535,869,488,368,6,862,7,666
,홍은제1동제5투,2570,1519,825,654,16,1495,24,1051
,홍은제1동제6투,2364,1245,682,512,26,1220,25,1119
홍은제2동,소계,21300,13143,7509,5300,147,12956,187,8157
,관내사전투표,4068,4067,2662,1347,31,4040,27,1
,홍은제2동제1투,3250,1439,764,635,19,1418,21,1811
,홍은제2동제2투,2353,1385,697,652,14,1363,22,968
,홍은제2동제3투,3338,2063,1068,937,25,2030,33,1275
,홍은제2동제4투,2701,1478,870,555,26,1451,27,1223
,홍은제2동제5투,2903,1317,708,564,15,1287,30,1586
,홍은제2동제6투,2687,1394,740,610,17,1367,27,1293
남가좌제1동,소계,13000,9451,5708,3555,66,9329,122,3549
,관내사전투표,3967,3951,2675,1219,15,3909,42,16
,남가좌제1동제1투,2629,1499,796,677,5,1478,21,1130
,남가좌제1동제2투,2165,1426,827,567,18,1412,14,739
,남가좌제1동제3투,2540,1611,928,645,19,1592,19,929
,남가좌제1동제4투,1699,964,482,447,9,938,26,735
남가좌제2동,소계,22468,15090,9163,5590,134,14887,203,7378
,관내사전투표,4967,4955,3279,1574,40,4893,62,12
,남가좌제2동제1투,2653,1140,678,433,9,1120,20,1513
,남가좌제2동제2투,2168,1149,669,456,10,1135,14,1019
,남가좌제2동제3투,2534,1585,794,754,8,1556,29,949
,남가좌제2동제4투,2293,1609,1039,553,7,1599,10,684
,남가좌제2동제5투,3306,2213,1295,864,22,2181,32,1093
,남가좌제2동제6투,2174,1103,650,412,21,1083,20,1071
,남가좌제2동제7투,2373,1336,759,544,17,1320,16,1037
북가좌제1동,소계,15547,11233,6689,4326,81,11096,137,4314
,관내사전투표,4738,4724,3138,1504,28,4670,54,14
,북가좌제1동제1투,2371,1426,729,668,15,1412,14,945
,북가좌제1동제2투,1894,1018,568,416,14,998,20,876
,북가좌제1동제3투,2064,1141,646,469,10,1125,16,923
,북가좌제1동제4투,2677,1784,1011,743,8,1762,22,893
,북가좌제1동제5투,1803,1140,597,526,6,1129,11,663
북가좌제2동,소계,26768,16389,9998,5909,163,16070,319,10379
,관내사전투표,4649,4640,3154,1387,28,4569,71,9
,북가좌제2동제1투,3928,1884,1104,717,23,1844,40,2044
,북가좌제2동제2투,3153,1605,978,583,11,1572,33,1548
,북가좌제2동제3투,2324,1259,697,528,20,1245,14,1065
,북가좌제2동제4투,2919,1854,1003,808,12,1823,31,1065
,북가좌제2동제5투,2859,1600,953,600,19,1572,28,1259
,북가좌제2동제6투,3263,1595,945,583,24,1552,43,1668
,북가좌제2동제7투,3673,1952,1164,703,26,1893,59,1721
잘못 투입·구분된 투표지,,0,75,46,28,1,75,0,-75
