읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당김민석,미래통합당박용찬,민생당김지향,국가혁명배당금당이상륜,무소속이정현,계,무효투표수,기권수
합계,,139384,94810,47075,41537,1278,456,3311,93657,1153,44574
거소·선상투표,,192,183,83,73,7,3,5,171,12,9
관외사전투표,,10036,10030,5933,3393,136,61,332,9855,175,6
국외부재자투표,,880,200,136,58,0,0,4,198,2,680
국외부재자투표(공관),,0,15,6,9,0,0,0,15,0,-15
여의동,소계,26822,19064,6067,12291,148,31,384,18921,143,7758
,관내사전투표,5575,5574,2376,3020,34,14,96,5540,34,1
,여의동제1투,2567,1715,497,1136,14,3,50,1700,15,852
,여의동제2투,3137,1617,392,1160,11,3,37,1603,14,1520
,여의동제3투,2563,1719,480,1182,14,2,29,1707,12,844
,여의동제4투,2433,1545,367,1127,15,1,25,1535,10,888
,여의동제5투,2587,1745,534,1153,10,0,35,1732,13,842
,여의동제6투,2816,1882,496,1310,23,2,40,1871,11,934
,여의동제7투,3244,2081,434,1585,9,1,33,2062,19,1163
,여의동제8투,1900,1186,491,618,18,5,39,1171,15,714
신길제1동,소계,14693,8936,4920,3300,160,62,363,8805,131,5757
,관내사전투표,3218,3218,2065,927,57,17,119,3185,33,0
,신길제1동제1투,2867,1495,799,589,30,10,46,1474,21,1372
,신길제1동제2투,2313,1103,532,472,21,7,50,1082,21,1210
,신길제1동제3투,2693,1153,559,467,22,14,63,1125,28,1540
,신길제1동제4투,2506,1352,660,576,23,10,61,1330,22,1154
,신길제1동제5투,1096,615,305,269,7,4,24,609,6,481
신길제4동,소계,7627,4880,2606,1985,66,24,128,4809,71,2747
,관내사전투표,1869,1869,1170,603,23,8,43,1847,22,0
,신길제4동제1투,1930,817,411,356,10,4,24,805,12,1113
,신길제4동제2투,1777,810,368,378,14,10,21,791,19,967
,신길제4동제3투,2051,1384,657,648,19,2,40,1366,18,667
신길제5동,소계,8305,5306,2844,2116,77,24,191,5252,54,2999
,관내사전투표,2072,2072,1273,682,22,8,68,2053,19,0
,신길제5동제1투,1522,651,333,279,8,3,19,642,9,871
,신길제5동제2투,1143,746,322,377,9,4,28,740,6,397
,신길제5동제3투,1878,972,471,430,17,7,35,960,12,906
,신길제5동제4투,1690,865,445,348,21,2,41,857,8,825
신길제6동,소계,15606,10623,5658,4253,148,56,375,10490,133,4983
,관내사전투표,4788,4787,2872,1635,53,15,161,4736,51,1
,신길제6동제1투,1437,533,229,253,13,5,21,521,12,904
,신길제6동제2투,2136,1296,597,600,15,2,66,1280,16,840
,신길제6동제3투,2369,1476,704,676,24,10,49,1463,13,893
,신길제6동제4투,2782,1435,740,594,25,12,43,1414,21,1347
,신길제6동제5투,2094,1096,516,495,18,12,35,1076,20,998
신길제7동,소계,14295,9993,4756,4517,131,42,458,9904,89,4302
,관내사전투표,3003,3003,1651,1195,35,7,101,2989,14,0
,신길제7동제1투,3022,2064,960,969,14,8,95,2046,18,958
,신길제7동제2투,2804,1825,836,823,36,9,101,1805,20,979
,신길제7동제3투,2913,1428,644,671,16,11,64,1406,22,1485
,신길제7동제4투,2553,1673,665,859,30,7,97,1658,15,880
대림제1동,소계,11023,6759,3708,2578,88,30,272,6676,83,4264
,관내사전투표,2681,2681,1640,883,24,11,90,2648,33,0
,대림제1동제1투,2026,871,420,381,8,4,41,854,17,1155
,대림제1동제2투,2006,993,480,434,14,4,50,982,11,1013
,대림제1동제3투,739,452,238,181,11,1,18,449,3,287
,대림제1동제4투,2130,1118,591,451,18,8,40,1108,10,1012
,대림제1동제5투,1441,644,339,248,13,2,33,635,9,797
대림제2동,소계,10926,6569,3623,2432,124,56,226,6461,108,4357
,관내사전투표,2331,2331,1464,710,28,16,82,2300,31,0
,대림제2동제1투,1116,404,197,175,9,4,13,398,6,712
,대림제2동제2투,1085,499,243,217,11,4,16,491,8,586
,대림제2동제3투,2397,1244,619,516,33,16,34,1218,26,1153
,대림제2동제4투,2634,1477,805,553,31,12,52,1453,24,1157
,대림제2동제5투,1363,614,295,261,12,4,29,601,13,749
대림제3동,소계,18979,12249,6733,4531,193,67,573,12097,152,6730
,관내사전투표,3913,3913,2481,1166,54,18,154,3873,40,0
,대림제3동제1투,2532,1435,762,569,27,6,50,1414,21,1097
,대림제3동제2투,2177,1162,608,454,11,8,60,1141,21,1015
,대림제3동제3투,1981,1089,542,425,25,5,80,1077,12,892
,대림제3동제4투,1542,726,372,288,10,8,40,718,8,816
,대림제3동제5투,2139,1030,522,404,14,9,71,1020,10,1109
,대림제3동제6투,2043,1209,641,462,20,8,57,1188,21,834
,대림제3동제7투,2652,1685,805,763,32,5,61,1666,19,967
잘못 투입·구분된 투표지,,0,3,2,1,0,0,0,3,0,-3
