읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당한정애,미래통합당김철근,민중당권혜인,국가혁명배당금당도재숙,무소속김태윤,계,무효투표수,기권수
합계,,161351,108962,64515,39355,1575,559,1659,107663,1299,52389
거소·선상투표,,458,436,113,297,8,0,7,425,11,22
관외사전투표,,11694,11689,7826,3146,208,59,242,11481,208,5
국외부재자투표,,797,229,156,65,1,0,6,228,1,568
국외부재자투표(공관),,0,9,7,2,0,0,0,9,0,-9
염창동,소계,31255,22970,13678,8441,271,100,299,22789,181,8285
,관내사전투표,7643,7643,5258,2188,70,33,54,7603,40,0
,염창동제1투,3656,2293,1303,896,28,14,32,2273,20,1363
,염창동제2투,3223,2199,1084,998,35,10,49,2176,23,1024
,염창동제3투,3213,2095,1247,767,22,6,27,2069,26,1118
,염창동제4투,2538,1615,907,654,19,4,25,1609,6,923
,염창동제5투,2416,1378,770,559,12,10,18,1369,9,1038
,염창동제6투,3373,2185,1214,879,33,11,31,2168,17,1188
,염창동제7투,2519,1751,930,735,29,3,32,1729,22,768
,염창동제8투,2674,1811,965,765,23,9,31,1793,18,863
등촌제1동,소계,18931,12499,7617,4303,178,70,191,12359,140,6432
,관내사전투표,5242,5240,3561,1491,68,28,56,5204,36,2
,등촌제1동제1투,3178,1896,1030,768,32,5,29,1864,32,1282
,등촌제1동제2투,3326,1632,827,699,22,14,38,1600,32,1694
,등촌제1동제3투,4092,2098,1268,732,27,11,36,2074,24,1994
,등촌제1동제4투,3093,1633,931,613,29,12,32,1617,16,1460
등촌제2동,소계,17336,11638,6323,4852,138,45,156,11514,124,5698
,관내사전투표,4094,4093,2563,1410,40,10,42,4065,28,1
,등촌제2동제1투,3192,1721,936,685,28,14,33,1696,25,1471
,등촌제2동제2투,3676,1938,1061,791,25,12,27,1916,22,1738
,등촌제2동제3투,3181,1676,861,731,27,5,37,1661,15,1505
,등촌제2동제4투,3193,2210,902,1235,18,4,17,2176,34,983
화곡본동,소계,27880,15754,9648,5191,358,109,240,15546,208,12126
,관내사전투표,4890,4890,3413,1274,88,25,50,4850,40,0
,화곡본동제1투,3857,1701,1010,588,44,4,33,1679,22,2156
,화곡본동제2투,3907,1578,917,575,22,8,26,1548,30,2329
,화곡본동제3투,4023,1908,1042,735,59,19,22,1877,31,2115
,화곡본동제4투,3582,1908,1082,698,44,11,39,1874,34,1674
,화곡본동제5투,3705,1812,1075,611,42,21,36,1785,27,1893
,화곡본동제6투,3916,1957,1109,710,59,21,34,1933,24,1959
화곡제4동,소계,18044,10782,6413,3833,143,62,198,10649,133,7262
,관내사전투표,4202,4202,2831,1222,40,11,68,4172,30,0
,화곡제4동제1투,2727,1311,653,572,20,15,30,1290,21,1416
,화곡제4동제2투,2686,1256,685,507,21,7,17,1237,19,1430
,화곡제4동제3투,3109,1282,734,471,19,11,29,1264,18,1827
,화곡제4동제4투,2356,1152,610,463,20,10,26,1129,23,1204
,화곡제4동제5투,2964,1579,900,598,23,8,28,1557,22,1385
화곡제6동,소계,20978,13422,7291,5570,162,70,182,13275,147,7556
,관내사전투표,4511,4511,3026,1334,51,17,50,4478,33,0
,화곡제6동제1투,4101,1805,970,733,29,12,40,1784,21,2296
,화곡제6동제2투,2826,1454,728,637,27,11,27,1430,24,1372
,화곡제6동제3투,2772,1527,762,712,12,7,16,1509,18,1245
,화곡제6동제4투,4219,2191,1093,998,29,16,29,2165,26,2028
,화곡제6동제5투,2549,1934,712,1156,14,7,20,1909,25,615
가양제3동,소계,13978,9529,5440,3654,108,44,138,9384,145,4449
,관내사전투표,3776,3775,2507,1151,39,12,31,3740,35,1
,가양제3동제1투,2200,1271,617,588,14,8,17,1244,27,929
,가양제3동제2투,2331,1196,560,543,22,8,34,1167,29,1135
,가양제3동제3투,2002,1148,627,469,13,6,18,1133,15,854
,가양제3동제4투,1659,825,389,376,11,6,17,799,26,834
,가양제3동제5투,2010,1314,740,527,9,4,21,1301,13,696
잘못 투입·구분된 투표지,,0,5,3,1,0,0,0,4,1,-5
