읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당전현희,미래통합당박진,민생당김광종,국가혁명배당금당강기현,무소속김민찬,계,무효투표수,기권수
합계,,140330,102469,47157,51762,1341,422,919,101601,868,37861
거소·선상투표,,209,197,95,85,6,2,3,191,6,12
관외사전투표,,10382,10369,5813,4141,119,51,130,10254,115,13
국외부재자투표,,1101,230,132,96,0,1,1,230,0,871
국외부재자투표(공관),,0,14,9,4,0,1,0,14,0,-14
개포1동,소계,5945,4510,1327,3069,38,19,24,4477,33,1435
,관내사전투표,1933,1932,693,1206,10,3,6,1918,14,1
,개포1동제1투,1795,1043,215,810,6,4,5,1040,3,752
,개포1동제2투,1249,926,149,762,0,2,6,919,7,323
,개포1동제3투,968,609,270,291,22,10,7,600,9,359
개포2동,소계,16951,12879,4201,8423,65,44,91,12824,55,4072
,관내사전투표,4196,4196,1759,2357,25,11,28,4180,16,0
,개포2동제1투,2690,1558,434,1085,4,9,20,1552,6,1132
,개포2동제2투,2251,1609,463,1101,8,11,11,1594,15,642
,개포2동제3투,2322,1765,467,1276,9,3,3,1758,7,557
,개포2동제4투,3425,2441,693,1713,12,2,15,2435,6,984
,개포2동제5투,2067,1310,385,891,7,8,14,1305,5,757
개포4동,소계,14346,9649,4735,4577,79,48,131,9570,79,4697
,관내사전투표,3454,3454,1997,1371,14,14,34,3430,24,0
,개포4동제1투,2801,1344,660,618,14,8,33,1333,11,1457
,개포4동제2투,2024,1323,367,925,7,5,8,1312,11,701
,개포4동제3투,3265,1895,877,950,15,16,21,1879,16,1370
,개포4동제4투,2802,1633,834,713,29,5,35,1616,17,1169
일원본동,소계,17690,13100,5692,7072,120,42,88,13014,86,4590
,관내사전투표,4905,4905,2588,2228,32,8,24,4880,25,0
,일원본동제1투,3600,2155,718,1367,23,13,20,2141,14,1445
,일원본동제2투,2736,1879,713,1103,21,10,19,1866,13,857
,일원본동제3투,3657,2475,880,1526,25,4,20,2455,20,1182
,일원본동제4투,2792,1686,793,848,19,7,5,1672,14,1106
일원1동,소계,13398,9048,4433,4125,169,59,136,8922,126,4350
,관내사전투표,3513,3512,2037,1323,54,17,39,3470,42,1
,일원1동제1투,2181,1071,469,526,29,8,18,1050,21,1110
,일원1동제2투,1973,1185,474,651,11,9,23,1168,17,788
,일원1동제3투,1795,1017,460,498,11,10,23,1002,15,778
,일원1동제4투,2084,1273,543,667,22,7,18,1257,16,811
,일원1동제5투,1852,990,450,460,42,8,15,975,15,862
일원2동,소계,14083,10318,4514,5475,93,34,95,10211,107,3765
,관내사전투표,3974,3974,2067,1792,38,10,34,3941,33,0
,일원2동제1투,1804,903,407,441,14,9,10,881,22,901
,일원2동제2투,2306,1414,624,745,12,5,14,1400,14,892
,일원2동제3투,2290,1389,501,839,10,6,10,1366,23,901
,일원2동제4투,1587,1115,375,706,11,2,14,1108,7,472
,일원2동제5투,2122,1523,540,952,8,2,13,1515,8,599
수서동,소계,13936,9795,4426,4911,209,52,85,9683,112,4141
,관내사전투표,3879,3879,2067,1671,59,20,32,3849,30,0
,수서동제1투,2054,1218,382,796,20,2,7,1207,11,836
,수서동제2투,1523,871,403,383,39,15,11,851,20,652
,수서동제3투,1762,905,420,444,14,7,6,891,14,857
,수서동제4투,1666,915,396,431,54,7,11,899,16,751
,수서동제5투,3052,2007,758,1186,23,1,18,1986,21,1045
세곡동,소계,32289,22355,11778,9781,443,69,135,22206,149,9934
,관내사전투표,4887,4887,3063,1703,62,10,21,4859,28,0
,세곡동제1투,2677,1425,653,731,14,3,13,1414,11,1252
,세곡동제2투,2628,1675,801,806,37,4,14,1662,13,953
,세곡동제3투,3196,2114,1012,1021,38,9,17,2097,17,1082
,세곡동제4투,3422,2193,1072,1053,34,9,11,2179,14,1229
,세곡동제5투,2656,1881,949,864,45,5,10,1873,8,775
,세곡동제6투,3182,1966,1068,825,31,11,15,1950,16,1216
,세곡동제7투,3095,1899,982,841,45,5,10,1883,16,1196
,세곡동제8투,3728,2339,1369,815,118,10,11,2323,16,1389
,세곡동제9투,2818,1976,809,1122,19,3,13,1966,10,842
잘못 투입·구분된 투표지,,0,5,2,3,0,0,0,5,0,-5
