읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당이인영,미래통합당김재식,정의당이호성,우리공화당황인규,민중당유선희,국가혁명배당금당김장원,계,무효투표수,기권수
합계,,205756,142081,75865,55347,6722,576,1539,628,140677,1404,63675
거소·선상투표,,376,364,172,163,8,4,2,7,356,8,12
관외사전투표,,12136,12127,7622,3473,589,47,161,64,11956,171,9
국외부재자투표,,819,237,159,69,4,0,3,1,236,1,582
국외부재자투표(공관),,0,6,1,5,0,0,0,0,6,0,-6
고척제1동,소계,19658,13402,7081,5513,447,51,143,48,13283,119,6256
,관내사전투표,4545,4545,2778,1551,114,15,51,13,4522,23,0
,고척제1동제1투,3108,1807,826,854,64,10,23,5,1782,25,1301
,고척제1동제2투,3164,1776,875,797,55,8,18,10,1763,13,1388
,고척제1동제3투,3643,2199,1113,934,104,4,17,7,2179,20,1444
,고척제1동제4투,2234,1239,576,582,43,12,11,6,1230,9,995
,고척제1동제5투,2964,1836,913,795,67,2,23,7,1807,29,1128
고척제2동,소계,22364,14453,7851,5747,490,56,113,50,14307,146,7911
,관내사전투표,4084,4084,2578,1313,108,7,31,11,4048,36,0
,고척제2동제1투,2771,1506,797,616,52,3,15,5,1488,18,1265
,고척제2동제2투,2805,1747,913,717,77,10,10,1,1728,19,1058
,고척제2동제3투,2877,1564,801,641,74,8,7,14,1545,19,1313
,고척제2동제4투,2344,1170,595,492,37,6,14,7,1151,19,1174
,고척제2동제5투,2334,1240,606,556,43,7,13,5,1230,10,1094
,고척제2동제6투,3158,1943,995,853,56,9,12,3,1928,15,1215
,고척제2동제7투,1991,1199,566,559,43,6,11,4,1189,10,792
개봉제1동,소계,26369,16771,8818,6872,548,65,194,87,16584,187,9598
,관내사전투표,4782,4782,2879,1633,128,19,51,26,4736,46,0
,개봉제1동제1투,2701,1494,743,666,36,4,17,11,1477,17,1207
,개봉제1동제2투,2428,1487,720,670,47,4,20,11,1472,15,941
,개봉제1동제3투,2295,1086,538,469,40,7,9,7,1070,16,1209
,개봉제1동제4투,2272,1326,673,539,50,8,17,9,1296,30,946
,개봉제1동제5투,3232,1498,728,667,54,7,19,4,1479,19,1734
,개봉제1동제6투,2150,1153,550,518,43,4,15,7,1137,16,997
,개봉제1동제7투,2487,1388,690,608,46,6,20,7,1377,11,1099
,개봉제1동제8투,4022,2557,1297,1102,104,6,26,5,2540,17,1465
개봉제2동,소계,26419,18318,9890,7388,614,81,120,72,18165,153,8101
,관내사전투표,5175,5175,3251,1713,120,18,35,10,5147,28,0
,개봉제2동제1투,2888,1501,783,593,75,10,6,10,1477,24,1387
,개봉제2동제2투,2658,1478,815,567,49,6,13,8,1458,20,1180
,개봉제2동제3투,2530,1768,779,877,68,12,10,5,1751,17,762
,개봉제2동제4투,2847,1937,1010,806,69,10,17,7,1919,18,910
,개봉제2동제5투,2747,1812,859,876,50,5,8,4,1802,10,935
,개봉제2동제6투,2655,1719,870,743,67,9,11,7,1707,12,936
,개봉제2동제7투,2817,1595,878,611,56,6,14,14,1579,16,1222
,개봉제2동제8투,2102,1333,645,602,60,5,6,7,1325,8,769
개봉제3동,소계,17735,11587,6445,4430,379,61,79,69,11463,124,6148
,관내사전투표,4046,4046,2541,1322,100,11,22,25,4021,25,0
,개봉제3동제1투,3141,1695,886,681,64,13,18,15,1677,18,1446
,개봉제3동제2투,2861,1486,748,631,51,11,9,9,1459,27,1375
,개봉제3동제3투,2870,1384,722,547,70,9,9,6,1363,21,1486
,개봉제3동제4투,2481,1695,837,766,49,7,12,7,1678,17,786
,개봉제3동제5투,2336,1281,711,483,45,10,9,7,1265,16,1055
오류제1동,소계,19533,12724,6642,5089,593,55,143,51,12573,151,6809
,관내사전투표,4559,4559,2825,1418,186,14,63,10,4516,43,0
,오류제1동제1투,3114,1196,629,424,86,5,26,8,1178,18,1918
,오류제1동제2투,2957,1591,704,745,85,11,11,14,1570,21,1366
,오류제1동제3투,3327,1800,700,979,71,11,14,6,1781,19,1527
,오류제1동제4투,2629,1832,853,868,67,6,13,5,1812,20,797
,오류제1동제5투,2947,1746,931,655,98,8,16,8,1716,30,1201
오류제2동,소계,30050,20563,10886,8021,1152,87,174,84,20404,159,9487
,관내사전투표,5853,5853,3697,1734,307,19,44,20,5821,32,0
,오류제2동제1투,3305,1932,864,927,74,12,15,16,1908,24,1373
,오류제2동제2투,3482,1845,769,925,96,10,24,4,1828,17,1637
,오류제2동제3투,3299,2144,993,1023,79,11,14,12,2132,12,1155
,오류제2동제4투,2473,1469,690,628,103,9,14,12,1456,13,1004
,오류제2동제5투,2245,1339,637,602,73,3,13,3,1331,8,906
,오류제2동제6투,3221,2031,1031,808,141,10,16,6,2012,19,1190
,오류제2동제7투,3451,2226,1259,747,167,9,21,2,2205,21,1225
,오류제2동제8투,2721,1724,946,627,112,4,13,9,1711,13,997
수궁동,소계,19889,13666,6557,6245,525,51,99,63,13540,126,6223
,관내사전투표,3959,3959,2397,1330,148,9,25,15,3924,35,0
,수궁동제1투,2876,1654,432,1142,51,6,10,1,1642,12,1222
,수궁동제2투,2721,1614,680,809,78,6,13,9,1595,19,1107
,수궁동제3투,3611,2140,947,1064,72,13,15,8,2119,21,1471
,수궁동제4투,2511,1776,862,803,64,5,14,15,1763,13,735
,수궁동제5투,2984,1739,882,737,70,5,15,11,1720,19,1245
,수궁동제6투,1227,784,357,360,42,7,7,4,777,7,443
항동,소계,10408,7861,3741,2330,1373,18,308,32,7802,59,2547
,관내사전투표,3046,3045,1727,739,436,8,105,9,3024,21,1
,항동제1투,3299,2207,864,797,440,6,70,9,2186,21,1092
,항동제2투,2702,1769,771,530,364,2,81,11,1759,10,933
,항동제3투,1361,840,379,264,133,2,52,3,833,7,521
잘못 투입·구분된 투표지,,0,2,0,2,0,0,0,0,2,0,-2
