읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당이상민,미래통합당김소연,정의당김윤기,국가혁명배당금당이범용,계,무효투표수,기권수
합계,,134730,97283,53785,35629,6355,524,96293,990,37447
거소·선상투표,,217,210,106,79,11,5,201,9,7
관외사전투표,,10838,10832,6385,3519,661,90,10655,177,6
국외부재자투표,,567,91,57,33,1,0,91,0,476
국외부재자투표(공관),,0,9,7,2,0,0,9,0,-9
노은2동,소계,17266,12052,6436,4576,889,42,11943,109,5214
,관내사전투표,3675,3671,2247,1119,256,9,3631,40,4
,노은2동제1투,3388,2164,1047,907,179,5,2138,26,1224
,노은2동제2투,3465,2153,1036,903,184,6,2129,24,1312
,노은2동제3투,2579,1475,776,584,96,12,1468,7,1104
,노은2동제4투,2647,1442,665,659,103,8,1435,7,1205
,노은2동제5투,1512,1147,665,404,71,2,1142,5,365
신성동,소계,17929,12594,6106,5568,733,52,12459,135,5335
,관내사전투표,4916,4909,2835,1721,284,20,4860,49,7
,신성동제1투,1718,857,369,397,65,8,839,18,861
,신성동제2투,2632,1721,831,781,90,2,1704,17,911
,신성동제3투,2485,1443,716,583,113,13,1425,18,1042
,신성동제4투,2045,1227,563,564,80,3,1210,17,818
,신성동제5투,1986,978,325,598,42,4,969,9,1008
,신성동제6투,2147,1459,467,924,59,2,1452,7,688
전민동,소계,20415,15053,8504,5532,830,62,14928,125,5362
,관내사전투표,5854,5854,3796,1674,328,20,5818,36,0
,전민동제1투,2261,1258,659,490,81,4,1234,24,1003
,전민동제2투,2928,1665,777,744,103,18,1642,23,1263
,전민동제3투,2167,1396,707,584,83,10,1384,12,771
,전민동제4투,2203,1458,709,689,55,1,1454,4,745
,전민동제5투,2647,1771,905,762,87,3,1757,14,876
,전민동제6투,2355,1651,951,589,93,6,1639,12,704
구즉동,소계,21383,13202,7518,4409,1001,140,13068,134,8181
,관내사전투표,4420,4420,2896,1129,325,42,4392,28,0
,구즉동제1투,1508,663,323,268,54,5,650,13,845
,구즉동제2투,375,195,76,109,7,0,192,3,180
,구즉동제3투,2122,963,417,441,68,19,945,18,1159
,구즉동제4투,3151,1703,941,602,127,23,1693,10,1448
,구즉동제5투,3026,1584,859,564,122,17,1562,22,1442
,구즉동제6투,2895,1500,856,474,139,13,1482,18,1395
,구즉동제7투,3886,2174,1150,822,159,21,2152,22,1712
관평동,소계,20665,15215,8639,5502,916,65,15122,93,5450
,관내사전투표,6520,6519,4244,1815,417,18,6494,25,1
,관평동제1투,2397,1579,843,595,114,13,1565,14,818
,관평동제2투,2708,1696,930,649,98,8,1685,11,1012
,관평동제3투,2806,1829,993,695,124,5,1817,12,977
,관평동제4투,2998,1879,730,1071,61,6,1868,11,1119
,관평동제5투,3236,1713,899,677,102,15,1693,20,1523
노은3동,소계,25450,18001,10010,6403,1312,68,17793,208,7449
,관내사전투표,5941,5934,3753,1748,385,12,5898,36,7
,노은3동제1투,2366,1566,830,603,112,6,1551,15,800
,노은3동제2투,2639,1530,735,596,108,3,1442,88,1109
,노은3동제3투,2174,1441,697,605,110,10,1422,19,733
,노은3동제4투,2179,1539,709,725,93,4,1531,8,640
,노은3동제5투,2892,1987,1112,709,153,3,1977,10,905
,노은3동제6투,2170,1156,639,388,105,14,1146,10,1014
,노은3동제7투,2781,1549,902,507,123,7,1539,10,1232
,노은3동제8투,2308,1299,633,522,123,9,1287,12,1009
잘못 투입·구분된 투표지,,0,24,17,6,1,0,24,0,-24
