읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당김태선,미래통합당권명호,민중당김종훈,국가혁명배당금당우동열,노동당하창민,계,무효투표수,기권수
합계,,130353,89256,21642,33845,29889,646,2196,88218,1038,41097
거소·선상투표,,270,254,69,77,54,6,19,225,29,16
관외사전투표,,5050,5047,1795,1764,1141,62,138,4900,147,3
국외부재자투표,,196,42,28,11,3,0,0,42,0,154
국외부재자투표(공관),,0,0,0,0,0,0,0,0,0,0
방어동,소계,31505,19221,4619,7961,5839,146,462,19027,194,12284
,관내사전투표,5766,5766,1692,2105,1794,33,101,5725,41,0
,방어동제1투,3732,1673,321,840,432,12,49,1654,19,2059
,방어동제2투,2344,1177,215,678,230,10,31,1164,13,1167
,방어동제3투,2251,1134,249,534,290,11,32,1116,18,1117
,방어동제4투,2134,1211,253,550,349,7,32,1191,20,923
,방어동제5투,3165,1780,381,792,527,22,38,1760,20,1385
,방어동제6투,3535,1910,470,685,666,12,62,1895,15,1625
,방어동제7투,3032,1607,354,628,561,14,33,1590,17,1425
,방어동제8투,2894,1299,294,553,385,13,37,1282,17,1595
,방어동제9투,2652,1664,390,596,605,12,47,1650,14,988
일산동,소계,5751,3823,871,1683,1108,28,96,3786,37,1928
,관내사전투표,1956,1956,493,816,593,11,33,1946,10,0
,일산동제1투,1759,812,171,374,230,4,22,801,11,947
,일산동제2투,2036,1055,207,493,285,13,41,1039,16,981
화정동,소계,15862,10379,2535,3997,3360,80,284,10256,123,5483
,관내사전투표,3419,3419,985,1199,1124,19,66,3393,26,0
,화정동제1투,3641,2350,569,711,964,16,72,2332,18,1291
,화정동제2투,2546,1266,226,664,305,16,32,1243,23,1280
,화정동제3투,2491,1297,287,500,433,10,49,1279,18,1194
,화정동제4투,1724,963,231,430,246,8,26,941,22,761
,화정동제5투,2041,1084,237,493,288,11,39,1068,16,957
대송동,소계,9752,6516,1579,2395,2215,46,202,6437,79,3236
,관내사전투표,2498,2498,689,822,895,15,54,2475,23,0
,대송동제1투,1731,992,209,392,349,3,29,982,10,739
,대송동제2투,2765,1625,377,568,575,10,69,1599,26,1140
,대송동제3투,2758,1401,304,613,396,18,50,1381,20,1357
전하1동,소계,11688,8105,1918,3064,2776,73,189,8020,85,3583
,관내사전투표,2979,2979,739,994,1164,22,42,2961,18,0
,전하1동제1투,1572,810,215,344,185,14,34,792,18,762
,전하1동제2투,2723,1533,325,665,475,11,35,1511,22,1190
,전하1동제3투,2296,1351,326,514,443,13,41,1337,14,945
,전하1동제4투,2118,1432,313,547,509,13,37,1419,13,686
전하2동,소계,16699,12348,2804,4582,4544,61,234,12225,123,4351
,관내사전투표,5096,5096,1314,1651,1997,26,65,5053,43,0
,전하2동제1투,1820,1043,192,525,276,4,25,1022,21,777
,전하2동제2투,1796,890,167,403,274,8,26,878,12,906
,전하2동제3투,1535,872,194,374,268,2,24,862,10,663
,전하2동제4투,2456,1664,350,672,579,11,36,1648,16,792
,전하2동제5투,1583,1075,227,356,454,5,28,1070,5,508
,전하2동제6투,2413,1708,360,601,696,5,30,1692,16,705
남목1동,소계,7448,5264,1126,2120,1812,30,126,5214,50,2184
,관내사전투표,2284,2284,588,758,872,12,39,2269,15,0
,남목1동제1투,1396,763,141,380,201,8,21,751,12,633
,남목1동제2투,1729,1060,175,516,319,5,36,1051,9,669
,남목1동제3투,2039,1157,222,466,420,5,30,1143,14,882
남목2동,소계,16423,11437,2840,3891,4235,75,305,11346,91,4986
,관내사전투표,4187,4187,1142,1375,1543,26,84,4170,17,0
,남목2동제1투,1985,1046,246,454,281,6,41,1028,18,939
,남목2동제2투,1331,706,183,252,234,6,24,699,7,625
,남목2동제3투,3891,2321,539,785,899,13,68,2304,17,1570
,남목2동제4투,2566,1590,340,511,654,17,52,1574,16,976
,남목2동제5투,2463,1587,390,514,624,7,36,1571,16,876
남목3동,소계,9709,6818,1458,2300,2801,39,141,6739,79,2891
,관내사전투표,2374,2373,593,647,1066,6,39,2351,22,1
,남목3동제1투,2379,1412,271,478,590,15,40,1394,18,967
,남목3동제2투,1997,1092,202,470,375,6,27,1080,12,905
,남목3동제3투,2332,1505,328,448,675,7,29,1487,18,827
,남목3동제4투,627,436,64,257,95,5,6,427,9,191
잘못 투입·구분된 투표지,,0,2,0,0,1,0,0,1,1,-2
