읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당허소,미래통합당윤재옥,정의당한민정,우리공화당김동렬,국가혁명배당금당정수미,무소속홍선이,계,무효투표수,기권수
합계,,203446,140408,38969,90762,4612,1180,687,2638,138848,1560,63038
거소·선상투표,,415,396,106,223,17,6,5,17,374,22,19
관외사전투표,,12542,12532,4436,6848,524,87,80,287,12262,270,10
국외부재자투표,,450,115,56,52,1,2,2,0,113,2,335
국외부재자투표(공관),,0,2,1,1,0,0,0,0,2,0,-2
월성1동,소계,29504,20457,6814,12261,686,99,71,366,20297,160,9047
,관내사전투표,4206,4206,1951,2021,126,7,3,78,4186,20,0
,월성1동제1투,3606,1941,553,1224,71,13,11,52,1924,17,1665
,월성1동제2투,4033,2475,799,1467,96,21,10,62,2455,20,1558
,월성1동제3투,3219,2258,716,1413,67,8,5,35,2244,14,961
,월성1동제4투,2368,1646,487,1052,57,5,7,23,1631,15,722
,월성1동제5투,3199,2150,482,1529,61,16,8,31,2127,23,1049
,월성1동제6투,2326,1554,383,1060,50,11,12,23,1539,15,772
,월성1동제7투,3334,2192,713,1325,83,14,7,33,2175,17,1142
,월성1동제8투,3213,2035,730,1170,75,4,8,29,2016,19,1178
월성2동,소계,15543,10223,2445,6952,298,128,69,186,10078,145,5320
,관내사전투표,3403,3402,1087,2083,95,32,17,55,3369,33,1
,월성2동제1투,1580,745,120,560,12,8,8,22,730,15,835
,월성2동제2투,2166,1163,262,804,42,13,6,20,1147,16,1003
,월성2동제3투,1925,1052,190,781,28,13,7,18,1037,15,873
,월성2동제4투,2604,1678,332,1214,57,21,12,23,1659,19,926
,월성2동제5투,1703,965,169,698,19,21,15,17,939,26,738
,월성2동제6투,2162,1218,285,812,45,20,4,31,1197,21,944
진천동,소계,55993,36440,10270,23540,1085,271,174,730,36070,370,19553
,관내사전투표,6146,6146,2097,3658,171,40,22,108,6096,50,0
,진천동제1투,3875,2117,443,1474,71,30,24,51,2093,24,1758
,진천동제2투,3925,2162,409,1585,61,16,11,49,2131,31,1763
