읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당박형룡,미래통합당추경호,민중당조정훈,국가혁명배당금당김지영,무소속서상기,계,무효투표수,기권수
합계,,208115,133611,35649,88846,1992,1304,4147,131938,1673,74504
거소·선상투표,,479,447,105,254,22,9,30,420,27,32
관외사전투표,,12064,12060,3996,7091,178,117,443,11825,235,4
국외부재자투표,,331,68,41,24,0,0,3,68,0,263
국외부재자투표(공관),,0,0,0,0,0,0,0,0,0,0
화원읍,소계,39502,24949,5622,17650,327,223,813,24635,314,14553
,관내사전투표,5472,5472,1575,3550,66,50,157,5398,74,0
,화원읍제1투,2551,1230,168,979,14,12,42,1215,15,1321
,화원읍제2투,3195,1816,329,1368,19,15,67,1798,18,1379
,화원읍제3투,2362,1267,181,976,17,11,59,1244,23,1095
,화원읍제4투,2916,1182,232,853,18,17,48,1168,14,1734
,화원읍제5투,3122,1865,421,1320,24,14,63,1842,23,1257
,화원읍제6투,3367,1934,386,1423,22,19,59,1909,25,1433
,화원읍제7투,1166,762,159,564,9,12,12,756,6,404
,화원읍제8투,2056,1121,153,870,13,12,52,1100,21,935
,화원읍제9투,3673,2030,398,1513,33,12,48,2004,26,1643
,화원읍제10투,2760,1634,370,1132,26,15,64,1607,27,1126
,화원읍제11투,1755,1098,264,773,11,10,27,1085,13,657
,화원읍제12투,2941,2147,634,1391,29,14,59,2127,20,794
,화원읍제13투,2166,1391,352,938,26,10,56,1382,9,775
논공읍,소계,15779,9152,1926,6416,250,112,316,9020,132,6627
,관내사전투표,1995,1995,589,1264,34,27,67,1981,14,0
,논공읍제1투,2149,982,142,770,15,12,30,969,13,1167
,논공읍제2투,863,506,44,431,5,7,13,500,6,357
,논공읍제3투,2055,1076,180,809,26,5,36,1056,20,979
,논공읍제4투,1649,923,188,621,47,14,36,906,17,726
,논공읍제5투,2671,1417,331,941,50,20,51,1393,24,1254
,논공읍제6투,2394,1133,213,818,32,10,40,1113,20,1261
,논공읍제7투,2003,1120,239,762,41,17,43,1102,18,883
다사읍,소계,64320,39988,11637,26032,444,336,1125,39574,414,24332
,관내사전투표,5880,5880,2216,3382,59,35,146,5838,42,0
,다사읍제1투,2021,1136,306,751,16,4,39,1116,20,885
,다사읍제2투,2769,1617,391,1124,24,16,48,1603,14,1152
,다사읍제3투,2350,1342,340,929,7,17,30,1323,19,1008
,다사읍제4투,633,395,47,328,2,3,9,389,6,238
,다사읍제5투,2300,1330,298,932,10,21,50,1311,19,970
,다사읍제6투,2625,1613,387,1115,23,20,50,1595,18,1012
,다사읍제7투,2856,1731,407,1204,19,19,64,1713,18,1125
,다사읍제8투,3198,1777,474,1182,21,12,63,1752,25,1421
,다사읍제9투,2717,1626,405,1127,18,20,36,1606,20,1091
,다사읍제10투,3221,1937,508,1324,22,14,51,1919,18,1284
,다사읍제11투,3758,2228,622,1444,43,18,79,2206,22,1530
,다사읍제12투,3079,1860,509,1263,12,13,37,1834,26,1219
,다사읍제13투,3531,2156,654,1384,18,12,64,2132,24,1375
,다사읍제14투,2113,1156,283,819,8,11,29,1150,6,957
,다사읍제15투,3388,1693,534,1074,15,15,39,1677,16,1695
,다사읍제16투,2815,1471,498,876,16,15,53,1458,13,1344
,다사읍제17투,2988,1936,583,1235,21,20,58,1917,19,1052
,다사읍제18투,2964,1651,528,1037,19,9,44,1637,14,1313
,다사읍제19투,2859,1754,584,1086,23,15,35,1743,11,1105
,다사읍제20투,2921,1842,578,1142,30,15,55,1820,22,1079
,다사읍제21투,3334,1857,485,1274,18,12,46,1835,22,1477
가창면,소계,6673,4383,857,3248,40,41,144,4330,53,2290
,관내사전투표,1375,1375,369,926,14,11,44,1364,11,0
,가창면제1투,1722,905,146,686,6,14,39,891,14,817
,가창면제2투,897,548,113,398,10,6,15,542,6,349
,가창면제3투,1647,952,143,755,5,7,27,937,15,695
,가창면제4투,1032,603,86,483,5,3,19,596,7,429
하빈면,소계,3843,2670,508,2014,23,22,78,2645,25,1173
,관내사전투표,1227,1227,360,808,8,6,36,1218,9,0
,하빈면제1투,1378,757,65,642,11,10,21,749,8,621
