읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당김대진,미래통합당김용판,우리공화당조원진,국가혁명배당금당남우정,기독자유통일당김부기,계,무효투표수,기권수
합계,,133291,85612,23257,46988,12707,771,493,84216,1396,47679
거소·선상투표,,257,247,69,121,32,9,3,234,13,10
관외사전투표,,8356,8353,3291,3982,718,98,67,8156,197,3
국외부재자투표,,280,62,34,25,3,0,0,62,0,218
국외부재자투표(공관),,0,2,1,0,1,0,0,2,0,-2
성당동,소계,19325,11929,3019,6350,2184,113,73,11739,190,7396
,관내사전투표,3303,3303,979,1697,534,29,16,3255,48,0
,성당동제1투,3003,1557,330,833,333,19,10,1525,32,1446
,성당동제2투,2481,1358,285,834,185,12,9,1325,33,1123
,성당동제3투,3139,1458,258,802,347,20,9,1436,22,1681
,성당동제4투,3688,2168,649,1052,417,14,13,2145,23,1520
,성당동제5투,3711,2085,518,1132,368,19,16,2053,32,1626
두류1·2동,소계,13164,7321,1653,4355,1048,94,50,7200,121,5843
,관내사전투표,1659,1658,471,900,228,19,11,1629,29,1
,두류1·2동제1투,1433,617,123,385,90,8,0,606,11,816
,두류1·2동제2투,2103,1064,207,653,177,4,8,1049,15,1039
,두류1·2동제3투,2333,1209,222,734,205,15,12,1188,21,1124
,두류1·2동제4투,2350,1210,243,743,163,21,12,1182,28,1140
,두류1·2동제5투,3286,1563,387,940,185,27,7,1546,17,1723
두류3동,소계,8038,5386,1294,3103,811,51,28,5287,99,2652
,관내사전투표,2229,2229,646,1217,306,15,4,2188,41,0
,두류3동제1투,2567,1538,325,901,260,16,8,1510,28,1029
,두류3동제2투,1996,936,191,564,140,15,8,918,18,1060
,두류3동제3투,1246,683,132,421,105,5,8,671,12,563
본리동,소계,17840,11744,3660,5910,1874,90,54,11588,156,6096
,관내사전투표,4116,4116,1556,1839,624,25,22,4066,50,0
,본리동제1투,2584,1643,533,822,251,9,7,1622,21,941
,본리동제2투,1899,879,182,532,132,11,8,865,14,1020
,본리동제3투,1753,918,224,491,185,10,0,910,8,835
,본리동제4투,2079,1265,324,697,201,11,8,1241,24,814
,본리동제5투,3161,1587,453,860,230,15,8,1566,21,1574
,본리동제6투,2248,1336,388,669,251,9,1,1318,18,912
감삼동,소계,21692,13776,3665,7717,2044,108,48,13582,194,7916
,관내사전투표,2328,2328,826,1237,228,16,5,2312,16,0
,감삼동제1투,2896,1508,369,834,255,22,5,1485,23,1388
,감삼동제2투,3200,1844,357,1053,365,20,7,1802,42,1356
,감삼동제3투,2621,1390,337,751,266,6,11,1371,19,1231
,감삼동제4투,3190,1929,469,1025,376,15,8,1893,36,1261
,감삼동제5투,1759,1168,379,637,122,10,1,1149,19,591
,감삼동제6투,3161,1888,463,1189,206,4,4,1866,22,1273
,감삼동제7투,2537,1721,465,991,226,15,7,1704,17,816
송현1동,소계,16982,10001,2504,5725,1468,83,68,9848,153,6981
,관내사전투표,3143,3142,965,1701,411,17,14,3108,34,1
,송현1동제1투,2483,1173,249,689,202,10,5,1155,18,1310
,송현1동제2투,2443,1196,279,671,195,15,11,1171,25,1247
,송현1동제3투,2628,1253,275,712,219,12,13,1231,22,1375
,송현1동제4투,3460,1785,397,1104,229,13,12,1755,30,1675
,송현1동제5투,2825,1452,339,848,212,16,13,1428,24,1373
송현2동,소계,15647,9496,2197,5556,1439,76,62,9330,166,6151
,관내사전투표,2585,2584,752,1424,337,13,11,2537,47,1
,송현2동제1투,2607,1286,297,734,213,10,6,1260,26,1321
,송현2동제2투,1804,964,172,590,157,10,11,940,24,840
,송현2동제3투,2391,1145,258,646,201,9,11,1125,20,1246
,송현2동제4투,2167,1215,247,771,155,14,10,1197,18,952
,송현2동제5투,2135,1336,304,808,190,9,8,1319,17,799
,송현2동제6투,1958,966,167,583,186,11,5,952,14,992
본동,소계,11710,7293,1869,4143,1085,49,40,7186,107,4417
,관내사전투표,2154,2154,685,1158,272,11,6,2132,22,0
,본동제1투,1949,966,229,551,158,5,13,956,10,983
,본동제2투,2295,1351,309,791,223,10,6,1339,12,944
,본동제3투,2268,1319,333,711,225,8,8,1285,34,949
,본동제4투,3044,1503,313,932,207,15,7,1474,29,1541
잘못 투입·구분된 투표지,,0,2,1,1,0,0,0,2,0,-2
