읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당윤선진,미래통합당김상훈,정의당장태수,국가혁명배당금당박수동,무소속서중현,계,무효투표수,기권수
합계,,157355,100090,17580,66574,4313,833,9417,98717,1373,57265
거소·선상투표,,215,196,34,123,8,5,21,191,5,19
관외사전투표,,7166,7165,2123,3843,341,79,637,7023,142,1
국외부재자투표,,214,55,34,15,3,0,2,54,1,159
국외부재자투표(공관),,0,1,0,1,0,0,0,1,0,-1
내당1동,소계,7587,4561,839,3178,138,52,311,4518,43,3026
,관내사전투표,1643,1643,381,1076,48,9,117,1631,12,0
,내당1동제1투,3011,1545,215,1156,38,22,102,1533,12,1466
,내당1동제2투,2933,1373,243,946,52,21,92,1354,19,1560
내당2·3동,소계,8863,5360,874,3769,129,65,432,5269,91,3503
,관내사전투표,1408,1408,298,939,27,24,100,1388,20,0
,내당2·3동제1투,2687,1432,208,1041,32,11,112,1404,28,1255
,내당2·3동제2투,2293,1171,155,861,33,14,91,1154,17,1122
,내당2·3동제3투,2475,1349,213,928,37,16,129,1323,26,1126
내당4동,소계,14615,9308,1748,6420,369,63,606,9206,102,5307
,관내사전투표,3033,3032,706,1951,131,18,198,3004,28,1
,내당4동제1투,2083,1021,190,670,48,6,97,1011,10,1062
,내당4동제2투,2468,1371,220,1005,54,7,70,1356,15,1097
,내당4동제3투,2625,1487,248,1071,55,10,89,1473,14,1138
,내당4동제4투,2045,1127,174,824,35,13,66,1112,15,918
,내당4동제5투,2361,1270,210,899,46,9,86,1250,20,1091
비산1동,소계,8907,5409,746,3531,237,44,770,5328,81,3498
,관내사전투표,2056,2056,334,1324,94,14,265,2031,25,0
,비산1동제1투,2061,969,110,625,45,8,162,950,19,1092
,비산1동제2투,1709,801,110,513,33,11,120,787,14,908
,비산1동제3투,1516,766,87,527,36,2,96,748,18,750
,비산1동제4투,1565,817,105,542,29,9,127,812,5,748
비산2·3동,소계,8711,5252,693,3405,353,38,663,5152,100,3459
