읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당이개호,민생당김연관,우리공화당김천식,국가혁명배당금당임태헌,무소속김선우,계,무효투표수,기권수
합계,,46569,30159,23227,1693,290,256,4055,29521,638,16410
거소·선상투표,,169,155,102,14,4,4,21,145,10,14
관외사전투표,,3205,3204,2625,173,42,31,282,3153,51,1
국외부재자투표,,85,15,11,1,0,0,3,15,0,70
국외부재자투표(공관),,0,0,0,0,0,0,0,0,0,0
영광읍,소계,16524,9742,7183,494,62,60,1800,9599,143,6782
,관내사전투표,4544,4544,3410,187,18,18,850,4483,61,0
,영광읍제1투,1417,505,346,31,4,0,113,494,11,912
,영광읍제2투,2070,977,735,55,11,4,160,965,12,1093
,영광읍제3투,1693,739,532,54,5,8,128,727,12,954
,영광읍제4투,1970,762,520,50,4,7,171,752,10,1208
,영광읍제5투,795,391,319,8,4,6,47,384,7,404
,영광읍제6투,309,188,144,12,2,1,22,181,7,121
,영광읍제7투,417,221,168,11,3,2,31,215,6,196
,영광읍제8투,2159,879,629,54,5,7,171,866,13,1280
,영광읍제9투,1150,536,380,32,6,7,107,532,4,614
백수읍,소계,4048,2522,2052,122,20,17,240,2451,71,1526
,관내사전투표,1093,1093,903,48,4,4,109,1068,25,0
,백수읍제1투,543,222,174,13,4,5,20,216,6,321
,백수읍제2투,982,473,382,18,6,4,47,457,16,509
,백수읍제3투,798,416,333,22,3,1,37,396,20,382
,백수읍제4투,632,318,260,21,3,3,27,314,4,314
홍농읍,소계,5356,3421,2574,211,49,37,473,3344,77,1935
,관내사전투표,1701,1701,1319,90,18,12,236,1675,26,0
,홍농읍제1투,870,329,241,27,9,6,43,326,3,541
,홍농읍제2투,285,161,111,19,5,1,21,157,4,124
,홍농읍제3투,403,201,160,13,1,2,15,191,10,202
,홍농읍제4투,646,330,267,17,6,6,28,324,6,316
,홍농읍제5투,1451,699,476,45,10,10,130,671,28,752
대마면,소계,1510,981,770,40,10,16,122,958,23,529
,관내사전투표,484,484,376,17,3,9,69,474,10,0
,대마면제1투,697,317,255,15,2,5,32,309,8,380
,대마면제2투,329,180,139,8,5,2,21,175,5,149
묘량면,소계,1502,1067,823,51,11,15,138,1038,29,435
,관내사전투표,564,564,442,23,4,3,81,553,11,0
,묘량면제1투,518,263,199,12,5,5,32,253,10,255
,묘량면제2투,420,240,182,16,2,7,25,232,8,180
불갑면,소계,1235,864,645,52,10,4,137,848,16,371
,관내사전투표,459,459,345,21,2,2,82,452,7,0
,불갑면제1투,511,267,202,17,6,1,39,265,2,244
,불갑면제2투,265,138,98,14,2,1,16,131,7,127
군서면,소계,2167,1426,1084,68,15,7,215,1389,37,741
,관내사전투표,736,736,531,34,8,4,145,722,14,0
,군서면제1투,688,318,251,15,1,1,41,309,9,370
,군서면제2투,743,372,302,19,6,2,29,358,14,371
군남면,소계,2173,1462,1155,91,14,12,142,1414,48,711
,관내사전투표,697,697,564,38,3,3,76,684,13,0
,군남면제1투,631,280,223,15,3,3,27,271,9,351
,군남면제2투,353,209,157,10,4,5,20,196,13,144
,군남면제3투,492,276,211,28,4,1,19,263,13,216
염산면,소계,3596,2315,1759,219,30,23,210,2241,74,1281
,관내사전투표,1182,1181,879,132,10,10,112,1143,38,1
,염산면제1투,937,375,292,24,6,3,41,366,9,562
,염산면제2투,586,310,243,19,6,5,26,299,11,276
,염산면제3투,456,253,220,10,1,2,12,245,8,203
,염산면제4투,435,196,125,34,7,3,19,188,8,239
법성면,소계,4559,2735,2240,140,17,26,256,2679,56,1824
,관내사전투표,1261,1261,1019,71,7,7,134,1238,23,0
,법성면제1투,1455,599,490,25,0,6,61,582,17,856
,법성면제2투,415,197,169,5,1,2,15,192,5,218
,법성면제3투,430,204,169,6,3,4,18,200,4,226
,법성면제4투,637,310,261,24,1,2,18,306,4,327
,법성면제5투,361,164,132,9,5,5,10,161,3,197
낙월면,소계,440,249,204,17,6,3,16,246,3,191
,관내사전투표,52,52,45,1,1,0,4,51,1,0
,낙월면제1투,152,35,25,6,1,0,3,35,0,117
,낙월면제2투,97,57,49,4,0,1,2,56,1,40
,낙월면제3투,139,105,85,6,4,2,7,104,1,34
잘못 투입·구분된 투표지,,0,1,0,0,0,1,0,1,0,-1
