읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당김승남,민생당황주홍,무소속김화진,계,무효투표수,기권수
합계,,37347,26471,17025,8056,816,25897,574,10876
거소·선상투표,,122,115,63,32,12,107,8,7
관외사전투표,,2631,2629,1895,594,101,2590,39,2
국외부재자투표,,49,10,10,0,0,10,0,39
국외부재자투표(공관),,0,0,0,0,0,0,0,0
보성읍,소계,7385,5190,3278,1691,159,5128,62,2195
,관내사전투표,2976,2976,1875,985,87,2947,29,0
,보성읍제1투,813,377,231,128,12,371,6,436
,보성읍제2투,714,355,203,141,7,351,4,359
,보성읍제3투,1166,597,406,161,18,585,12,569
,보성읍제4투,267,122,83,30,7,120,2,145
,보성읍제5투,935,490,295,170,20,485,5,445
,보성읍제6투,514,273,185,76,8,269,4,241
벌교읍,소계,10257,6676,4304,2043,204,6551,125,3581
,관내사전투표,3030,3030,1908,995,89,2992,38,0
,벌교읍제1투,751,260,173,73,10,256,4,491
,벌교읍제2투,757,391,246,132,9,387,4,366
,벌교읍제3투,948,532,343,159,16,518,14,416
,벌교읍제4투,818,419,269,124,13,406,13,399
,벌교읍제5투,569,320,222,82,8,312,8,249
,벌교읍제6투,570,254,163,72,14,249,5,316
,벌교읍제7투,250,133,98,31,3,132,1,117
,벌교읍제8투,1743,887,539,297,32,868,19,856
,벌교읍제9투,551,310,226,61,8,295,15,241
,벌교읍제10투,270,140,117,17,2,136,4,130
노동면,소계,947,701,428,218,29,675,26,246
,관내사전투표,524,524,303,180,22,505,19,0
,노동면투표소,423,177,125,38,7,170,7,246
미력면,소계,1243,927,576,305,21,902,25,316
,관내사전투표,667,667,410,222,16,648,19,0
,미력면투표소,576,260,166,83,5,254,6,316
겸백면,소계,1001,725,487,186,28,701,24,276
,관내사전투표,457,457,304,120,14,438,19,0
,겸백면투표소,544,268,183,66,14,263,5,276
율어면,소계,984,683,421,214,17,652,31,301
,관내사전투표,423,423,254,140,10,404,19,0
,율어면투표소,561,260,167,74,7,248,12,301
복내면,소계,1406,1014,641,320,31,992,22,392
,관내사전투표,583,583,377,172,15,564,19,0
,복내면투표소,823,431,264,148,16,428,3,392
문덕면,소계,739,566,311,221,20,552,14,173
,관내사전투표,333,333,185,128,9,322,11,0
,문덕면투표소,406,233,126,93,11,230,3,173
조성면,소계,3314,2247,1489,636,63,2188,59,1067
,관내사전투표,1144,1144,737,344,31,1112,32,0
,조성면제1투,882,446,308,121,8,437,9,436
,조성면제2투,553,294,196,77,11,284,10,259
,조성면제3투,735,363,248,94,13,355,8,372
득량면,소계,3588,2447,1588,740,58,2386,61,1141
,관내사전투표,1185,1185,757,379,22,1158,27,0
,득량면제1투,718,336,213,104,11,328,8,382
,득량면제2투,1104,598,402,162,20,584,14,506
,득량면제3투,581,328,216,95,5,316,12,253
회천면,소계,2682,1779,1076,604,50,1730,49,903
,관내사전투표,881,881,549,283,21,853,28,0
,회천면제1투,555,210,121,75,9,205,5,345
,회천면제2투,620,340,206,113,13,332,8,280
,회천면제3투,626,348,200,133,7,340,8,278
웅치면,소계,999,762,458,252,23,733,29,237
,관내사전투표,428,428,266,135,11,412,16,0
,웅치면투표소,571,334,192,117,12,321,13,237
잘못 투입·구분된 투표지,,0,0,0,0,0,0,0,0
