읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당한병도,민생당조배숙,정의당권태홍,국가혁명배당금당최규석,기독자유통일당이은재,무소속배수연,계,무효투표수,기권수
합계,,124676,79688,56982,12302,5874,490,1301,1543,78492,1196,44988
거소·선상투표,,465,422,261,87,27,0,9,13,397,25,43
관외사전투표,,9288,9283,6473,1465,678,79,107,270,9072,211,5
국외부재자투표,,222,55,41,11,1,0,0,2,55,0,167
국외부재자투표(공관),,0,1,1,0,0,0,0,0,1,0,-1
낭산면,소계,2614,1591,1115,232,116,6,30,52,1551,40,1023
,관내사전투표,745,745,545,95,57,0,8,26,731,14,0
,낭산면투표소,1869,846,570,137,59,6,22,26,820,26,1023
여산면,소계,2983,1914,1343,353,96,18,36,30,1876,38,1069
,관내사전투표,1084,1084,793,182,60,8,8,12,1063,21,0
,여산면투표소,1899,830,550,171,36,10,28,18,813,17,1069
금마면,소계,4718,3082,2098,522,192,31,75,91,3009,73,1636
,관내사전투표,1772,1772,1212,273,120,21,37,65,1728,44,0
,금마면제1투,1894,795,540,144,47,7,27,16,781,14,1099
,금마면제2투,1052,515,346,105,25,3,11,10,500,15,537
왕궁면,소계,3721,2204,1526,468,75,20,45,23,2157,47,1517
,관내사전투표,810,810,591,163,32,2,5,6,799,11,0
,왕궁면제1투,1528,621,432,111,25,9,15,13,605,16,907
,왕궁면제2투,845,371,263,68,10,5,13,3,362,9,474
,왕궁면제3투,538,402,240,126,8,4,12,1,391,11,136
춘포면,소계,3674,2217,1601,335,131,18,46,44,2175,42,1457
,관내사전투표,682,682,501,91,45,2,13,16,668,14,0
,춘포면제1투,1030,484,345,82,32,4,7,8,478,6,546
,춘포면제2투,1004,521,365,91,25,6,11,14,512,9,483
,춘포면제3투,958,530,390,71,29,6,15,6,517,13,428
삼기면,소계,2407,1451,1037,227,89,12,21,37,1423,28,956
,관내사전투표,820,820,588,122,51,9,7,22,799,21,0
,삼기면투표소,1587,631,449,105,38,3,14,15,624,7,956
동산동,소계,16821,9503,7142,1309,634,40,124,148,9397,106,7318
,관내사전투표,4564,4563,3528,598,299,19,28,61,4533,30,1
,동산동제1투,1857,812,593,131,39,0,15,15,793,19,1045
,동산동제2투,1757,678,487,92,47,4,21,17,668,10,1079
,동산동제3투,2951,1169,851,183,70,6,23,21,1154,15,1782
,동산동제4투,2039,880,643,131,71,3,14,11,873,7,1159
,동산동제5투,1581,524,390,66,38,4,5,9,512,12,1057
,동산동제6투,2072,877,650,108,70,4,18,14,864,13,1195
영등1동,소계,18223,11512,8175,1804,955,61,212,181,11388,124,6711
,관내사전투표,5232,5231,3878,763,427,9,50,65,5192,39,1
,영등1동제1투,1845,848,530,167,76,4,34,23,834,14,997
,영등1동제2투,1799,846,590,129,69,8,17,14,827,19,953
,영등1동제3투,2290,1101,736,188,88,14,31,27,1084,17,1189
,영등1동제4투,1730,802,558,131,61,9,18,13,790,12,928
,영등1동제5투,1364,646,458,90,62,4,17,10,641,5,718
,영등1동제6투,1825,897,630,157,72,6,14,10,889,8,928
,영등1동제7투,2138,1141,795,179,100,7,31,19,1131,10,997
영등2동,소계,11458,7658,5620,1018,662,31,99,158,7588,70,3800
,관내사전투표,4061,4061,3077,500,346,15,28,66,4032,29,0
,영등2동제1투,2822,1399,988,192,137,7,23,38,1385,14,1423
,영등2동제2투,2020,999,707,145,85,1,23,30,991,8,1021
,영등2동제3투,2555,1199,848,181,94,8,25,24,1180,19,1356
어양동,소계,18927,11471,8106,1846,917,58,212,214,11353,118,7456
,관내사전투표,5460,5460,3985,824,427,22,56,99,5413,47,0
,어양동제1투,2231,847,579,139,63,7,32,17,837,10,1384
,어양동제2투,2275,878,610,144,49,4,38,20,865,13,1397
,어양동제3투,2335,1079,701,217,96,5,29,18,1066,13,1256
,어양동제4투,2803,1320,891,229,113,11,28,29,1301,19,1483
,어양동제5투,1939,974,720,126,78,9,13,14,960,14,965
,어양동제6투,1884,913,620,167,91,0,16,17,911,2,971
팔봉동,소계,5438,3204,2271,487,198,21,67,61,3105,99,2234
,관내사전투표,1770,1770,1303,255,109,8,23,26,1724,46,0
,팔봉동제1투,2700,1018,677,163,71,13,29,19,972,46,1682
,팔봉동제2투,968,416,291,69,18,0,15,16,409,7,552
삼성동,소계,23717,14115,10169,2137,1102,95,218,219,13940,175,9602
,관내사전투표,5703,5701,4240,817,449,32,41,71,5650,51,2
,삼성동제1투,2194,1060,741,167,103,8,10,22,1051,9,1134
,삼성동제2투,1958,839,595,108,46,12,28,15,804,35,1119
,삼성동제3투,2610,1072,722,193,80,13,32,20,1060,12,1538
,삼성동제4투,2511,1275,934,172,105,11,30,14,1266,9,1236
,삼성동제5투,2779,1195,861,184,76,8,21,20,1170,25,1584
,삼성동제6투,2249,1141,784,189,103,4,19,29,1128,13,1108
,삼성동제7투,913,487,350,82,26,1,12,7,478,9,426
,삼성동제8투,2800,1345,942,225,114,6,25,21,1333,12,1455
잘못 투입·구분된 투표지,,0,5,3,1,1,0,0,0,5,0,-5
