읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당서삼석,미래통합당이인호,민생당이윤석,계,무효투표수,기권수
합계,,67280,44668,32786,1441,9469,43696,972,22612
거소·선상투표,,687,639,346,58,117,521,118,48
관외사전투표,,6273,6265,4848,256,1032,6136,129,8
국외부재자투표,,98,18,14,3,0,17,1,80
국외부재자투표(공관),,0,4,4,0,0,4,0,-4
무안읍,소계,8731,5653,4253,191,1109,5553,100,3078
,관내사전투표,3112,3111,2375,95,582,3052,59,1
,무안읍제1투,1808,801,590,23,171,784,17,1007
,무안읍제2투,2175,952,703,38,197,938,14,1223
,무안읍제3투,420,251,206,11,32,249,2,169
,무안읍제4투,1216,538,379,24,127,530,8,678
일로읍,소계,5798,3864,2350,88,1344,3782,82,1934
,관내사전투표,1958,1957,1231,42,653,1926,31,1
,일로읍제1투,612,282,149,9,120,278,4,330
,일로읍제2투,511,278,161,10,99,270,8,233
,일로읍제3투,1090,492,288,5,189,482,10,598
,일로읍제4투,323,186,116,3,59,178,8,137
,일로읍제5투,809,429,276,11,128,415,14,380
,일로읍제6투,495,240,129,8,96,233,7,255
삼향읍,소계,24617,14705,10989,469,3069,14527,178,9912
,관내사전투표,5558,5558,4435,121,954,5510,48,0
,삼향읍제1투,598,296,208,7,74,289,7,302
,삼향읍제2투,1018,589,303,21,246,570,19,429
,삼향읍제3투,1150,555,377,11,161,549,6,595
,삼향읍제4투,746,379,282,16,69,367,12,367
,삼향읍제5투,2726,1138,838,48,243,1129,9,1588
,삼향읍제6투,1875,915,697,25,180,902,13,960
,삼향읍제7투,3017,1338,974,56,287,1317,21,1679
,삼향읍제8투,2222,1085,783,43,245,1071,14,1137
,삼향읍제9투,2543,1311,948,48,303,1299,12,1232
,삼향읍제10투,3164,1541,1144,73,307,1524,17,1623
몽탄면,소계,2648,1814,1320,32,406,1758,56,834
,관내사전투표,939,939,710,12,194,916,23,0
,몽탄면제1투,558,271,189,8,64,261,10,287
,몽탄면제2투,317,149,107,1,37,145,4,168
,몽탄면제3투,432,205,149,6,37,192,13,227
,몽탄면제4투,402,250,165,5,74,244,6,152
청계면,소계,5459,3505,2467,126,817,3410,95,1954
,관내사전투표,1746,1745,1263,52,377,1692,53,1
,청계면제1투,540,251,172,8,61,241,10,289
,청계면제2투,1163,462,297,26,132,455,7,701
,청계면제3투,672,346,226,17,97,340,6,326
,청계면제4투,595,348,261,11,67,339,9,247
,청계면제5투,743,353,248,12,83,343,10,390
현경면,소계,4072,2587,2109,72,349,2530,57,1485
,관내사전투표,1044,1044,875,20,131,1026,18,0
,현경면제1투,300,180,153,5,17,175,5,120
,현경면제2투,893,381,308,20,49,377,4,512
,현경면제3투,603,320,249,9,52,310,10,283
,현경면제4투,642,356,268,9,63,340,16,286
,현경면제5투,590,306,256,9,37,302,4,284
망운면,소계,1807,1156,854,25,252,1131,25,651
,관내사전투표,566,566,431,11,114,556,10,0
,망운면제1투,877,385,277,9,95,381,4,492
,망운면제2투,364,205,146,5,43,194,11,159
해제면,소계,4520,2860,2114,70,585,2769,91,1660
,관내사전투표,1644,1644,1235,28,329,1592,52,0
,해제면제1투,751,304,217,17,54,288,16,447
,해제면제2투,938,388,264,12,105,381,7,550
,해제면제3투,512,243,203,4,31,238,5,269
,해제면제4투,675,281,195,9,66,270,11,394
운남면,소계,2570,1596,1116,51,389,1556,40,974
,관내사전투표,773,773,540,25,187,752,21,0
,운남면제1투,551,266,186,11,62,259,7,285
,운남면제2투,914,391,275,14,94,383,8,523
,운남면제3투,332,166,115,1,46,162,4,166
잘못 투입·구분된 투표지,,0,2,2,0,0,2,0,-2
