읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당윤재갑,민생당윤영일,국가혁명배당금당강상범,계,무효투표수,기권수
합계,,61477,41324,25440,14429,588,40457,867,20153
거소·선상투표,,397,359,185,122,16,323,36,38
관외사전투표,,3480,3475,2480,874,51,3405,70,5
국외부재자투표,,63,12,11,1,0,12,0,51
국외부재자투표(공관),,0,1,1,0,0,1,0,-1
해남읍,소계,18366,11621,6666,4691,103,11460,161,6745
,관내사전투표,5042,5042,3046,1900,41,4987,55,0
,해남읍제1투,1119,541,295,228,5,528,13,578
,해남읍제2투,884,424,248,169,4,421,3,460
,해남읍제3투,1423,677,387,273,8,668,9,746
,해남읍제4투,2864,1435,764,640,10,1414,21,1429
,해남읍제5투,889,431,233,187,5,425,6,458
,해남읍제6투,1141,596,332,251,4,587,9,545
,해남읍제7투,1264,643,373,252,10,635,8,621
,해남읍제8투,2919,1347,716,599,11,1326,21,1572
,해남읍제9투,821,485,272,192,5,469,16,336
삼산면,소계,2768,1934,1156,718,18,1892,42,834
,관내사전투표,1053,1053,678,355,3,1036,17,0
,삼산면제1투,1043,537,281,232,7,520,17,506
,삼산면제2투,672,344,197,131,8,336,8,328
화산면,소계,2970,1944,1067,806,29,1902,42,1026
,관내사전투표,937,937,510,402,12,924,13,0
,화산면제1투,745,349,195,130,10,335,14,396
,화산면제2투,611,319,162,147,2,311,8,292
,화산면제3투,677,339,200,127,5,332,7,338
현산면,소계,2610,1804,1065,670,25,1760,44,806
,관내사전투표,732,732,407,307,7,721,11,0
,현산면제1투,628,324,181,127,4,312,12,304
,현산면제2투,509,302,212,75,8,295,7,207
,현산면제3투,741,446,265,161,6,432,14,295
송지면,소계,5421,3496,2074,1297,44,3415,81,1925
,관내사전투표,1425,1425,867,517,11,1395,30,0
,송지면제1투,1389,669,369,272,12,653,16,720
,송지면제2투,808,402,222,159,11,392,10,406
,송지면제3투,967,508,315,178,4,497,11,459
,송지면제4투,832,492,301,171,6,478,14,340
북평면,소계,2521,1801,1150,572,27,1749,52,720
,관내사전투표,856,856,560,267,6,833,23,0
,북평면제1투,1018,528,314,181,12,507,21,490
,북평면제2투,647,417,276,124,9,409,8,230
북일면,소계,1820,1294,871,365,23,1259,35,526
,관내사전투표,690,690,465,202,7,674,16,0
,북일면제1투,694,364,227,117,10,354,10,330
,북일면제2투,436,240,179,46,6,231,9,196
옥천면,소계,2876,2045,1324,654,29,2007,38,831
,관내사전투표,1232,1232,803,397,15,1215,17,0
,옥천면제1투,980,453,291,136,9,436,17,527
,옥천면제2투,664,360,230,121,5,356,4,304
계곡면,소계,1910,1343,791,495,17,1303,40,567
,관내사전투표,765,765,461,272,6,739,26,0
,계곡면제1투,585,265,148,111,5,264,1,320
,계곡면제2투,560,313,182,112,6,300,13,247
마산면,소계,2163,1415,930,422,31,1383,32,748
,관내사전투표,662,662,420,216,14,650,12,0
,마산면제1투,776,365,263,89,4,356,9,411
,마산면제2투,725,388,247,117,13,377,11,337
황산면,소계,4321,2679,1735,839,51,2625,54,1642
,관내사전투표,1060,1060,728,301,17,1046,14,0
,황산면제1투,1105,465,290,158,7,455,10,640
,황산면제2투,784,389,227,137,13,377,12,395
,황산면제3투,583,354,241,96,8,345,9,229
,황산면제4투,789,411,249,147,6,402,9,378
산이면,소계,3116,1853,1220,545,37,1802,51,1263
,관내사전투표,735,734,491,207,19,717,17,1
,산이면제1투,815,353,231,100,10,341,12,462
,산이면제2투,662,381,226,137,5,368,13,281
,산이면제3투,904,385,272,101,3,376,9,519
문내면,소계,3532,2282,1415,777,42,2234,48,1250
,관내사전투표,1062,1062,680,352,12,1044,18,0
,문내면제1투,1239,590,375,189,15,579,11,649
,문내면제2투,567,268,122,130,4,256,12,299
,문내면제3투,664,362,238,106,11,355,7,302
화원면,소계,3143,1964,1298,581,45,1924,40,1179
,관내사전투표,1097,1097,731,319,25,1075,22,0
,화원면제1투,892,361,220,127,8,355,6,531
,화원면제2투,523,271,174,84,7,265,6,252
,화원면제3투,631,235,173,51,5,229,6,396
잘못 투입·구분된 투표지,,0,2,1,0,0,1,1,-2
