읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당이개호,민생당김연관,우리공화당김천식,국가혁명배당금당임태헌,무소속김선우,계,무효투표수,기권수
합계,,39878,26662,22582,949,283,191,2081,26086,576,13216
거소·선상투표,,114,106,91,5,1,1,4,102,4,8
관외사전투표,,3736,3729,3084,175,48,40,289,3636,93,7
국외부재자투표,,76,17,17,0,0,0,0,17,0,59
국외부재자투표(공관),,0,0,0,0,0,0,0,0,0,0
장성읍,소계,10838,6756,5798,272,44,34,500,6648,108,4082
,관내사전투표,3601,3601,3119,139,19,18,256,3551,50,0
,장성읍제1투,1761,727,605,38,10,5,51,709,18,1034
,장성읍제2투,1628,709,601,23,5,4,63,696,13,919
,장성읍제3투,2085,853,724,38,7,3,71,843,10,1232
,장성읍제4투,1763,866,749,34,3,4,59,849,17,897
진원면,소계,2729,1862,1700,54,11,9,65,1839,23,867
,관내사전투표,901,900,836,19,1,7,32,895,5,1
,진원면제1투,1122,557,495,23,8,2,19,547,10,565
,진원면제2투,706,405,369,12,2,0,14,397,8,301
남면,소계,3046,1888,1658,46,18,10,92,1824,64,1158
,관내사전투표,1001,1001,878,21,12,2,52,965,36,0
,남면제1투,914,382,336,5,1,4,20,366,16,532
,남면제2투,1131,505,444,20,5,4,20,493,12,626
동화면,소계,1740,1169,1000,49,14,6,77,1146,23,571
,관내사전투표,575,575,509,13,6,3,35,566,9,0
,동화면제1투,808,380,306,25,6,3,33,373,7,428
,동화면제2투,357,214,185,11,2,0,9,207,7,143
삼서면,소계,2731,1657,1299,54,18,14,234,1619,38,1074
,관내사전투표,939,938,736,36,13,5,131,921,17,1
,삼서면투표소,1792,719,563,18,5,9,103,698,21,1073
삼계면,소계,4593,2916,2237,88,50,29,428,2832,84,1677
,관내사전투표,1633,1633,1266,36,27,16,251,1596,37,0
,삼계면제1투,1210,554,430,19,10,5,78,542,12,656
,삼계면제2투,1200,480,332,23,9,4,86,454,26,720
,삼계면제3투,550,249,209,10,4,4,13,240,9,301
황룡면,소계,3370,2012,1736,64,30,16,138,1984,28,1358
,관내사전투표,995,995,876,30,17,4,57,984,11,0
,황룡면제1투,831,356,312,10,4,7,18,351,5,475
,황룡면제2투,1544,661,548,24,9,5,63,649,12,883
서삼면,소계,1259,802,686,20,10,6,64,786,16,457
,관내사전투표,437,437,371,11,6,5,35,428,9,0
,서삼면투표소,822,365,315,9,4,1,29,358,7,457
북일면,소계,1221,853,752,25,11,4,40,832,21,368
,관내사전투표,510,510,449,15,5,3,25,497,13,0
,북일면투표소,711,343,303,10,6,1,15,335,8,368
북이면,소계,2563,1719,1493,62,15,13,92,1675,44,844
,관내사전투표,1134,1134,995,41,9,10,53,1108,26,0
,북이면제1투,690,305,257,12,1,3,19,292,13,385
,북이면제2투,739,280,241,9,5,0,20,275,5,459
북하면,소계,1862,1174,1030,34,13,9,58,1144,30,688
,관내사전투표,778,778,700,22,5,5,28,760,18,0
,북하면투표소,1084,396,330,12,8,4,30,384,12,688
잘못 투입·구분된 투표지,,0,2,1,1,0,0,0,2,0,-2
