읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당서삼석,미래통합당이인호,민생당이윤석,계,무효투표수,기권수
합계,,36717,24580,18748,799,4419,23966,614,12137
거소·선상투표,,236,224,150,13,53,216,8,12
관외사전투표,,4423,4422,3475,197,688,4360,62,1
국외부재자투표,,47,10,9,1,0,10,0,37
국외부재자투표(공관),,0,0,0,0,0,0,0,0
지도읍,소계,3887,2386,1800,77,454,2331,55,1501
,관내사전투표,1056,1056,815,30,187,1032,24,0
,지도읍제1투,1516,660,489,24,136,649,11,856
,지도읍제2투,93,52,42,3,7,52,0,41
,지도읍제3투,511,268,207,4,49,260,8,243
,지도읍제4투,522,220,158,12,44,214,6,302
,지도읍제5투,189,130,89,4,31,124,6,59
증도면,소계,1546,981,696,15,249,960,21,565
,관내사전투표,305,305,227,6,65,298,7,0
,증도면제1투,452,201,124,8,66,198,3,251
,증도면제2투,529,305,221,1,76,298,7,224
,증도면제3투,260,170,124,0,42,166,4,90
임자면,소계,2530,1456,1123,40,251,1414,42,1074
,관내사전투표,703,703,547,6,126,679,24,0
,임자면제1투,1168,457,333,31,82,446,11,711
,임자면제2투,290,146,119,1,23,143,3,144
,임자면제3투,95,40,36,0,3,39,1,55
,임자면제4투,274,110,88,2,17,107,3,164
자은면,소계,1917,1214,960,41,191,1192,22,703
,관내사전투표,601,601,496,16,77,589,12,0
,자은면제1투,922,381,273,19,80,372,9,541
,자은면제2투,394,232,191,6,34,231,1,162
비금면,소계,2851,1816,1383,42,335,1760,56,1035
,관내사전투표,641,641,516,9,110,635,6,0
,비금면제1투,969,493,362,15,94,471,22,476
,비금면제2투,562,315,234,4,66,304,11,247
,비금면제3투,575,293,214,12,54,280,13,282
,비금면제4투,104,74,57,2,11,70,4,30
도초면,소계,2160,1412,1076,38,249,1363,49,748
,관내사전투표,658,658,517,12,108,637,21,0
,도초면제1투,897,433,317,17,81,415,18,464
,도초면제2투,461,246,185,5,49,239,7,215
,도초면제3투,144,75,57,4,11,72,3,69
흑산면,소계,2845,1616,1287,51,237,1575,41,1229
,관내사전투표,534,534,432,11,80,523,11,0
,흑산면제1투,873,284,211,11,51,273,11,589
,흑산면제2투,156,93,60,3,26,89,4,63
,흑산면제3투,215,109,93,5,10,108,1,106
,흑산면제4투,150,82,69,4,6,79,3,68
,흑산면제5투,342,190,162,5,17,184,6,152
,흑산면제6투,141,68,54,0,12,66,2,73
,흑산면제7투,340,195,160,11,23,194,1,145
,흑산면제8투,33,20,12,1,7,20,0,13
,흑산면제9투,61,41,34,0,5,39,2,20
하의면,소계,1357,867,701,23,126,850,17,490
,관내사전투표,311,311,257,8,39,304,7,0
,하의면제1투,513,259,213,10,32,255,4,254
,하의면제2투,441,234,175,5,48,228,6,207
,하의면제3투,92,63,56,0,7,63,0,29
신의면,소계,1206,755,609,22,99,730,25,451
,관내사전투표,295,295,244,8,34,286,9,0
,신의면투표소,911,460,365,14,65,444,16,451
장산면,소계,1280,845,588,35,186,809,36,435
,관내사전투표,290,290,221,11,51,283,7,0
,장산면제1투,578,330,210,8,95,313,17,248
,장산면제2투,412,225,157,16,40,213,12,187
안좌면,소계,2476,1514,1041,52,377,1470,44,962
,관내사전투표,483,483,356,16,102,474,9,0
,안좌면제1투,864,403,272,16,104,392,11,461
,안좌면제2투,213,134,102,4,22,128,6,79
,안좌면제3투,551,296,184,13,87,284,12,255
,안좌면제4투,365,198,127,3,62,192,6,167
팔금면,소계,853,590,415,12,151,578,12,263
,관내사전투표,326,325,237,8,73,318,7,1
,팔금면투표소,527,265,178,4,78,260,5,262
암태면,소계,1695,1142,835,27,239,1101,41,553
,관내사전투표,581,581,438,17,105,560,21,0
,암태면제1투,729,328,202,9,101,312,16,401
,암태면제2투,239,136,112,1,20,133,3,103
,암태면제3투,146,97,83,0,13,96,1,49
압해읍,소계,5408,3329,2599,113,534,3246,83,2079
,관내사전투표,1460,1459,1187,43,195,1425,34,1
,압해읍제1투,977,397,318,11,60,389,8,580
,압해읍제2투,624,292,205,12,67,284,8,332
,압해읍제3투,936,426,291,21,101,413,13,510
,압해읍제4투,1033,513,400,15,84,499,14,520
,압해읍제5투,174,123,102,6,12,120,3,51
,압해읍제6투,204,119,96,5,15,116,3,85
잘못 투입·구분된 투표지,,0,1,1,0,0,1,0,-1
