읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당이개호,민생당김연관,우리공화당김천식,국가혁명배당금당임태헌,무소속김선우,계,무효투표수,기권수
합계,,29567,22495,15003,1268,226,176,4900,21573,922,7072
거소·선상투표,,122,118,76,9,2,2,20,109,9,4
관외사전투표,,2689,2688,2096,130,21,28,360,2635,53,1
국외부재자투표,,43,11,11,0,0,0,0,11,0,32
국외부재자투표(공관),,0,0,0,0,0,0,0,0,0,0
함평읍,소계,6952,5203,3009,256,55,33,1621,4974,229,1749
,관내사전투표,2797,2797,1613,137,22,19,854,2645,152,0
,함평읍제1투,868,524,287,28,6,3,187,511,13,344
,함평읍제2투,778,397,251,22,6,5,94,378,19,381
,함평읍제3투,409,246,166,6,4,0,61,237,9,163
,함평읍제4투,1422,830,450,38,8,5,309,810,20,592
,함평읍제5투,678,409,242,25,9,1,116,393,16,269
손불면,소계,2849,2107,1353,188,20,21,410,1992,115,742
,관내사전투표,1180,1179,732,119,8,15,224,1098,81,1
,손불면제1투,1034,566,383,36,8,4,120,551,15,468
,손불면제2투,635,362,238,33,4,2,66,343,19,273
신광면,소계,1578,1189,791,59,11,8,270,1139,50,389
,관내사전투표,619,619,431,23,5,3,127,589,30,0
,신광면제1투,678,383,243,20,5,4,98,370,13,295
,신광면제2투,281,187,117,16,1,1,45,180,7,94
학교면,소계,3176,2255,1557,128,23,20,431,2159,96,921
,관내사전투표,1309,1307,910,71,11,10,245,1247,60,2
,학교면제1투,516,242,157,20,2,2,46,227,15,274
,학교면제2투,279,163,118,6,2,1,31,158,5,116
,학교면제3투,172,98,74,8,1,2,6,91,7,74
,학교면제4투,900,445,298,23,7,5,103,436,9,455
엄다면,소계,1631,1259,901,75,15,11,195,1197,62,372
,관내사전투표,837,837,608,47,7,5,116,783,54,0
,엄다면투표소,794,422,293,28,8,6,79,414,8,372
대동면,소계,2667,2018,1258,120,20,14,533,1945,73,649
,관내사전투표,1155,1155,736,62,10,9,295,1112,43,0
,대동면제1투,978,551,336,27,5,4,158,530,21,427
,대동면제2투,534,312,186,31,5,1,80,303,9,222
나산면,소계,2419,1778,1213,116,28,16,317,1690,88,641
,관내사전투표,1064,1063,726,74,15,9,191,1015,48,1
,나산면제1투,1019,513,345,32,12,6,87,482,31,506
,나산면제2투,336,202,142,10,1,1,39,193,9,134
해보면,소계,2394,1721,1202,112,16,8,332,1670,51,673
,관내사전투표,1071,1069,751,71,7,7,199,1035,34,2
,해보면제1투,599,274,193,19,2,0,57,271,3,325
,해보면제2투,724,378,258,22,7,1,76,364,14,346
월야면,소계,3047,2142,1534,73,15,15,409,2046,96,905
,관내사전투표,1055,1055,762,28,5,7,200,1002,53,0
,월야면제1투,900,454,317,17,5,3,95,437,17,446
,월야면제2투,354,218,147,10,2,2,49,210,8,136
,월야면제3투,738,415,308,18,3,3,65,397,18,323
잘못 투입·구분된 투표지,,0,6,2,2,0,0,2,6,0,-6
