읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당김회재,미래통합당임동하,정의당김진수,무소속권세도,계,무효투표수,기권수
합계,,120540,78442,55273,2868,3774,15302,77217,1225,42098
거소·선상투표,,321,299,189,16,18,67,290,9,22
관외사전투표,,8769,8763,6240,417,443,1499,8599,164,6
국외부재자투표,,182,39,26,7,2,2,37,2,143
국외부재자투표(공관),,0,1,1,0,0,0,1,0,-1
소라면,소계,15465,9442,6652,241,455,1946,9294,148,6023
,관내사전투표,3497,3496,2618,61,158,612,3449,47,1
,소라면제1투,1309,588,390,16,27,141,574,14,721
,소라면제2투,906,425,302,11,20,84,417,8,481
,소라면제3투,1088,515,355,13,27,97,492,23,573
,소라면제4투,856,420,285,26,13,82,406,14,436
,소라면제5투,4168,1956,1321,63,98,447,1929,27,2212
,소라면제6투,3641,2042,1381,51,112,483,2027,15,1599
율촌면,소계,5281,3269,2732,111,93,258,3194,75,2012
,관내사전투표,1585,1585,1319,46,49,135,1549,36,0
,율촌면제1투,2092,845,696,38,27,64,825,20,1247
,율촌면제2투,692,366,325,11,4,18,358,8,326
,율촌면제3투,721,347,297,13,11,17,338,9,374
,율촌면제4투,191,126,95,3,2,24,124,2,65
화양면,소계,5755,3421,2370,104,121,715,3310,111,2334
,관내사전투표,1503,1503,1031,29,59,341,1460,43,0
,화양면제1투,1191,536,367,13,23,113,516,20,655
,화양면제2투,941,437,307,21,14,83,425,12,504
,화양면제3투,1091,517,337,33,18,105,493,24,574
,화양면제4투,1029,428,328,8,7,73,416,12,601
화정면,소계,1815,1241,903,44,22,217,1186,55,574
,관내사전투표,192,192,146,7,6,29,188,4,0
,화정면제1투,139,71,56,6,0,7,69,2,68
,화정면제2투,523,330,245,5,7,53,310,20,193
,화정면제3투,197,105,64,6,2,24,96,9,92
,화정면제4투,57,45,26,5,1,12,44,1,12
,화정면제5투,218,174,131,7,4,23,165,9,44
,화정면제6투,17,13,11,0,0,0,11,2,4
,화정면제7투,94,68,47,3,2,13,65,3,26
,화정면제8투,187,122,81,0,0,38,119,3,65
,화정면제9투,83,54,40,3,0,10,53,1,29
,화정면제10투,36,20,17,0,0,3,20,0,16
,화정면제11투,35,23,17,1,0,4,22,1,12
,화정면제12투,37,24,22,1,0,1,24,0,13
둔덕동,소계,8192,5271,3829,198,260,926,5213,58,2921
,관내사전투표,2410,2410,1853,56,101,381,2391,19,0
,둔덕동제1투,1360,545,378,24,28,106,536,9,815
,둔덕동제2투,2736,1386,955,73,63,284,1375,11,1350
,둔덕동제3투,1686,930,643,45,68,155,911,19,756
쌍봉동,소계,25843,16814,11447,677,886,3579,16589,225,9029
,관내사전투표,6429,6427,4659,183,292,1222,6356,71,2
,쌍봉동제1투,1652,727,466,39,40,172,717,10,925
,쌍봉동제2투,2155,924,598,45,36,231,910,14,1231
,쌍봉동제3투,2654,1378,908,54,71,319,1352,26,1276
,쌍봉동제4투,2262,1330,863,88,87,273,1311,19,932
,쌍봉동제5투,2908,1581,1012,57,109,374,1552,29,1327
,쌍봉동제6투,2045,1082,710,45,57,253,1065,17,963
,쌍봉동제7투,2899,1600,1044,87,82,367,1580,20,1299
,쌍봉동제8투,2839,1765,1187,79,112,368,1746,19,1074
시전동,소계,25372,15895,10970,565,803,3387,15725,170,9477
,관내사전투표,5460,5458,4048,136,227,997,5408,50,2
,시전동제1투,2077,883,607,31,27,202,867,16,1194
,시전동제2투,2589,1487,1017,55,94,305,1471,16,1102
,시전동제3투,1694,801,523,39,58,165,785,16,893
,시전동제4투,1635,733,483,34,35,167,719,14,902
,시전동제5투,1437,758,496,29,41,183,749,9,679
,시전동제6투,2122,1027,677,57,46,234,1014,13,1095
,시전동제7투,3667,1872,1229,62,111,453,1855,17,1795
,시전동제8투,1516,935,624,54,38,210,926,9,581
,시전동제9투,3175,1941,1266,68,126,471,1931,10,1234
여천동,소계,17633,10279,7262,369,478,2006,10115,164,7354
,관내사전투표,3758,3757,2794,96,166,656,3712,45,1
,여천동제1투,1552,791,540,41,36,160,777,14,761
,여천동제2투,2888,1502,1063,59,85,276,1483,19,1386
,여천동제3투,2970,1164,778,42,45,276,1141,23,1806
,여천동제4투,3768,1676,1164,64,82,336,1646,30,2092
,여천동제5투,2697,1389,923,67,64,302,1356,33,1308
주삼동,소계,5912,3705,2650,119,193,699,3661,44,2207
,관내사전투표,1599,1599,1161,40,79,303,1583,16,0
,주삼동제1투,702,306,203,12,11,72,298,8,396
,주삼동제2투,1494,790,573,24,46,137,780,10,704
,주삼동제3투,2117,1010,713,43,57,187,1000,10,1107
잘못 투입·구분된 투표지,,0,3,2,0,0,1,3,0,-3
