읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당신정훈,민중당안주용,국가혁명배당금당조만진,계,무효투표수,기권수
합계,,54477,36078,29629,4891,598,35118,960,18399
거소·선상투표,,111,105,83,11,5,99,6,6
관외사전투표,,4215,4210,3577,427,91,4095,115,5
국외부재자투표,,59,20,18,2,0,20,0,39
국외부재자투표(공관),,0,0,0,0,0,0,0,0
화순읍,소계,30081,18586,15002,2931,244,18177,409,11495
,관내사전투표,7041,7040,5869,990,57,6916,124,1
,화순읍제1투,1645,937,737,165,17,919,18,708
,화순읍제2투,1894,964,749,174,19,942,22,930
,화순읍제3투,2489,1141,891,203,18,1112,29,1348
,화순읍제4투,2418,1196,936,229,12,1177,19,1222
,화순읍제5투,1196,668,500,139,11,650,18,528
,화순읍제6투,719,343,271,56,7,334,9,376
,화순읍제7투,539,309,268,26,3,297,12,230
,화순읍제8투,2276,1205,994,150,20,1164,41,1071
,화순읍제9투,1722,793,621,122,16,759,34,929
,화순읍제10투,2501,1046,803,196,18,1017,29,1455
,화순읍제11투,1819,912,750,127,14,891,21,907
,화순읍제12투,1147,585,465,97,13,575,10,562
,화순읍제13투,2675,1447,1148,257,19,1424,23,1228
한천면,소계,1123,737,617,79,23,719,18,386
,관내사전투표,276,276,234,28,9,271,5,0
,한천면제1투,532,258,209,29,10,248,10,274
,한천면제2투,315,203,174,22,4,200,3,112
춘양면,소계,1579,1030,849,128,18,995,35,549
,관내사전투표,615,615,521,71,7,599,16,0
,춘양면투표소,964,415,328,57,11,396,19,549
청풍면,소계,855,581,494,49,15,558,23,274
,관내사전투표,325,325,276,29,7,312,13,0
,청풍면투표소,530,256,218,20,8,246,10,274
이양면,소계,1573,1041,889,98,21,1008,33,532
,관내사전투표,650,650,566,62,6,634,16,0
,이양면투표소,923,391,323,36,15,374,17,532
능주면,소계,2896,1988,1653,244,23,1920,68,908
,관내사전투표,1085,1085,914,128,16,1058,27,0
,능주면제1투,1091,504,405,70,5,480,24,587
,능주면제2투,720,399,334,46,2,382,17,321
도곡면,소계,2419,1603,1332,192,19,1543,60,816
,관내사전투표,807,807,670,99,7,776,31,0
,도곡면제1투,746,331,273,41,4,318,13,415
,도곡면제2투,866,465,389,52,8,449,16,401
도암면,소계,1245,819,672,101,21,794,25,426
,관내사전투표,470,470,394,53,11,458,12,0
,도암면투표소,775,349,278,48,10,336,13,426
이서면,소계,777,532,450,63,8,521,11,245
,관내사전투표,239,239,203,29,1,233,6,0
,이서면투표소,538,293,247,34,7,288,5,245
동복면,소계,1407,951,791,99,22,912,39,456
,관내사전투표,509,509,434,49,9,492,17,0
,동복면투표소,898,442,357,50,13,420,22,456
동면,소계,2922,1779,1445,235,38,1718,61,1143
,관내사전투표,924,924,799,98,11,908,16,0
,동면제1투,1341,544,422,73,17,512,32,797
,동면제2투,657,311,224,64,10,298,13,346
백아면,소계,1286,852,734,74,24,832,20,434
,관내사전투표,478,478,425,29,13,467,11,0
,백아면투표소,808,374,309,45,11,365,9,434
사평면,소계,1929,1244,1023,158,26,1207,37,685
,관내사전투표,755,755,637,90,10,737,18,0
,사평면투표소,1174,489,386,68,16,470,19,685
잘못 투입·구분된 투표지,,0,0,0,0,0,0,0,0
