읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당윤재갑,민생당윤영일,국가혁명배당금당강상범,계,무효투표수,기권수
합계,,44311,30967,22485,7326,413,30224,743,13344
거소·선상투표,,795,750,536,169,15,720,30,45
관외사전투표,,2386,2381,1850,419,46,2315,66,5
국외부재자투표,,41,14,13,0,0,13,1,27
국외부재자투표(공관),,0,0,0,0,0,0,0,0
완도읍,소계,14668,9230,6460,2520,103,9083,147,5438
,관내사전투표,4112,4109,3012,1004,40,4056,53,3
,완도읍제1투,2833,1253,832,386,16,1234,19,1580
,완도읍제2투,2104,1067,727,303,14,1044,23,1037
,완도읍제3투,1092,561,359,187,10,556,5,531
,완도읍제4투,2595,1216,775,410,11,1196,20,1379
,완도읍제5투,1009,542,399,124,6,529,13,467
,완도읍제6투,923,482,356,106,6,468,14,441
금일읍,소계,3058,2058,1633,326,19,1978,80,1000
,관내사전투표,769,769,606,137,4,747,22,0
,금일읍제1투,493,218,179,31,0,210,8,275
,금일읍제2투,794,477,367,86,5,458,19,317
,금일읍제3투,1002,594,481,72,10,563,31,408
노화읍,소계,4243,2859,2161,577,38,2776,83,1384
,관내사전투표,1245,1245,950,253,13,1216,29,0
,노화읍제1투,1556,751,541,179,11,731,20,805
,노화읍제2투,835,465,358,72,10,440,25,370
,노화읍제3투,607,398,312,73,4,389,9,209
군외면,소계,2824,1958,1321,567,21,1909,49,866
,관내사전투표,1005,1005,669,308,9,986,19,0
,군외면제1투,1005,473,315,135,5,455,18,532
,군외면제2투,814,480,337,124,7,468,12,334
신지면,소계,3020,2077,1521,476,33,2030,47,943
,관내사전투표,1180,1180,879,259,20,1158,22,0
,신지면제1투,910,430,301,107,11,419,11,480
,신지면제2투,930,467,341,110,2,453,14,463
고금면,소계,3676,2595,2104,388,42,2534,61,1081
,관내사전투표,1377,1377,1140,195,16,1351,26,0
,고금면제1투,1355,655,518,108,12,638,17,700
,고금면제2투,438,263,208,42,5,255,8,175
,고금면제3투,506,300,238,43,9,290,10,206
약산면,소계,2050,1519,1101,360,24,1485,34,531
,관내사전투표,758,758,563,171,7,741,17,0
,약산면제1투,790,415,289,105,12,406,9,375
,약산면제2투,502,346,249,84,5,338,8,156
청산면,소계,1887,1395,862,461,27,1350,45,492
,관내사전투표,629,629,382,215,11,608,21,0
,청산면제1투,805,452,267,165,8,440,12,353
,청산면제2투,298,213,144,54,6,204,9,85
,청산면제3투,155,101,69,27,2,98,3,54
소안면,소계,2039,1473,1101,324,21,1446,27,566
,관내사전투표,736,736,577,133,11,721,15,0
,소안면제1투,760,376,261,103,5,369,7,384
,소안면제2투,543,361,263,88,5,356,5,182
금당면,소계,850,659,410,218,9,637,22,191
,관내사전투표,411,411,276,120,3,399,12,0
,금당면투표소,439,248,134,98,6,238,10,191
보길면,소계,2133,1526,1101,378,9,1488,38,607
,관내사전투표,693,693,526,155,4,685,8,0
,보길면제1투,706,404,280,111,2,393,11,302
,보길면제2투,734,429,295,112,3,410,19,305
생일면,소계,641,472,311,143,6,460,12,169
,관내사전투표,261,261,168,85,3,256,5,0
,생일면투표소,380,211,143,58,3,204,7,169
잘못 투입·구분된 투표지,,0,1,0,0,0,0,1,-1
