읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당신정훈,민중당안주용,국가혁명배당금당조만진,계,무효투표수,기권수
합계,,96891,62737,45957,13860,980,60797,1940,34154
거소·선상투표,,425,401,280,77,17,374,27,24
관외사전투표,,7273,7268,5864,1025,137,7026,242,5
국외부재자투표,,183,41,33,2,3,38,3,142
국외부재자투표(공관),,0,5,5,0,0,5,0,-5
남평읍,소계,9751,5804,4686,889,78,5653,151,3947
,관내사전투표,3206,3204,2644,454,32,3130,74,2
,남평읍제1투,2042,782,593,162,11,766,16,1260
,남평읍제2투,3946,1512,1201,233,30,1464,48,2434
,남평읍제3투,557,306,248,40,5,293,13,251
세지면,소계,2456,1558,1098,396,22,1516,42,898
,관내사전투표,906,903,670,200,9,879,24,3
,세지면투표소,1550,655,428,196,13,637,18,895
왕곡면,소계,2601,1759,1350,343,21,1714,45,842
,관내사전투표,949,946,727,185,7,919,27,3
,왕곡면제1투,758,312,225,71,7,303,9,446
,왕곡면제2투,894,501,398,87,7,492,9,393
반남면,소계,1319,909,642,232,9,883,26,410
,관내사전투표,502,502,362,124,5,491,11,0
,반남면투표소,817,407,280,108,4,392,15,410
공산면,소계,2075,1409,769,562,27,1358,51,666
,관내사전투표,782,779,456,286,9,751,28,3
,공산면투표소,1293,630,313,276,18,607,23,663
동강면,소계,2278,1426,882,476,16,1374,52,852
,관내사전투표,835,833,528,268,7,803,30,2
,동강면투표소,1443,593,354,208,9,571,22,850
다시면,소계,3278,2187,1601,487,34,2122,65,1091
,관내사전투표,1355,1355,1039,266,16,1321,34,0
,다시면투표소,1923,832,562,221,18,801,31,1091
문평면,소계,1699,1086,869,178,15,1062,24,613
,관내사전투표,658,658,545,92,7,644,14,0
,문평면투표소,1041,428,324,86,8,418,10,613
노안면,소계,3977,2506,1841,561,37,2439,67,1471
,관내사전투표,1172,1168,860,258,16,1134,34,4
,노안면제1투,645,264,197,54,8,259,5,381
,노안면제2투,963,519,376,124,8,508,11,444
,노안면제3투,1197,555,408,125,5,538,17,642
금천면,소계,3746,2233,1606,531,38,2175,58,1513
,관내사전투표,1133,1133,813,273,18,1104,29,0
,금천면제1투,968,375,267,87,5,359,16,593
,금천면제2투,740,343,230,99,7,336,7,397
,금천면제3투,905,382,296,72,8,376,6,523
산포면,소계,3022,1922,1497,339,34,1870,52,1100
,관내사전투표,1025,1023,800,183,13,996,27,2
,산포면제1투,1147,441,327,89,13,429,12,706
,산포면제2투,214,118,102,6,5,113,5,96
,산포면제3투,636,340,268,61,3,332,8,296
다도면,소계,1650,991,713,207,20,940,51,659
,관내사전투표,642,642,466,133,15,614,28,0
,다도면투표소,1008,349,247,74,5,326,23,659
봉황면,소계,3600,2218,1544,594,28,2166,52,1382
,관내사전투표,1127,1127,795,294,11,1100,27,0
,봉황면제1투,1736,768,529,212,12,753,15,968
,봉황면제2투,737,323,220,88,5,313,10,414
송월동,소계,5992,3431,2327,937,62,3326,105,2561
,관내사전투표,1337,1337,921,365,16,1302,35,0
,송월동제1투,1602,643,455,164,11,630,13,959
,송월동제2투,1459,662,409,207,18,634,28,797
,송월동제3투,1594,789,542,201,17,760,29,805
영강동,소계,2242,1230,884,293,18,1195,35,1012
,관내사전투표,705,705,533,146,7,686,19,0
,영강동투표소,1537,525,351,147,11,509,16,1012
금남동,소계,4358,2590,1759,717,47,2523,67,1768
,관내사전투표,1315,1315,897,382,20,1299,16,0
,금남동제1투,1127,485,331,125,8,464,21,642
,금남동제2투,781,347,242,82,5,329,18,434
,금남동제3투,1135,443,289,128,14,431,12,692
성북동,소계,7595,4794,3153,1434,63,4650,144,2801
,관내사전투표,2385,2383,1582,703,28,2313,70,2
,성북동제1투,1120,448,290,135,11,436,12,672
,성북동제2투,1139,463,310,119,6,435,28,676
,성북동제3투,2951,1500,971,477,18,1466,34,1451
영산동,소계,2887,1722,1223,428,30,1681,41,1165
,관내사전투표,873,872,612,227,15,854,18,1
,영산동제1투,812,358,263,83,6,352,6,454
,영산동제2투,1202,492,348,118,9,475,17,710
이창동,소계,3436,2099,1588,441,25,2054,45,1337
,관내사전투표,1366,1364,1043,281,12,1336,28,2
,이창동투표소,2070,735,545,160,13,718,17,1335
빛가람동,소계,21048,13120,9723,2704,199,12626,494,7928
,관내사전투표,5716,5713,4431,1028,70,5529,184,3
,빛가람동제1투,2909,1379,944,325,26,1295,84,1530
,빛가람동제2투,2170,1157,856,238,15,1109,48,1013
,빛가람동제3투,3837,1731,1190,437,36,1663,68,2106
,빛가람동제4투,2094,1129,793,273,20,1086,43,965
,빛가람동제5투,1607,791,594,164,10,768,23,816
,빛가람동제6투,2715,1220,915,239,22,1176,44,1495
잘못 투입·구분된 투표지,,0,28,20,7,0,27,1,-28
