읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당최인호,미래통합당김척수,국가혁명배당금당이숙희,계,무효투표수,기권수
합계,,120263,80974,39875,39178,682,79735,1239,39289
거소·선상투표,,387,366,195,132,13,340,26,21
관외사전투표,,7837,7832,4727,2864,83,7674,158,5
국외부재자투표,,322,106,81,23,0,104,2,216
국외부재자투표(공관),,0,3,1,2,0,3,0,-3
괴정제1동,소계,17012,11253,5213,5797,77,11087,166,5759
,관내사전투표,3793,3790,2031,1678,25,3734,56,3
,괴정제1동제1투,2385,1386,595,756,14,1365,21,999
,괴정제1동제2투,2721,1475,543,902,14,1459,16,1246
,괴정제1동제3투,2957,1605,709,855,11,1575,30,1352
,괴정제1동제4투,2293,1342,574,739,7,1320,22,951
,괴정제1동제5투,2863,1655,761,867,6,1634,21,1208
괴정제2동,소계,11517,7216,3348,3677,60,7085,131,4301
,관내사전투표,2186,2180,1217,901,17,2135,45,6
,괴정제2동제1투,2349,1250,459,737,14,1210,40,1099
,괴정제2동제2투,2918,1702,815,865,5,1685,17,1216
,괴정제2동제3투,2049,1051,438,579,15,1032,19,998
,괴정제2동제4투,2015,1033,419,595,9,1023,10,982
괴정제3동,소계,11611,7281,3375,3729,55,7159,122,4330
,관내사전투표,2410,2404,1257,1085,18,2360,44,6
,괴정제3동제1투,2791,1435,706,693,14,1413,22,1356
,괴정제3동제2투,3008,1638,658,944,11,1613,25,1370
,괴정제3동제3투,3402,1804,754,1007,12,1773,31,1598
괴정제4동,소계,10186,6851,3088,3589,66,6743,108,3335
,관내사전투표,2749,2745,1425,1255,23,2703,42,4
,괴정제4동제1투,2402,1363,540,783,10,1333,30,1039
,괴정제4동제2투,2490,1340,576,729,14,1319,21,1150
,괴정제4동제3투,1366,739,266,453,13,732,7,627
,괴정제4동제4투,1179,664,281,369,6,656,8,515
당리동,소계,22248,14901,7083,7532,109,14724,177,7347
,관내사전투표,3376,3376,1853,1473,9,3335,41,0
,당리동제1투,3554,2394,1268,1085,13,2366,28,1160
,당리동제2투,2929,1680,738,901,18,1657,23,1249
,당리동제3투,2422,1411,600,770,17,1387,24,1011
,당리동제4투,2620,1419,619,772,13,1404,15,1201
,당리동제5투,2389,1382,586,767,10,1363,19,1007
,당리동제6투,2363,1502,651,828,11,1490,12,861
,당리동제7투,2595,1737,768,936,18,1722,15,858
하단제1동,소계,18487,12197,6259,5666,101,12026,171,6290
,관내사전투표,3726,3726,2182,1474,29,3685,41,0
,하단제1동제1투,2481,1452,599,816,13,1428,24,1029
,하단제1동제2투,3319,1521,732,739,13,1484,37,1798
,하단제1동제3투,3108,1437,696,686,18,1400,37,1671
,하단제1동제4투,3242,2203,1092,1083,12,2187,16,1039
,하단제1동제5투,2611,1858,958,868,16,1842,16,753
하단제2동,소계,20656,12949,6496,6158,118,12772,177,7707
,관내사전투표,3553,3553,2080,1424,19,3523,30,0
,하단제2동제1투,3127,1847,879,939,13,1831,16,1280
,하단제2동제2투,3815,1975,901,1006,30,1937,38,1840
,하단제2동제3투,3365,1565,697,813,23,1533,32,1800
,하단제2동제4투,3722,2067,887,1117,22,2026,41,1655
,하단제2동제5투,3074,1942,1052,859,11,1922,20,1132
잘못 투입·구분된 투표지,,0,19,9,9,0,18,1,-19
