읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당류영진,미래통합당이헌승,국가혁명배당금당신연웅,계,무효투표수,기권수
합계,,158660,102833,44277,55754,1276,101307,1526,55827
거소·선상투표,,339,326,125,174,12,311,15,13
관외사전투표,,9966,9962,5401,4208,160,9769,193,4
국외부재자투표,,358,98,73,25,0,98,0,260
국외부재자투표(공관),,0,2,1,1,0,2,0,-2
부전제2동,소계,8696,4938,1970,2853,49,4872,66,3758
,관내사전투표,1087,1087,604,467,8,1079,8,0
,부전제2동제1투,3092,1467,569,847,16,1432,35,1625
,부전제2동제2투,1751,505,189,300,10,499,6,1246
,부전제2동제3투,2766,1879,608,1239,15,1862,17,887
전포제1동,소계,15429,8660,3786,4635,99,8520,140,6769
,관내사전투표,3044,3043,1531,1434,32,2997,46,1
,전포제1동제1투,3170,1210,510,656,17,1183,27,1960
,전포제1동제2투,2849,1471,541,895,14,1450,21,1378
,전포제1동제3투,3773,1671,794,828,18,1640,31,2102
,전포제1동제4투,2593,1265,410,822,18,1250,15,1328
전포제2동,소계,17678,11014,4535,6158,132,10825,189,6664
,관내사전투표,3238,3238,1657,1521,32,3210,28,0
,전포제2동제1투,2495,1229,461,725,15,1201,28,1266
,전포제2동제2투,2609,1388,521,817,26,1364,24,1221
,전포제2동제3투,2819,1739,614,1072,19,1705,34,1080
,전포제2동제4투,2487,1363,459,861,15,1335,28,1124
,전포제2동제5투,4030,2057,823,1162,25,2010,47,1973
가야제1동,소계,17368,10413,4232,5848,176,10256,157,6955
,관내사전투표,3561,3561,1683,1801,37,3521,40,0
,가야제1동제1투,2493,1364,479,841,22,1342,22,1129
,가야제1동제2투,2595,1248,474,726,27,1227,21,1347
,가야제1동제3투,2492,1293,475,776,23,1274,19,1199
,가야제1동제4투,2269,1060,382,622,34,1038,22,1209
,가야제1동제5투,2189,1099,425,636,19,1080,19,1090
,가야제1동제6투,1769,788,314,446,14,774,14,981
가야제2동,소계,13526,9206,3520,5497,89,9106,100,4320
,관내사전투표,3276,3276,1387,1833,24,3244,32,0
,가야제2동제1투,2317,1266,485,741,22,1248,18,1051
,가야제2동제2투,2731,1601,549,1028,13,1590,11,1130
,가야제2동제3투,2160,1161,438,692,16,1146,15,999
,가야제2동제4투,3042,1902,661,1203,14,1878,24,1140
개금제1동,소계,14237,8674,3928,4540,84,8552,122,5563
,관내사전투표,3268,3268,1657,1533,33,3223,45,0
,개금제1동제1투,4175,2128,962,1128,20,2110,18,2047
,개금제1동제2투,3723,1759,736,968,21,1725,34,1964
,개금제1동제3투,3071,1519,573,911,10,1494,25,1552
개금제2동,소계,10173,6862,2923,3755,82,6760,102,3311
,관내사전투표,3072,3072,1506,1514,23,3043,29,0
,개금제2동제1투,2436,1228,462,711,20,1193,35,1208
,개금제2동제2투,2274,1189,421,728,18,1167,22,1085
,개금제2동제3투,2391,1373,534,802,21,1357,16,1018
개금제3동,소계,24148,16545,7082,9069,180,16331,214,7603
,관내사전투표,4445,4444,2278,2085,40,4403,41,1
,개금제3동제1투,2136,1099,357,699,20,1076,23,1037
,개금제3동제2투,2481,1324,538,749,16,1303,21,1157
,개금제3동제3투,2706,1582,650,899,13,1562,20,1124
,개금제3동제4투,2871,1984,840,1103,20,1963,21,887
,개금제3동제5투,2094,1209,454,699,20,1173,36,885
,개금제3동제6투,2463,1426,542,852,15,1409,17,1037
,개금제3동제7투,2606,1850,733,1081,19,1833,17,756
,개금제3동제8투,2346,1627,690,902,17,1609,18,719
범천제1동,소계,10299,6002,2536,3292,81,5909,93,4297
,관내사전투표,2361,2360,1184,1131,25,2340,20,1
,범천제1동제1투,3777,1817,627,1132,24,1783,34,1960
,범천제1동제2투,4161,1825,725,1029,32,1786,39,2336
범천제2동,소계,16443,10128,4164,5697,132,9993,135,6315
,관내사전투표,3028,3028,1444,1515,36,2995,33,0
,범천제2동제1투,2914,1484,666,773,17,1456,28,1430
,범천제2동제2투,2992,1361,524,794,25,1343,18,1631
,범천제2동제3투,1605,803,243,528,18,789,14,802
,범천제2동제4투,2107,1211,412,768,15,1195,16,896
,범천제2동제5투,1529,841,264,554,11,829,12,688
,범천제2동제6투,2268,1400,611,765,10,1386,14,868
잘못 투입·구분된 투표지,,0,3,1,2,0,3,0,-3
