읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당강선우,미래통합당구상찬,국가혁명배당금당노경휘,무소속김범태,무소속백철,계,무효투표수,기권수
합계,,173756,114516,63397,43519,480,529,5490,113415,1101,59240
거소·선상투표,,214,208,95,87,4,3,13,202,6,6
관외사전투표,,11938,11936,7376,3560,60,65,718,11779,157,2
국외부재자투표,,718,195,143,47,1,0,2,193,2,523
국외부재자투표(공관),,0,5,2,2,0,1,0,5,0,-5
화곡제1동,소계,43467,23822,13390,8788,104,126,1170,23578,244,19645
,관내사전투표,6506,6506,4192,1998,22,25,216,6453,53,0
,화곡제1동제1투,4814,1758,915,701,6,6,113,1741,17,3056
,화곡제1동제2투,4163,1912,1071,685,12,11,108,1887,25,2251
,화곡제1동제3투,4693,1848,938,765,9,16,86,1814,34,2845
,화곡제1동제4투,3830,1722,902,726,8,11,60,1707,15,2108
,화곡제1동제5투,2844,1544,806,603,7,11,103,1530,14,1300
,화곡제1동제6투,3151,1436,777,553,8,3,78,1419,17,1715
,화곡제1동제7투,3221,1653,914,631,9,5,83,1642,11,1568
,화곡제1동제8투,3209,1709,855,690,12,19,122,1698,11,1500
,화곡제1동제9투,3327,1774,945,694,6,10,94,1749,25,1553
,화곡제1동제10투,3709,1960,1075,742,5,9,107,1938,22,1749
화곡제2동,소계,15035,8924,5191,3167,45,45,400,8848,76,6111
,관내사전투표,3437,3437,2232,1057,14,11,110,3424,13,0
,화곡제2동제1투,1974,1005,497,442,7,4,47,997,8,969
,화곡제2동제2투,2718,1241,693,467,4,10,55,1229,12,1477
,화곡제2동제3투,3343,1647,896,611,8,11,100,1626,21,1696
,화곡제2동제4투,3563,1594,873,590,12,9,88,1572,22,1969
화곡제3동,소계,19344,13471,6646,6004,41,51,603,13345,126,5873
,관내사전투표,4753,4753,2946,1539,16,22,190,4713,40,0
,화곡제3동제1투,2677,1385,650,628,8,6,81,1373,12,1292
,화곡제3동제2투,3052,1402,706,570,4,6,99,1385,17,1650
,화곡제3동제3투,2826,1798,830,839,6,6,96,1777,21,1028
,화곡제3동제4투,3025,2235,735,1403,4,4,65,2211,24,790
,화곡제3동제5투,3011,1898,779,1025,3,7,72,1886,12,1113
화곡제8동,소계,21985,13705,8003,4618,85,78,781,13565,140,8280
,관내사전투표,5574,5574,3644,1600,26,29,238,5537,37,0
,화곡제8동제1투,3661,1632,848,611,9,14,127,1609,23,2029
,화곡제8동제2투,2974,1525,804,604,14,10,73,1505,20,1449
,화곡제8동제3투,3359,1628,881,586,14,10,118,1609,19,1731
,화곡제8동제4투,3078,1625,911,547,11,9,127,1605,20,1453
,화곡제8동제5투,3339,1721,915,670,11,6,98,1700,21,1618
우장산동,소계,32012,22074,10854,9978,70,65,949,21916,158,9938
,관내사전투표,6080,6079,3482,2361,16,18,181,6058,21,1
,우장산동제1투,3554,1875,926,817,7,2,113,1865,10,1679
,우장산동제2투,2725,1509,755,629,8,7,94,1493,16,1216
,우장산동제3투,2527,1427,639,689,6,9,68,1411,16,1100
,우장산동제4투,2832,1939,865,935,11,3,113,1927,12,893
,우장산동제5투,3799,2340,1166,986,6,12,148,2318,22,1459
,우장산동제6투,3529,2294,999,1203,5,3,70,2280,14,1235
,우장산동제7투,3416,2202,1061,1026,4,6,85,2182,20,1214
,우장산동제8투,3550,2409,961,1332,7,5,77,2382,27,1141
발산제1동,소계,29043,20173,11695,7267,70,95,854,19981,192,8870
,관내사전투표,6026,6025,4056,1697,9,23,194,5979,46,1
,발산제1동제1투,2685,1565,866,580,8,3,97,1554,11,1120
,발산제1동제2투,2348,1232,634,488,7,9,79,1217,15,1116
,발산제1동제3투,3109,1823,894,761,13,14,119,1801,22,1286
,발산제1동제4투,3302,2104,1090,886,9,12,87,2084,20,1198
,발산제1동제5투,3492,2081,1060,900,4,13,81,2058,23,1411
,발산제1동제6투,3361,2023,1172,749,6,4,75,2006,17,1338
,발산제1동제7투,2498,1735,1023,614,8,6,60,1711,24,763
,발산제1동제8투,2222,1585,900,592,6,11,62,1571,14,637
잘못 투입·구분된 투표지,,0,3,2,1,0,0,0,3,0,-3
