읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당전재수,미래통합당박민식,국가혁명배당금당이성근,계,무효투표수,기권수
합계,,141852,97195,48733,46795,806,96334,861,44657
거소·선상투표,,288,274,137,118,9,264,10,14
관외사전투표,,7780,7777,4649,2968,60,7677,100,3
국외부재자투표,,266,87,63,23,1,87,0,179
국외부재자투표(공관),,0,1,1,0,0,1,0,-1
구포제1동,소계,13447,8608,4156,4283,81,8520,88,4839
,관내사전투표,3402,3402,1759,1600,18,3377,25,0
,구포제1동제1투,4137,2114,1014,1053,23,2090,24,2023
,구포제1동제2투,1495,686,284,387,9,680,6,809
,구포제1동제3투,2137,1155,482,639,16,1137,18,982
,구포제1동제4투,2276,1251,617,604,15,1236,15,1025
구포제2동,소계,21776,14128,6965,6910,117,13992,136,7648
,관내사전투표,3743,3743,2144,1556,17,3717,26,0
,구포제2동제1투,2318,1182,475,680,14,1169,13,1136
,구포제2동제2투,2611,1119,514,584,10,1108,11,1492
,구포제2동제3투,3304,1964,948,983,22,1953,11,1340
,구포제2동제4투,2973,1653,740,881,14,1635,18,1320
,구포제2동제5투,3215,2246,1059,1145,17,2221,25,969
,구포제2동제6투,1362,687,268,392,8,668,19,675
,구포제2동제7투,2250,1534,817,689,15,1521,13,716
구포제3동,소계,17680,10992,5394,5384,115,10893,99,6688
,관내사전투표,4236,4235,2323,1860,28,4211,24,1
,구포제3동제1투,2211,1136,516,598,11,1125,11,1075
,구포제3동제2투,2131,1026,449,556,13,1018,8,1105
,구포제3동제3투,2396,1146,501,618,11,1130,16,1250
,구포제3동제4투,2359,1358,647,679,16,1342,16,1001
,구포제3동제5투,1908,931,406,497,19,922,9,977
,구포제3동제6투,2439,1160,552,576,17,1145,15,1279
덕천제1동,소계,11759,7731,3524,4071,67,7662,69,4028
,관내사전투표,2578,2578,1311,1241,16,2568,10,0
,덕천제1동제1투,2973,1892,818,1038,18,1874,18,1081
,덕천제1동제2투,1792,859,334,514,4,852,7,933
,덕천제1동제3투,1700,922,430,473,11,914,8,778
,덕천제1동제4투,2716,1480,631,805,18,1454,26,1236
덕천제2동,소계,11179,7130,3396,3570,83,7049,81,4049
,관내사전투표,2476,2475,1391,1033,21,2445,30,1
,덕천제2동제1투,2320,1094,440,624,20,1084,10,1226
,덕천제2동제2투,1972,1012,440,544,13,997,15,960
,덕천제2동제3투,2318,1350,630,695,12,1337,13,968
,덕천제2동제4투,2093,1199,495,674,17,1186,13,894
덕천제3동,소계,9888,6374,2989,3260,60,6309,65,3514
,관내사전투표,2679,2679,1406,1234,18,2658,21,0
,덕천제3동제1투,1431,818,416,394,5,815,3,613
,덕천제3동제2투,2058,1007,420,565,11,996,11,1051
,덕천제3동제3투,2050,1068,446,595,12,1053,15,982
,덕천제3동제4투,1670,802,301,472,14,787,15,868
만덕제1동,소계,10450,7507,3951,3453,56,7460,47,2943
,관내사전투표,2708,2706,1585,1099,11,2695,11,2
,만덕제1동제1투,1431,799,375,408,9,792,7,632
,만덕제1동제2투,1962,1207,535,652,13,1200,7,755
,만덕제1동제3투,2079,1328,574,736,6,1316,12,751
,만덕제1동제4투,2270,1467,882,558,17,1457,10,803
만덕제2동,소계,21413,15036,7779,7070,96,14945,91,6377
,관내사전투표,4250,4250,2397,1821,14,4232,18,0
,만덕제2동제1투,1730,953,397,534,9,940,13,777
,만덕제2동제2투,1248,709,313,386,4,703,6,539
,만덕제2동제3투,2398,1392,635,736,10,1381,11,1006
,만덕제2동제4투,1996,1227,563,650,8,1221,6,769
,만덕제2동제5투,1658,1172,704,448,7,1159,13,486
,만덕제2동제6투,2448,1516,761,744,6,1511,5,932
,만덕제2동제7투,3346,2262,1249,982,22,2253,9,1084
,만덕제2동제8투,2339,1555,760,769,16,1545,10,784
만덕제3동,소계,15926,11543,5727,5682,61,11470,73,4383
,관내사전투표,4227,4227,2317,1865,23,4205,22,0
,만덕제3동제1투,2043,1269,621,634,6,1261,8,774
,만덕제3동제2투,2594,1733,787,923,5,1715,18,861
,만덕제3동제3투,1886,998,479,505,12,996,2,888
,만덕제3동제4투,2780,1864,928,912,10,1850,14,916
,만덕제3동제5투,2396,1452,595,843,5,1443,9,944
잘못 투입·구분된 투표지,,0,7,2,3,0,5,2,-7
