읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당이정근,미래통합당윤희숙,국가혁명배당금당신방호,계,무효투표수,기권수
합계,,162807,117502,42971,72896,575,116442,1060,45305
거소·선상투표,,199,192,78,102,6,186,6,7
관외사전투표,,11339,11329,5553,5554,74,11181,148,10
국외부재자투표,,1634,378,188,189,0,377,1,1256
국외부재자투표(공관),,0,9,7,2,0,9,0,-9
잠원동,소계,26589,18790,6123,12413,102,18638,152,7799
,관내사전투표,5646,5646,2451,3134,21,5606,40,0
,잠원동제1투,3190,1661,424,1217,9,1650,11,1529
,잠원동제2투,2382,1520,339,1161,9,1509,11,862
,잠원동제3투,2430,1622,494,1105,8,1607,15,808
,잠원동제4투,2388,1588,427,1138,9,1574,14,800
,잠원동제5투,2614,1423,588,803,18,1409,14,1191
,잠원동제6투,2926,1961,519,1407,16,1942,19,965
,잠원동제7투,2563,1673,444,1206,5,1655,18,890
,잠원동제8투,2450,1696,437,1242,7,1686,10,754
반포본동,소계,9276,6885,2191,4579,41,6811,74,2391
,관내사전투표,2591,2591,1104,1444,16,2564,27,0
,반포본동제1투,1989,989,325,648,7,980,9,1000
,반포본동제2투,1638,1206,252,934,8,1194,12,432
,반포본동제3투,1819,1269,272,976,5,1253,16,550
,반포본동제4투,1239,830,238,577,5,820,10,409
반포1동,소계,24668,15893,5661,10021,77,15759,134,8775
,관내사전투표,4184,4184,1919,2237,14,4170,14,0
,반포1동제1투,2397,1687,439,1232,7,1678,9,710
,반포1동제2투,3354,2249,624,1598,4,2226,23,1105
,반포1동제3투,3024,1383,644,705,14,1363,20,1641
,반포1동제4투,2846,1288,593,657,16,1266,22,1558
,반포1동제5투,2614,1082,530,519,11,1060,22,1532
,반포1동제6투,3396,2010,382,1607,7,1996,14,1386
,반포1동제7투,2853,2010,530,1466,4,2000,10,843
반포2동,소계,11348,8688,2163,6431,32,8626,62,2660
,관내사전투표,2935,2934,977,1925,11,2913,21,1
,반포2동제1투,3030,1835,323,1490,6,1819,16,1195
,반포2동제2투,2703,1897,491,1382,10,1883,14,806
,반포2동제3투,2680,2022,372,1634,5,2011,11,658
반포3동,소계,15307,11445,3332,7991,36,11359,86,3862
,관내사전투표,3996,3996,1493,2473,12,3978,18,0
,반포3동제1투,3057,1830,416,1395,7,1818,12,1227
,반포3동제2투,1936,1293,321,955,2,1278,15,643
,반포3동제3투,770,542,142,397,3,542,0,228
,반포3동제4투,2337,1583,367,1189,5,1561,22,754
,반포3동제5투,3211,2201,593,1582,7,2182,19,1010
반포4동,소계,14391,10125,3418,6606,38,10062,63,4266
,관내사전투표,3224,3224,1424,1776,9,3209,15,0
,반포4동제1투,2220,1232,397,816,6,1219,13,988
,반포4동제2투,2510,1361,403,939,5,1347,14,1149
,반포4동제3투,2740,2052,590,1441,8,2039,13,688
,반포4동제4투,1799,1242,345,888,6,1239,3,557
,반포4동제5투,1898,1014,259,746,4,1009,5,884
방배본동,소계,16328,11577,4495,6928,54,11477,100,4751
,관내사전투표,4286,4286,2066,2175,19,4260,26,0
,방배본동제1투,2743,1589,496,1066,11,1573,16,1154
,방배본동제2투,2803,1767,365,1389,3,1757,10,1036
,방배본동제3투,3527,2080,715,1333,9,2057,23,1447
,방배본동제4투,2969,1855,853,965,12,1830,25,1114
방배1동,소계,13733,9511,4131,5207,61,9399,112,4222
,관내사전투표,3240,3239,1791,1393,16,3200,39,1
,방배1동제1투,2684,1396,642,729,8,1379,17,1288
,방배1동제2투,3142,1825,782,1003,19,1804,21,1317
,방배1동제3투,2220,1366,527,807,13,1347,19,854
,방배1동제4투,2447,1685,389,1275,5,1669,16,762
방배4동,소계,17995,12673,5629,6868,54,12551,122,5322
,관내사전투표,4353,4352,2345,1948,21,4314,38,1
,방배4동제1투,2473,1446,357,1071,5,1433,13,1027
,방배4동제2투,2335,1439,478,947,5,1430,9,896
,방배4동제3투,2071,1045,485,542,2,1029,16,1026
,방배4동제4투,2798,1689,884,769,13,1666,23,1109
,방배4동제5투,1209,697,329,354,6,689,8,512
,방배4동제6투,2756,2005,751,1237,2,1990,15,751
잘못 투입·구분된 투표지,,0,7,2,5,0,7,0,-7
