읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당김영춘,미래통합당서병수,민생당정해정,국가혁명배당금당김정희,무소속정근,계,무효투표수,기권수
합계,,156839,108421,48287,52037,431,579,5916,107250,1171,48418
거소·선상투표,,367,355,146,139,10,9,27,331,24,12
관외사전투표,,9651,9649,5371,3449,58,61,559,9498,151,2
국외부재자투표,,410,149,111,30,0,2,4,147,2,261
국외부재자투표(공관),,0,6,2,3,0,0,1,6,0,-6
부전제1동,소계,13669,8034,3378,4107,39,55,357,7936,98,5635
,관내사전투표,2703,2703,1326,1231,10,14,95,2676,27,0
,부전제1동제1투,2615,960,291,594,3,4,49,941,19,1655
,부전제1동제2투,3563,1594,711,736,12,18,99,1576,18,1969
,부전제1동제3투,2902,1447,434,900,8,16,60,1418,29,1455
,부전제1동제4투,1886,1330,616,646,6,3,54,1325,5,556
연지동,소계,16489,12015,5114,6166,36,54,560,11930,85,4474
,관내사전투표,3838,3837,1945,1720,7,15,134,3821,16,1
,연지동제1투,2855,2087,940,1023,8,9,91,2071,16,768
,연지동제2투,2790,1792,608,1041,7,11,113,1780,12,998
,연지동제3투,1778,915,322,526,5,6,47,906,9,863
,연지동제4투,2579,1624,588,919,5,7,85,1604,20,955
,연지동제5투,2649,1760,711,937,4,6,90,1748,12,889
초읍동,소계,17216,11746,4406,6545,36,62,583,11632,114,5470
,관내사전투표,3920,3920,1738,1959,7,17,168,3889,31,0
,초읍동제1투,1741,1069,343,674,3,2,35,1057,12,672
,초읍동제2투,2505,1554,493,953,7,15,78,1546,8,951
,초읍동제3투,2036,988,286,630,3,6,50,975,13,1048
,초읍동제4투,2045,1203,465,636,5,8,69,1183,20,842
,초읍동제5투,2847,1672,648,898,6,8,95,1655,17,1175
,초읍동제6투,2122,1340,433,795,5,6,88,1327,13,782
양정제1동,소계,17169,11982,5265,6068,50,55,425,11863,119,5187
,관내사전투표,4040,4040,2164,1708,13,8,121,4014,26,0
,양정제1동제1투,2072,1106,414,631,6,4,39,1094,12,966
,양정제1동제2투,2771,1929,733,1076,10,8,86,1913,16,842
,양정제1동제3투,3179,2230,923,1193,10,9,67,2202,28,949
,양정제1동제4투,3481,1780,722,927,6,15,89,1759,21,1701
,양정제1동제5투,1626,897,309,533,5,11,23,881,16,729
양정제2동,소계,10453,5876,2524,2965,34,53,230,5806,70,4577
,관내사전투표,1630,1630,770,766,14,14,53,1617,13,0
,양정제2동제1투,3324,1714,777,814,10,10,81,1692,22,1610
,양정제2동제2투,3161,1455,643,724,6,14,49,1436,19,1706
,양정제2동제3투,2338,1077,334,661,4,15,47,1061,16,1261
부암제1동,소계,17666,11538,5094,5469,33,51,769,11416,122,6128
,관내사전투표,3504,3504,1842,1438,10,11,174,3475,29,0
,부암제1동제1투,2754,1321,507,691,3,11,92,1304,17,1433
,부암제1동제2투,3950,2342,1038,1086,12,13,167,2316,26,1608
,부암제1동제3투,3505,2041,817,1057,4,6,141,2025,16,1464
,부암제1동제4투,3953,2330,890,1197,4,10,195,2296,34,1623
부암제3동,소계,14877,10548,4986,4696,40,39,681,10442,106,4329
,관내사전투표,3960,3960,2139,1551,14,5,212,3921,39,0
,부암제3동제1투,2334,1076,396,562,9,5,85,1057,19,1258
,부암제3동제2투,2969,1997,805,1006,8,11,148,1978,19,972
,부암제3동제3투,2183,1355,472,760,4,7,96,1339,16,828
,부암제3동제4투,3431,2160,1174,817,5,11,140,2147,13,1271
당감제1동,소계,20109,13565,5936,6515,56,65,834,13406,159,6544
,관내사전투표,4122,4122,2103,1780,16,11,178,4088,34,0
,당감제1동제1투,2475,1340,420,789,4,12,91,1316,24,1135
,당감제1동제2투,2539,1498,555,807,5,9,104,1480,18,1041
,당감제1동제3투,2237,1050,366,585,4,7,69,1031,19,1187
,당감제1동제4투,3714,2109,922,965,14,18,154,2073,36,1605
,당감제1동제5투,2300,1600,707,742,7,3,127,1586,14,700
,당감제1동제6투,2722,1846,863,847,6,5,111,1832,14,876
당감제2동,소계,8569,6113,2650,2892,18,38,456,6054,59,2456
,관내사전투표,1813,1813,951,713,3,9,124,1800,13,0
,당감제2동제1투,2959,1562,575,793,8,9,150,1535,27,1397
,당감제2동제2투,1669,1224,488,609,5,13,99,1214,10,445
,당감제2동제3투,2128,1514,636,777,2,7,83,1505,9,614
당감제4동,소계,10194,6845,3304,2993,21,35,430,6783,62,3349
,관내사전투표,3098,3098,1678,1200,6,13,177,3074,24,0
,당감제4동제1투,1949,919,315,512,3,4,74,908,11,1030
,당감제4동제2투,1642,763,310,393,3,3,45,754,9,879
,당감제4동제3투,3505,2065,1001,888,9,15,134,2047,18,1440
잘못 투입·구분된 투표지,,0,0,0,0,0,0,0,0,0,0
