읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당김한규,미래통합당유경준,우리공화당전태열,친박신당도여정,국가혁명배당금당고안성,새누리당양한별,계,무효투표수,기권수
합계,,151713,109436,36423,70917,246,270,343,269,108468,968,42277
거소·선상투표,,173,163,58,89,4,0,2,0,153,10,10
관외사전투표,,11464,11441,4927,6197,27,32,55,65,11303,138,23
국외부재자투표,,1742,395,192,199,1,1,1,0,394,1,1347
국외부재자투표(공관),,0,14,5,8,0,0,0,0,13,1,-14
삼성1동,소계,11632,7940,2613,5167,25,17,36,27,7885,55,3692
,관내사전투표,2473,2472,1033,1395,6,6,13,6,2459,13,1
,삼성1동제1투,3027,1748,544,1168,11,5,6,6,1740,8,1279
,삼성1동제2투,3083,1973,489,1441,4,3,7,10,1954,19,1110
,삼성1동제3투,3049,1747,547,1163,4,3,10,5,1732,15,1302
삼성2동,소계,22775,14539,5383,8892,29,35,57,34,14430,109,8236
,관내사전투표,3717,3717,1814,1851,4,8,15,5,3697,20,0
,삼성2동제1투,4083,1812,758,1005,2,6,10,9,1790,22,2271
,삼성2동제2투,3945,2476,686,1764,3,4,1,3,2461,15,1469
,삼성2동제3투,4512,2620,854,1713,9,10,10,6,2602,18,1892
,삼성2동제4투,3282,1714,654,1008,6,6,13,7,1694,20,1568
,삼성2동제5투,3236,2200,617,1551,5,1,8,4,2186,14,1036
대치1동,소계,17776,13943,3409,10345,27,30,23,12,13846,97,3833
,관내사전투표,4416,4416,1483,2881,4,8,7,3,4386,30,0
,대치1동제1투,3256,2368,436,1907,3,6,2,2,2356,12,888
,대치1동제2투,2512,1758,481,1249,5,6,2,1,1744,14,754
,대치1동제3투,2080,1538,279,1230,4,7,4,2,1526,12,542
,대치1동제4투,2196,1600,238,1336,6,2,3,0,1585,15,596
,대치1동제5투,3316,2263,492,1742,5,1,5,4,2249,14,1053
대치2동,소계,27716,20316,6216,13720,43,45,64,39,20127,189,7400
,관내사전투표,4849,4848,2025,2762,4,5,12,4,4812,36,1
,대치2동제1투,3447,2328,740,1532,4,7,6,6,2295,33,1119
,대치2동제2투,2741,1953,606,1300,6,7,9,7,1935,18,788
,대치2동제3투,2781,1940,609,1282,4,9,7,4,1915,25,841
,대치2동제4투,2551,1854,271,1555,8,5,5,0,1844,10,697
,대치2동제5투,2620,1987,350,1611,2,5,4,3,1975,12,633
,대치2동제6투,3151,2396,545,1820,5,1,5,4,2380,16,755
,대치2동제7투,3013,1659,506,1125,5,0,7,3,1646,13,1354
,대치2동제8투,2563,1351,564,733,5,6,9,8,1325,26,1212
대치4동,소계,16680,10097,4774,5039,33,55,47,25,9973,124,6583
,관내사전투표,3597,3596,1986,1537,5,12,14,7,3561,35,1
,대치4동제1투,3369,1654,725,864,7,15,9,8,1628,26,1715
,대치4동제2투,3480,1968,888,1017,8,16,8,4,1941,27,1512
,대치4동제3투,2981,1443,524,886,3,7,7,3,1430,13,1538
,대치4동제4투,3253,1436,651,735,10,5,9,3,1413,23,1817
도곡1동,소계,16926,12330,4606,7512,25,18,28,31,12220,110,4596
,관내사전투표,4219,4219,2007,2145,7,6,12,5,4182,37,0
,도곡1동제1투,1474,1034,240,778,3,2,1,3,1027,7,440
,도곡1동제2투,3194,2021,599,1386,6,3,4,5,2003,18,1173
,도곡1동제3투,2858,1914,652,1240,2,1,1,3,1899,15,944
,도곡1동제4투,3219,1826,777,1005,5,1,7,11,1806,20,1393
,도곡1동제5투,1962,1316,331,958,2,5,3,4,1303,13,646
도곡2동,소계,24829,18250,4236,13746,32,37,30,36,18117,133,6579
,관내사전투표,3477,3477,1152,2279,4,5,2,9,3451,26,0
,도곡2동제1투,1955,1053,345,678,6,2,4,4,1039,14,902
,도곡2동제2투,2614,1683,360,1299,4,2,0,4,1669,14,931
,도곡2동제3투,2708,1969,232,1719,2,4,3,4,1964,5,739
,도곡2동제4투,3629,2702,298,2374,4,5,0,6,2687,15,927
,도곡2동제5투,3280,2235,488,1703,6,4,8,3,2212,23,1045
,도곡2동제6투,3663,2642,623,1981,6,5,5,3,2623,19,1021
,도곡2동제7투,3503,2489,738,1713,0,10,8,3,2472,17,1014
잘못 투입·구분된 투표지,,0,8,4,3,0,0,0,0,7,1,-8
