읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당최지은,미래통합당김도읍,정의당이의용,국가혁명배당금당이제현,무소속강인길,무소속김원성,계,무효투표수,기권수
합계,,212100,147529,63146,76054,2725,721,2003,1520,146169,1360,64571
거소·선상투표,,483,460,176,196,18,7,20,15,432,28,23
관외사전투표,,12704,12704,6188,5675,257,81,191,104,12496,208,0
국외부재자투표,,585,138,83,51,1,0,0,2,137,1,447
국외부재자투표(공관),,0,9,5,3,1,0,0,0,9,0,-9
대저1동,소계,6208,3968,1274,2491,49,17,59,28,3918,50,2240
,관내사전투표,1368,1368,566,733,20,4,17,11,1351,17,0
,대저1동제1투,1208,546,154,362,4,3,15,1,539,7,662
,대저1동제2투,895,501,125,351,5,3,9,4,497,4,394
,대저1동제3투,1057,596,144,425,7,3,3,4,586,10,461
,대저1동제4투,877,517,144,342,7,2,10,5,510,7,360
,대저1동제5투,803,440,141,278,6,2,5,3,435,5,363
대저2동,소계,5989,3914,1378,2258,63,26,105,41,3871,43,2075
,관내사전투표,1529,1529,742,673,30,8,48,15,1516,13,0
,대저2동제1투,1316,597,212,330,14,8,13,12,589,8,719
,대저2동제2투,1198,717,187,487,3,3,21,9,710,7,481
,대저2동제3투,911,539,107,407,6,4,12,1,537,2,372
,대저2동제4투,1035,532,130,361,10,3,11,4,519,13,503
강동동,소계,4188,2759,713,1922,26,5,34,20,2720,39,1429
,관내사전투표,1006,1005,320,643,7,1,10,7,988,17,1
,강동동제1투,836,458,107,322,4,1,12,2,448,10,378
,강동동제2투,1281,727,161,534,7,2,8,9,721,6,554
,강동동제3투,1065,569,125,423,8,1,4,2,563,6,496
가락동,소계,2236,1508,456,985,19,3,18,8,1489,19,728
,관내사전투표,621,621,228,368,6,2,5,3,612,9,0
,가락동제1투,944,494,137,336,4,0,10,2,489,5,450
,가락동제2투,671,393,91,281,9,1,3,3,388,5,278
녹산동,소계,23042,12417,5288,6261,275,93,265,113,12295,122,10625
,관내사전투표,1678,1677,889,701,36,6,24,11,1667,10,1
,녹산동제1투,779,405,92,276,7,2,20,1,398,7,374
,녹산동제2투,1702,790,232,506,9,5,22,5,779,11,912
,녹산동제3투,1016,466,126,309,10,4,10,3,462,4,550
,녹산동제4투,3721,1654,797,730,52,12,29,25,1645,9,2067
,녹산동제5투,3315,1523,577,797,35,14,63,15,1501,22,1792
,녹산동제6투,3042,1630,738,794,30,8,26,16,1612,18,1412
,녹산동제7투,3483,1894,795,978,36,16,33,23,1881,13,1589
,녹산동제8투,2829,1517,654,769,29,17,20,10,1499,18,1312
,녹산동제9투,1477,861,388,401,31,9,18,4,851,10,616
가덕도동,소계,2988,1946,656,1161,28,11,53,10,1919,27,1042
,관내사전투표,711,711,294,371,16,4,14,5,704,7,0
,가덕도동제1투,980,476,162,277,9,3,13,4,468,8,504
,가덕도동제2투,781,472,108,336,2,1,17,1,465,7,309
,가덕도동제3투,516,287,92,177,1,3,9,0,282,5,229
금곡동,소계,32733,22389,8766,12356,472,135,188,217,22134,255,10344
,관내사전투표,4978,4978,2522,2230,87,25,36,43,4943,35,0
,금곡동제1투,2340,1504,448,964,26,19,11,11,1479,25,836
,금곡동제2투,2232,1391,441,864,27,11,17,11,1371,20,841
,금곡동제3투,2200,1379,457,864,26,4,12,8,1371,8,821
,금곡동제4투,2311,1641,553,1006,37,5,13,14,1628,13,670
,금곡동제5투,1582,988,231,697,14,10,8,5,965,23,594
,금곡동제6투,1738,1049,356,635,18,5,13,9,1036,13,689
,금곡동제7투,2382,1448,542,833,34,8,5,12,1434,14,934
,금곡동제8투,1997,1126,267,770,31,10,11,7,1096,30,871
,금곡동제9투,1822,1178,482,633,26,4,14,14,1173,5,644
,금곡동제10투,2628,1424,530,785,41,13,10,22,1401,23,1204
,금곡동제11투,3249,2121,957,1024,57,14,19,26,2097,24,1128
,금곡동제12투,3274,2162,980,1051,48,7,19,35,2140,22,1112
화명제1동,소계,32934,23715,10071,12437,429,107,160,337,23541,174,9219
,관내사전투표,5149,5149,2690,2221,86,22,39,61,5119,30,0
,화명제1동제1투,2713,1589,701,799,40,2,9,21,1572,17,1124
,화명제1동제2투,3437,2154,894,1110,37,21,19,44,2125,29,1283
,화명제1동제3투,2150,1484,620,772,33,6,14,29,1474,10,666
,화명제1동제4투,2135,1402,589,712,46,8,9,26,1390,12,733
,화명제1동제5투,3791,2498,1065,1317,45,9,17,31,2484,14,1293
,화명제1동제6투,3367,2396,824,1482,34,10,12,24,2386,10,971
,화명제1동제7투,3300,2415,957,1363,37,9,12,24,2402,13,885
,화명제1동제8투,3552,2424,851,1484,32,6,12,27,2412,12,1128
,화명제1동제9투,2038,1302,505,709,24,2,9,37,1286,16,736
,화명제1동제10투,1302,902,375,468,15,12,8,13,891,11,400
화명제2동,소계,13091,8897,3698,4660,214,60,62,117,8811,86,4194
,관내사전투표,2932,2932,1456,1351,56,16,20,18,2917,15,0
,화명제2동제1투,1608,966,302,589,19,16,11,16,953,13,642
,화명제2동제2투,2309,1282,461,732,41,4,4,21,1263,19,1027
,화명제2동제3투,2339,1291,517,682,30,11,15,20,1275,16,1048
,화명제2동제4투,1828,1011,405,537,32,6,4,20,1004,7,817
,화명제2동제5투,2075,1415,557,769,36,7,8,22,1399,16,660
화명제3동,소계,23369,17287,7654,8807,325,70,97,214,17167,120,6082
,관내사전투표,4770,4769,2601,1976,70,18,19,58,4742,27,1
,화명제3동제1투,3692,2522,1000,1406,41,12,15,35,2509,13,1170
,화명제3동제2투,1938,1370,611,678,33,6,7,22,1357,13,568
,화명제3동제3투,2684,1627,647,884,35,11,6,23,1606,21,1057
,화명제3동제4투,2315,1513,611,805,40,7,11,25,1499,14,802
,화명제3동제5투,1357,965,380,542,18,4,5,13,962,3,392
,화명제3동제6투,3200,2135,900,1139,37,7,22,19,2124,11,1065
,화명제3동제7투,3413,2386,904,1377,51,5,12,19,2368,18,1027
명지1동,소계,29627,19270,8994,9114,304,67,498,174,19151,119,10357
,관내사전투표,4200,4200,2272,1723,45,11,97,23,4171,29,0
,명지1동제1투,2930,1469,369,935,13,2,119,16,1454,15,1461
,명지1동제2투,4016,2249,1061,1049,42,13,58,11,2234,15,1767
,명지1동제3투,2324,1540,751,713,24,4,31,12,1535,5,784
,명지1동제4투,2935,1648,707,847,27,5,38,17,1641,7,1287
,명지1동제5투,2902,1728,829,804,34,8,30,18,1723,5,1174
,명지1동제6투,3516,2204,1065,1003,38,9,50,22,2187,17,1312
,명지1동제7투,3298,2149,982,1044,36,8,37,29,2136,13,1149
,명지1동제8투,3506,2083,958,996,45,7,38,26,2070,13,1423
명지2동,소계,21923,16144,7745,7674,244,39,253,120,16075,69,5779
,관내사전투표,6049,6049,3381,2439,72,12,72,42,6018,31,0
,명지2동제1투,3031,1831,818,917,22,9,37,22,1825,6,1200
,명지2동제2투,1645,1045,440,552,23,3,18,7,1043,2,600
,명지2동제3투,1513,824,371,418,17,3,8,4,821,3,689
,명지2동제4투,1864,1159,583,514,24,2,22,11,1156,3,705
,명지2동제5투,1995,1406,612,713,34,4,26,13,1402,4,589
,명지2동제6투,1942,1333,528,724,22,2,35,11,1322,11,609
,명지2동제7투,1842,1204,347,829,8,1,11,6,1202,2,638
,명지2동제8투,2042,1293,665,568,22,3,24,4,1286,7,749
잘못 투입·구분된 투표지,,0,4,1,3,0,0,0,0,4,0,-4
