읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당허대만,미래통합당김병욱,민중당박승억,국가혁명배당금당박덕춘,무소속박승호,계,무효투표수,기권수
합계,,198012,130074,44257,71340,1310,770,10456,128133,1941,67938
거소·선상투표,,312,299,89,135,3,4,50,281,18,13
관외사전투표,,8639,8639,3445,3909,90,66,897,8407,232,0
국외부재자투표,,405,115,72,38,1,1,2,114,1,290
국외부재자투표(공관),,0,1,1,0,0,0,0,1,0,-1
구룡포읍,소계,7227,4547,832,3264,44,23,285,4448,99,2680
,관내사전투표,1647,1647,358,1107,21,6,115,1607,40,0
,구룡포읍제1투,2443,1315,224,975,11,5,75,1290,25,1128
,구룡포읍제2투,1251,712,108,537,5,5,41,696,16,539
,구룡포읍제3투,563,327,51,239,5,6,20,321,6,236
,구룡포읍제4투,1323,546,91,406,2,1,34,534,12,777
연일읍,소계,24088,15850,5567,8578,142,72,1251,15610,240,8238
,관내사전투표,4167,4167,1720,2027,41,15,309,4112,55,0
,연일읍제1투,1837,943,229,605,9,8,71,922,21,894
,연일읍제2투,2590,1438,415,857,17,5,117,1411,27,1152
,연일읍제3투,1648,880,238,521,11,6,79,855,25,768
,연일읍제4투,3264,1739,608,963,12,9,133,1725,14,1525
,연일읍제5투,2640,1517,537,815,10,13,116,1491,26,1123
,연일읍제6투,3119,2045,793,1051,17,3,153,2017,28,1074
,연일읍제7투,3104,2074,857,983,15,10,193,2058,16,1030
,연일읍제8투,634,398,70,283,5,1,24,383,15,236
,연일읍제9투,1085,649,100,473,5,2,56,636,13,436
오천읍,소계,41887,23837,9199,11892,322,181,1964,23558,279,18050
,관내사전투표,6386,6386,2880,2712,76,40,583,6291,95,0
,오천읍제1투,3738,1659,679,793,32,12,121,1637,22,2079
,오천읍제2투,1569,843,178,564,10,6,70,828,15,726
,오천읍제3투,1186,704,174,423,6,6,86,695,9,482
