읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당배영애,미래통합당송언석,국가혁명배당금당박성식,무소속이성룡,무소속이상영,계,무효투표수,기권수
합계,,120702,81909,16914,59993,919,926,1753,80505,1404,38793
거소·선상투표,,556,522,64,399,16,9,11,499,23,34
관외사전투표,,5794,5786,1963,3286,82,155,139,5625,161,8
국외부재자투표,,234,56,21,35,0,0,0,56,0,178
국외부재자투표(공관),,0,1,1,0,0,0,0,1,0,-1
아포읍,소계,6148,4023,552,3288,48,29,52,3969,54,2125
,관내사전투표,2004,2004,327,1580,26,11,35,1979,25,0
,아포읍제1투,1110,589,51,509,5,5,6,576,13,521
,아포읍제2투,970,507,36,454,5,3,2,500,7,463
,아포읍제3투,2064,923,138,745,12,10,9,914,9,1141
농소면,소계,2772,1984,419,1461,23,19,40,1962,22,788
,관내사전투표,1084,1084,261,765,13,11,23,1073,11,0
,농소면제1투,720,366,55,289,5,2,11,362,4,354
,농소면제2투,968,534,103,407,5,6,6,527,7,434
남면,소계,2885,1971,310,1515,31,19,52,1927,44,914
,관내사전투표,983,983,204,691,15,12,27,949,34,0
,남면제1투,1019,483,52,400,12,3,11,478,5,536
,남면제2투,883,505,54,424,4,4,14,500,5,378
개령면,소계,2292,1675,191,1416,18,13,13,1651,24,617
,관내사전투표,920,920,110,772,9,10,6,907,13,0
,개령면투표소,1372,755,81,644,9,3,7,744,11,617
감문면,소계,2999,2147,193,1854,14,30,17,2108,39,852
,관내사전투표,1197,1197,112,1033,9,18,6,1178,19,0
,감문면제1투,1046,530,50,443,4,9,8,514,16,516
,감문면제2투,756,420,31,378,1,3,3,416,4,336
어모면,소계,3714,2575,325,2110,28,25,39,2527,48,1139
,관내사전투표,1382,1382,220,1098,10,13,19,1360,22,0
,어모면제1투,1258,615,73,502,13,4,12,604,11,643
,어모면제2투,1074,578,32,510,5,8,8,563,15,496
봉산면,소계,3231,2431,403,1902,16,13,55,2389,42,800
,관내사전투표,1374,1374,279,1013,8,12,39,1351,23,0
,봉산면제1투,1012,546,72,453,2,1,9,537,9,466
,봉산면제2투,845,511,52,436,6,0,7,501,10,334
대항면,소계,3185,2201,281,1775,23,48,31,2158,43,984
,관내사전투표,972,972,146,758,9,28,15,956,16,0
,대항면제1투,1253,605,63,506,7,5,9,590,15,648
,대항면제2투,960,624,72,511,7,15,7,612,12,336
감천면,소계,1887,1381,169,1132,20,18,19,1358,23,506
,관내사전투표,770,770,110,617,13,9,7,756,14,0
,감천면투표소,1117,611,59,515,7,9,12,602,9,506
조마면,소계,1950,1382,155,1134,41,10,19,1359,23,568
,관내사전투표,842,842,102,688,23,5,10,828,14,0
,조마면투표소,1108,540,53,446,18,5,9,531,9,568
구성면,소계,2561,1753,176,1501,20,10,25,1732,21,808
,관내사전투표,817,817,98,684,8,3,14,807,10,0
,구성면제1투,988,563,50,487,7,6,4,554,9,425
,구성면제2투,756,373,28,330,5,1,7,371,2,383
지례면,소계,1561,1147,153,931,14,15,18,1131,16,414
,관내사전투표,628,628,87,509,8,6,10,620,8,0
,지례면제1투,675,353,45,287,4,7,7,350,3,322
,지례면제2투,258,166,21,135,2,2,1,161,5,92
부항면,소계,1111,806,93,654,8,13,17,785,21,305
,관내사전투표,482,482,63,389,3,5,11,471,11,0
,부항면투표소,629,324,30,265,5,8,6,314,10,305
대덕면,소계,1899,1303,193,1027,14,13,28,1275,28,596
,관내사전투표,843,843,123,666,7,7,21,824,19,0
,대덕면투표소,1056,460,70,361,7,6,7,451,9,596
증산면,소계,962,729,89,587,6,6,18,706,23,233
,관내사전투표,446,446,45,365,3,3,15,431,15,0
,증산면투표소,516,283,44,222,3,3,3,275,8,233
자산동,소계,6381,4285,590,3487,49,20,80,4226,59,2096
,관내사전투표,1963,1963,317,1566,15,8,36,1942,21,0
,자산동제1투,1068,562,54,477,9,1,15,556,6,506
,자산동제2투,1685,838,112,683,10,6,11,822,16,847
,자산동제3투,1665,922,107,761,15,5,18,906,16,743
평화남산동,소계,7125,4606,643,3709,44,43,99,4538,68,2519
,관내사전투표,2046,2045,337,1586,20,21,51,2015,30,1
,평화남산동제1투,1059,514,64,435,1,3,4,507,7,545
,평화남산동제2투,1334,671,82,558,7,3,10,660,11,663
,평화남산동제3투,1395,732,86,606,9,7,15,723,9,663
,평화남산동제4투,1291,644,74,524,7,9,19,633,11,647
양금동,소계,3782,2745,337,2221,27,23,95,2703,42,1037
,관내사전투표,1465,1465,220,1162,13,10,44,1449,16,0
,양금동제1투,997,594,42,499,6,6,30,583,11,403
,양금동제2투,1320,686,75,560,8,7,21,671,15,634
대신동,소계,18499,11462,2564,8111,153,138,317,11283,179,7037
,관내사전투표,4709,4709,1209,3169,61,62,135,4636,73,0
,대신동제1투,2740,1130,233,814,14,13,31,1105,25,1610
,대신동제2투,1810,992,213,703,15,14,33,978,14,818
,대신동제3투,2552,1278,243,940,17,18,34,1252,26,1274
,대신동제4투,2001,1141,261,803,19,12,34,1129,12,860
,대신동제5투,1496,700,95,565,13,4,12,689,11,796
,대신동제6투,3191,1512,310,1117,14,15,38,1494,18,1679
대곡동,소계,16232,10261,2018,7636,101,100,245,10100,161,5971
,관내사전투표,4840,4839,1049,3510,51,36,122,4768,71,1
,대곡동제1투,1945,993,135,803,12,8,16,974,19,952
,대곡동제2투,1425,694,87,570,4,11,9,681,13,731
,대곡동제3투,3400,1752,398,1254,13,18,49,1732,20,1648
,대곡동제4투,1724,784,111,625,12,13,10,771,13,940
,대곡동제5투,1242,457,97,317,4,5,19,442,15,785
,대곡동제6투,1656,742,141,557,5,9,20,732,10,914
지좌동,소계,8538,5094,930,3887,44,42,120,5023,71,3444
,관내사전투표,2552,2552,501,1903,19,22,72,2517,35,0
,지좌동제1투,3005,1267,236,965,13,11,26,1251,16,1738
,지좌동제2투,1462,579,84,466,6,6,7,569,10,883
,지좌동제3투,1519,696,109,553,6,3,15,686,10,823
율곡동,소계,14404,9576,4077,4932,79,115,204,9407,169,4828
,관내사전투표,5424,5424,2555,2563,43,60,111,5332,92,0
,율곡동제1투,3250,1406,474,839,18,19,31,1381,25,1844
,율곡동제2투,2394,1190,450,678,5,13,23,1169,21,1204
,율곡동제3투,3336,1556,598,852,13,23,39,1525,31,1780
잘못 투입·구분된 투표지,,0,7,4,3,0,0,0,7,0,-7
