읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당강부송,미래통합당김희국,국가혁명배당금당이광희,계,무효투표수,기권수
합계,,22147,16518,2623,13213,371,16207,311,5629
거소·선상투표,,142,116,12,94,2,108,8,26
관외사전투표,,1859,1858,489,1298,46,1833,25,1
국외부재자투표,,31,13,6,6,0,12,1,18
국외부재자투표(공관),,0,0,0,0,0,0,0,0
군위읍,소계,6837,4738,852,3691,110,4653,85,2099
,관내사전투표,2864,2864,592,2151,68,2811,53,0
,군위읍제1투,1311,607,92,487,13,592,15,704
,군위읍제2투,1407,596,95,477,17,589,7,811
,군위읍제3투,632,335,35,287,9,331,4,297
,군위읍제4투,623,336,38,289,3,330,6,287
소보면,소계,1987,1452,179,1213,25,1417,35,535
,관내사전투표,863,863,121,706,16,843,20,0
,소보면제1투,673,350,25,307,6,338,12,323
,소보면제2투,451,239,33,200,3,236,3,212
효령면,소계,3213,2369,333,1956,40,2329,40,844
,관내사전투표,1277,1277,199,1037,18,1254,23,0
,효령면제1투,1146,603,76,508,13,597,6,543
,효령면제2투,790,489,58,411,9,478,11,301
부계면,소계,1826,1362,189,1118,29,1336,26,464
,관내사전투표,630,630,102,501,14,617,13,0
,부계면제1투,538,295,43,245,5,293,2,243
,부계면제2투,658,437,44,372,10,426,11,221
우보면,소계,1798,1379,160,1141,39,1340,39,419
,관내사전투표,794,794,100,654,22,776,18,0
,우보면제1투,657,354,45,293,9,347,7,303
,우보면제2투,347,231,15,194,8,217,14,116
의흥면,소계,2198,1556,155,1355,30,1540,16,642
,관내사전투표,915,915,97,793,13,903,12,0
,의흥면제1투,926,435,43,380,9,432,3,491
,의흥면제2투,357,206,15,182,8,205,1,151
산성면,소계,1082,801,113,648,23,784,17,281
,관내사전투표,422,422,68,335,9,412,10,0
,산성면제1투,275,153,19,130,2,151,2,122
,산성면제2투,385,226,26,183,12,221,5,159
고로면,소계,1174,873,135,692,27,854,19,301
,관내사전투표,440,440,66,354,14,434,6,0
,고로면제1투,337,190,35,147,4,186,4,147
,고로면제2투,397,243,34,191,9,234,9,154
잘못 투입·구분된 투표지,,0,1,0,1,0,1,0,-1
