읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당김학민,미래통합당홍문표,국가혁명배당금당윤상노,계,무효투표수,기권수
합계,,70656,44829,18789,24796,622,44207,622,25827
거소·선상투표,,126,117,50,65,1,116,1,9
관외사전투표,,3827,3826,2057,1667,55,3779,47,1
국외부재자투표,,139,33,20,12,0,32,1,106
국외부재자투표(공관),,0,0,0,0,0,0,0,0
예산읍,소계,27049,16141,7296,8485,184,15965,176,10908
,관내사전투표,4907,4906,2577,2230,51,4858,48,1
,예산읍제1투,2228,981,325,624,19,968,13,1247
,예산읍제2투,1255,667,235,426,3,664,3,588
,예산읍제3투,2307,1272,624,630,9,1263,9,1035
,예산읍제4투,2557,1266,431,806,12,1249,17,1291
,예산읍제5투,1716,904,340,550,10,900,4,812
,예산읍제6투,1980,953,439,496,9,944,9,1027
,예산읍제7투,2581,1258,597,632,16,1245,13,1323
,예산읍제8투,2659,1384,714,635,19,1368,16,1275
,예산읍제9투,1905,1054,405,613,15,1033,21,851
,예산읍제10투,2954,1496,609,843,21,1473,23,1458
삽교읍,소계,7580,4342,1682,2552,52,4286,56,3238
,관내사전투표,1728,1727,643,1046,13,1702,25,1
,삽교읍제1투,1585,674,241,415,14,670,4,911
,삽교읍제2투,2055,940,463,454,12,929,11,1115
,삽교읍제3투,1384,639,232,385,10,627,12,745
,삽교읍제4투,828,362,103,252,3,358,4,466
대술면,소계,2388,1572,672,851,27,1550,22,816
,관내사전투표,866,866,370,465,21,856,10,0
,대술면투표소,1522,706,302,386,6,694,12,816
신양면,소계,2827,1797,614,1122,28,1764,33,1030
,관내사전투표,1025,1025,349,646,12,1007,18,0
,신양면투표소,1802,772,265,476,16,757,15,1030
광시면,소계,2901,1839,586,1190,32,1808,31,1062
,관내사전투표,1007,1007,331,647,17,995,12,0
,광시면투표소,1894,832,255,543,15,813,19,1062
대흥면,소계,1542,1022,326,657,18,1001,21,520
,관내사전투표,339,339,152,179,5,336,3,0
,대흥면제1투,505,249,72,163,5,240,9,256
,대흥면제2투,698,434,102,315,8,425,9,264
응봉면,소계,2285,1456,533,884,20,1437,19,829
,관내사전투표,675,675,291,365,11,667,8,0
,응봉면제1투,1011,457,157,286,7,450,7,554
,응봉면제2투,599,324,85,233,2,320,4,275
덕산면,소계,6011,3700,1431,2150,72,3653,47,2311
,관내사전투표,1602,1602,685,874,27,1586,16,0
,덕산면제1투,2259,948,384,529,22,935,13,1311
,덕산면제2투,1148,592,182,392,8,582,10,556
,덕산면제3투,1002,558,180,355,15,550,8,444
봉산면,소계,2132,1382,505,819,28,1352,30,750
,관내사전투표,612,612,247,340,15,602,10,0
,봉산면제1투,1023,482,158,309,7,474,8,541
,봉산면제2투,497,288,100,170,6,276,12,209
고덕면,소계,4149,2673,1050,1533,35,2618,55,1476
,관내사전투표,1106,1106,495,584,10,1089,17,0
,고덕면제1투,1751,813,289,484,13,786,27,938
,고덕면제2투,711,394,131,252,4,387,7,317
,고덕면제3투,581,360,135,213,8,356,4,221
신암면,소계,3522,2326,972,1274,33,2279,47,1196
,관내사전투표,1179,1179,541,604,13,1158,21,0
,신암면제1투,1641,732,267,437,14,718,14,909
,신암면제2투,702,415,164,233,6,403,12,287
오가면,소계,4178,2603,995,1535,37,2567,36,1575
,관내사전투표,1218,1218,525,659,17,1201,17,0
,오가면제1투,1684,749,243,486,8,737,12,935
,오가면제2투,1276,636,227,390,12,629,7,640
잘못 투입·구분된 투표지,,0,0,0,0,0,0,0,0
