읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당박수현,미래통합당정진석,민생당전홍기,국가혁명배당금당이홍식,무소속김근태,무소속정연상,계,무효투표수,기권수
합계,,93319,61117,29315,28128,403,385,1618,443,60292,825,32202
거소·선상투표,,196,186,88,80,2,3,5,0,178,8,10
관외사전투표,,5143,5142,3070,1712,53,43,133,41,5052,90,1
국외부재자투표,,211,56,34,21,0,0,1,0,56,0,155
국외부재자투표(공관),,0,0,0,0,0,0,0,0,0,0,0
유구읍,소계,6683,4144,1432,2489,13,23,88,28,4073,71,2539
,관내사전투표,1480,1480,620,795,1,5,27,10,1458,22,0
,유구읍제1투,2400,1160,352,755,1,6,17,10,1141,19,1240
,유구읍제2투,1657,886,269,557,9,5,29,3,872,14,771
,유구읍제3투,1146,618,191,382,2,7,15,5,602,16,528
이인면,소계,2957,1929,848,918,22,15,82,15,1900,29,1028
,관내사전투표,671,671,346,274,9,6,23,5,663,8,0
,이인면제1투,1209,626,257,324,3,3,24,4,615,11,583
,이인면제2투,1077,632,245,320,10,6,35,6,622,10,445
탄천면,소계,2683,1682,717,810,6,5,99,9,1646,36,1001
,관내사전투표,680,680,328,302,2,3,27,4,666,14,0
,탄천면제1투,1220,561,219,288,0,0,31,5,543,18,659
,탄천면제2투,783,441,170,220,4,2,41,0,437,4,342
계룡면,소계,4906,3127,1288,1641,12,19,44,72,3076,51,1779
,관내사전투표,1145,1145,571,512,3,6,11,28,1131,14,0
,계룡면제1투,1312,615,252,327,4,3,9,8,603,12,697
,계룡면제2투,451,263,82,167,1,1,5,3,259,4,188
,계룡면제3투,747,423,112,287,1,4,8,4,416,7,324
,계룡면제4투,1251,681,271,348,3,5,11,29,667,14,570
반포면,소계,3633,2351,938,1269,18,23,39,17,2304,47,1282
,관내사전투표,1079,1079,479,513,10,10,27,6,1045,34,0
,반포면제1투,1398,635,241,360,6,5,10,7,629,6,763
,반포면제2투,1156,637,218,396,2,8,2,4,630,7,519
의당면,소계,4261,2693,1290,1196,21,25,100,17,2649,44,1568
,관내사전투표,1303,1303,700,508,8,10,51,7,1284,19,0
