읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당박완주,미래통합당이정만,정의당박성필,민중당이영남,국가혁명배당금당김성용,계,무효투표수,기권수
합계,,221716,134675,78223,46389,6413,1018,903,132946,1729,87041
거소·선상투표,,316,302,142,110,18,5,10,285,17,14
관외사전투표,,12660,12655,7719,3775,644,129,118,12385,270,5
국외부재자투표,,419,113,66,38,7,0,1,112,1,306
국외부재자투표(공관),,0,6,4,2,0,0,0,6,0,-6
성환읍,소계,21146,12182,5756,5619,392,101,83,11951,231,8964
,관내사전투표,4051,4051,2227,1609,123,28,19,4006,45,0
,성환읍제1투,1745,802,297,448,22,6,7,780,22,943
,성환읍제2투,2588,1051,419,566,32,11,7,1035,16,1537
,성환읍제3투,1587,879,449,372,29,8,9,867,12,708
,성환읍제4투,779,399,133,230,11,4,5,383,16,380
,성환읍제5투,1040,573,182,358,9,7,1,557,16,467
,성환읍제6투,1636,798,312,427,20,10,8,777,21,838
,성환읍제7투,2227,928,394,461,26,7,9,897,31,1299
,성환읍제8투,701,375,152,193,14,2,3,364,11,326
,성환읍제9투,2582,1160,512,572,44,10,6,1144,16,1422
,성환읍제10투,2210,1166,679,383,62,8,9,1141,25,1044
성거읍,소계,16689,8737,4838,3267,355,79,69,8608,129,7952
,관내사전투표,2327,2326,1423,769,71,17,13,2293,33,1
,성거읍제1투,2934,1103,566,454,42,14,11,1087,16,1831
,성거읍제2투,1755,769,337,376,28,6,7,754,15,986
,성거읍제3투,3609,1741,1086,516,88,16,13,1719,22,1868
,성거읍제4투,2705,1221,601,525,50,13,11,1200,21,1484
,성거읍제5투,1544,637,235,350,31,7,5,628,9,907
,성거읍제6투,1815,940,590,277,45,6,9,927,13,875
직산읍,소계,16683,9419,4935,3786,413,80,62,9276,143,7264
,관내사전투표,3691,3688,2190,1247,164,38,15,3654,34,3
,직산읍제1투,1400,765,273,441,18,1,7,740,25,635
,직산읍제2투,3525,1464,816,540,63,12,15,1446,18,2061
,직산읍제3투,2161,1001,359,572,34,7,9,981,20,1160
,직산읍제4투,1800,728,361,306,34,11,3,715,13,1072
,직산읍제5투,2080,788,426,294,48,2,5,775,13,1292
,직산읍제6투,2026,985,510,386,52,9,8,965,20,1041
입장면,소계,7849,4481,2078,2109,144,30,36,4397,84,3368
,관내사전투표,1864,1864,958,784,64,13,13,1832,32,0
,입장면제1투,2090,867,388,403,41,7,10,849,18,1223
,입장면제2투,883,439,191,227,10,3,2,433,6,444
,입장면제3투,2271,904,388,472,20,5,7,892,12,1367
,입장면제4투,741,407,153,223,9,2,4,391,16,334
백석동,소계,28877,18405,11103,6018,891,117,102,18231,174,10472
,관내사전투표,4297,4297,3011,1022,182,35,16,4266,31,0
,백석동제1투,2048,1011,552,368,60,4,15,999,12,1037
,백석동제2투,1903,1152,555,514,58,3,11,1141,11,751
,백석동제3투,2982,1686,911,636,82,15,14,1658,28,1296
,백석동제4투,3702,1966,1095,721,105,13,9,1943,23,1736
,백석동제5투,3092,1766,1023,632,84,9,8,1756,10,1326
,백석동제6투,3174,1829,1016,668,96,15,12,1807,22,1345
,백석동제7투,3018,2105,1344,633,91,8,7,2083,22,913
,백석동제8투,2570,1530,1001,425,78,10,5,1519,11,1040
,백석동제9투,2091,1063,595,399,55,5,5,1059,4,1028
불당동,소계,46163,29555,18170,9272,1565,144,163,29314,241,16608
,관내사전투표,6572,6572,4624,1570,301,20,20,6535,37,0
,불당동제1투,3672,2264,1288,792,133,13,22,2248,16,1408
,불당동제2투,2666,1700,981,552,130,13,7,1683,17,966
,불당동제3투,2956,1561,834,583,103,10,13,1543,18,1395
,불당동제4투,3610,2244,1566,552,95,12,6,2231,13,1366
,불당동제5투,2936,1433,902,425,67,9,19,1422,11,1503
,불당동제6투,3969,2463,1493,805,122,12,10,2442,21,1506
,불당동제7투,1568,844,437,331,57,5,5,835,9,724
,불당동제8투,3244,1859,969,775,78,5,13,1840,19,1385
,불당동제9투,3434,1889,1176,524,139,13,16,1868,21,1545
,불당동제10투,2144,1225,707,410,75,9,9,1210,15,919
,불당동제11투,2825,1640,918,622,77,5,9,1631,9,1185
,불당동제12투,2534,1373,771,501,76,5,6,1359,14,1161
,불당동제13투,4033,2488,1504,830,112,13,8,2467,21,1545
부성1동,소계,31259,17154,9977,5810,886,145,111,16929,225,14105
,관내사전투표,4634,4634,3122,1225,204,25,27,4603,31,0
,부성1동제1투,1894,1026,535,416,52,8,2,1013,13,868
,부성1동제2투,2892,1308,676,544,45,17,11,1293,15,1584
