읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당어기구,미래통합당김동완,우리공화당전병창,민중당김진숙,국가혁명배당금당박경재,무소속정용선,계,무효투표수,기권수
합계,,137609,81858,38535,24457,426,1577,520,15333,80848,1010,55751
거소·선상투표,,306,285,128,70,10,10,4,44,266,19,21
관외사전투표,,5625,5625,2986,1904,32,86,32,477,5517,108,0
국외부재자투표,,197,36,22,11,1,0,0,2,36,0,161
국외부재자투표(공관),,0,2,1,1,0,0,0,0,2,0,-2
당진1동,소계,18102,9991,4865,2405,48,213,59,2294,9884,107,8111
,관내사전투표,3613,3613,2125,726,14,83,26,602,3576,37,0
,당진1동제1투,2590,1052,482,288,5,20,4,242,1041,11,1538
,당진1동제2투,4341,1994,768,537,14,40,13,597,1969,25,2347
,당진1동제3투,3353,1544,594,448,11,26,9,437,1525,19,1809
,당진1동제4투,4205,1788,896,406,4,44,7,416,1773,15,2417
합덕읍,소계,8357,4865,1897,2032,32,62,19,763,4805,60,3492
,관내사전투표,1558,1558,814,506,9,17,2,190,1538,20,0
,합덕읍제1투,1014,502,127,259,3,3,1,98,491,11,512
,합덕읍제2투,1464,754,228,365,4,7,3,137,744,10,710
,합덕읍제3투,2254,922,309,417,3,9,8,170,916,6,1332
,합덕읍제4투,888,471,147,221,10,21,2,63,464,7,417
,합덕읍제5투,1179,658,272,264,3,5,3,105,652,6,521
송악읍,소계,23127,12641,6780,3744,39,264,104,1565,12496,145,10486
,관내사전투표,4241,4241,2755,977,3,84,28,367,4214,27,0
,송악읍제1투,4494,2001,1011,548,4,55,23,339,1980,21,2493
,송악읍제2투,846,460,147,223,4,4,5,66,449,11,386
,송악읍제3투,3004,1442,627,539,10,13,12,227,1428,14,1562
,송악읍제4투,2343,1003,409,402,4,21,12,132,980,23,1340
,송악읍제5투,4301,1844,910,553,4,46,14,295,1822,22,2457
,송악읍제6투,3898,1650,921,502,10,41,10,139,1623,27,2248
고대면,소계,5057,3157,1251,984,17,51,25,789,3117,40,1900
,관내사전투표,1149,1149,617,282,1,26,8,207,1141,8,0
,고대면제1투,1544,776,236,275,5,14,4,227,761,15,768
,고대면제2투,1405,732,226,272,6,5,9,203,721,11,673
,고대면제3투,959,500,172,155,5,6,4,152,494,6,459
석문면,소계,8103,4403,2033,1267,27,104,26,892,4349,54,3700
,관내사전투표,1381,1381,803,316,5,47,7,197,1375,6,0
,석문면제1투,3096,1334,571,380,8,34,9,312,1314,20,1762
,석문면제2투,2922,1258,476,444,12,18,6,284,1240,18,1664
,석문면제3투,145,103,42,30,0,2,2,25,101,2,42
,석문면제4투,559,327,141,97,2,3,2,74,319,8,232
대호지면,소계,2199,1332,501,487,9,12,16,284,1309,23,867
,관내사전투표,420,420,196,136,2,7,6,68,415,5,0
,대호지면제1투,1064,517,158,210,6,3,7,120,504,13,547
,대호지면제2투,715,395,147,141,1,2,3,96,390,5,320
정미면,소계,3247,1918,699,698,8,27,20,433,1885,33,1329
,관내사전투표,584,584,288,178,2,11,4,95,578,6,0
,정미면제1투,1744,846,257,350,4,10,6,202,829,17,898
,정미면제2투,919,488,154,170,2,6,10,136,478,10,431
면천면,소계,3218,2003,639,506,16,21,9,772,1963,40,1215
,관내사전투표,619,619,283,131,2,6,3,190,615,4,0
,면천면제1투,1774,922,225,236,11,10,3,416,901,21,852
,면천면제2투,825,462,131,139,3,5,3,166,447,15,363
순성면,소계,4466,2703,960,780,15,31,21,851,2658,45,1763
,관내사전투표,838,838,407,173,3,17,3,225,828,10,0
,순성면제1투,1978,948,312,309,5,7,7,287,927,21,1030
,순성면제2투,763,457,101,89,2,1,6,252,451,6,306
,순성면제3투,887,460,140,209,5,6,5,87,452,8,427
우강면,소계,4422,2669,886,1261,32,28,14,414,2635,34,1753
,관내사전투표,768,768,380,280,7,13,5,78,763,5,0
,우강면제1투,2442,1177,292,628,19,8,5,212,1164,13,1265
,우강면제2투,561,353,95,156,5,3,3,84,346,7,208
,우강면제3투,651,371,119,197,1,4,1,40,362,9,280
신평면,소계,12494,7025,3177,2374,51,103,35,1189,6929,96,5469
,관내사전투표,2302,2302,1349,570,16,42,12,296,2285,17,0
,신평면제1투,2468,1225,450,480,9,12,7,250,1208,17,1243
,신평면제2투,4857,2082,902,668,16,44,9,413,2052,30,2775
,신평면제3투,1038,541,159,275,5,4,4,81,528,13,497
,신평면제4투,1829,875,317,381,5,1,3,149,856,19,954
송산면,소계,9535,5318,2703,1526,20,139,35,836,5259,59,4217
,관내사전투표,1924,1924,1191,436,2,54,12,223,1918,6,0
,송산면제1투,1956,934,370,327,9,22,7,183,918,16,1022
,송산면제2투,1834,813,324,304,2,17,3,147,797,16,1021
,송산면제3투,3821,1647,818,459,7,46,13,283,1626,21,2174
당진2동,소계,15234,8998,4422,2235,34,210,52,1961,8914,84,6236
,관내사전투표,3103,3103,1994,532,8,73,14,462,3083,20,0
,당진2동제1투,544,336,106,136,2,5,4,80,333,3,208
,당진2동제2투,3416,1490,539,420,5,37,9,458,1468,22,1926
,당진2동제3투,1588,770,301,209,6,9,6,224,755,15,818
,당진2동제4투,3138,1654,816,450,9,57,8,300,1640,14,1484
,당진2동제5투,3445,1645,666,488,4,29,11,437,1635,10,1800
당진3동,소계,13920,8887,4585,2172,35,216,49,1767,8824,63,5033
,관내사전투표,3377,3377,2177,539,12,82,19,519,3348,29,0
,당진3동제1투,4138,2090,885,623,4,36,11,517,2076,14,2048
,당진3동제2투,2429,1356,623,366,6,35,6,310,1346,10,1073
,당진3동제3투,1612,963,429,261,9,38,2,219,958,5,649
,당진3동제4투,2364,1101,471,383,4,25,11,202,1096,5,1263
잘못 투입·구분된 투표지,,0,0,0,0,0,0,0,0,0,0,0
