읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당조한기,미래통합당성일종,정의당신현웅,국가혁명배당금당김미숙,계,무효투표수,기권수
합계,,55645,36795,14934,20446,613,266,36259,536,18850
거소·선상투표,,168,154,57,82,6,8,153,1,14
관외사전투표,,3107,3106,1508,1432,82,31,3053,53,1
국외부재자투표,,113,26,20,6,0,0,26,0,87
국외부재자투표(공관),,0,0,0,0,0,0,0,0,0
태안읍,소계,23337,14610,6126,7899,316,102,14443,167,8727
,관내사전투표,6029,6028,2880,2958,111,29,5978,50,1
,태안읍제1투,1844,842,308,499,23,6,836,6,1002
,태안읍제2투,1227,626,217,375,8,6,606,20,601
,태안읍제3투,1570,866,279,540,20,13,852,14,704
,태안읍제4투,762,443,151,276,6,2,435,8,319
,태안읍제5투,2094,991,373,554,34,12,973,18,1103
,태안읍제6투,3548,1677,640,972,37,11,1660,17,1871
,태안읍제7투,1699,795,262,499,19,8,788,7,904
,태안읍제8투,4564,2342,1016,1226,58,15,2315,27,2222
안면읍,소계,7483,4685,2029,2508,47,39,4623,62,2798
,관내사전투표,2057,2057,957,1044,14,17,2032,25,0
,안면읍제1투,2215,997,394,566,14,12,986,11,1218
,안면읍제2투,1062,520,191,313,6,2,512,8,542
,안면읍제3투,1613,830,353,451,11,5,820,10,783
,안면읍제4투,536,281,134,134,2,3,273,8,255
고남면,소계,2102,1388,612,736,14,3,1365,23,714
,관내사전투표,754,754,364,369,9,2,744,10,0
,고남면투표소,1348,634,248,367,5,1,621,13,714
남면,소계,3861,2430,980,1350,42,16,2388,42,1431
,관내사전투표,950,950,444,470,17,4,935,15,0
,남면제1투,992,496,175,298,8,2,483,13,496
,남면제2투,699,394,141,239,8,4,392,2,305
,남면제3투,1220,590,220,343,9,6,578,12,630
근흥면,소계,4787,3173,1005,2068,26,20,3119,54,1614
,관내사전투표,1344,1344,460,846,10,7,1323,21,0
,근흥면제1투,1007,477,133,331,3,4,471,6,530
,근흥면제2투,941,528,170,333,7,3,513,15,413
,근흥면제3투,1430,770,236,513,5,6,760,10,660
,근흥면제4투,65,54,6,45,1,0,52,2,11
소원면,소계,4819,3198,1079,1991,36,21,3127,71,1621
,관내사전투표,1706,1706,599,1045,16,12,1672,34,0
,소원면제1투,1666,670,217,419,11,3,650,20,996
,소원면제2투,1447,822,263,527,9,6,805,17,625
원북면,소계,3872,2640,1004,1541,31,16,2592,48,1232
,관내사전투표,1010,1010,449,535,10,4,998,12,0
,원북면제1투,1208,654,252,374,7,5,638,16,554
,원북면제2투,839,492,142,331,3,5,481,11,347
,원북면제3투,815,484,161,301,11,2,475,9,331
이원면,소계,1996,1383,513,832,13,10,1368,15,613
,관내사전투표,622,621,242,369,4,3,618,3,1
,이원면제1투,715,389,132,240,4,5,381,8,326
,이원면제2투,659,373,139,223,5,2,369,4,286
잘못 투입·구분된 투표지,,0,2,1,1,0,0,2,0,-2
