읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당위성곤,미래통합당강경필,국가혁명배당금당문광삼,계,무효투표수,기권수
합계,,152676,97530,53345,41689,1109,96143,1387,55146
거소·선상투표,,463,431,239,150,17,406,25,32
관외사전투표,,8867,8846,5304,3278,99,8681,165,21
국외부재자투표,,339,82,63,18,1,82,0,257
국외부재자투표(공관),,0,3,3,0,0,3,0,-3
대정읍,소계,16088,9993,4883,4729,180,9792,201,6095
,관내사전투표,2986,2985,1670,1242,31,2943,42,1
,대정읍제1투,2508,1333,599,698,18,1315,18,1175
,대정읍제2투,1832,941,396,498,24,918,23,891
,대정읍제3투,1074,597,301,258,21,580,17,477
,대정읍제4투,471,299,131,149,12,292,7,172
,대정읍제5투,2615,1255,583,644,13,1240,15,1360
,대정읍제6투,178,115,52,59,2,113,2,63
,대정읍제7투,604,399,185,178,9,372,27,205
,대정읍제8투,2011,928,421,473,19,913,15,1083
,대정읍제9투,397,253,111,130,9,250,3,144
,대정읍제10투,473,314,148,137,9,294,20,159
,대정읍제11투,345,239,127,104,2,233,6,106
,대정읍제12투,594,335,159,159,11,329,6,259
남원읍,소계,14997,9266,5106,3975,85,9166,100,5731
,관내사전투표,2356,2356,1491,828,10,2329,27,0
,남원읍제1투,569,339,157,173,5,335,4,230
,남원읍제2투,1059,593,305,271,8,584,9,466
,남원읍제3투,764,452,236,202,6,444,8,312
,남원읍제4투,2697,1255,634,593,17,1244,11,1442
,남원읍제5투,1266,715,353,352,6,711,4,551
,남원읍제6투,1350,765,430,315,7,752,13,585
,남원읍제7투,750,444,241,192,7,440,4,306
,남원읍제8투,1864,963,522,430,5,957,6,901
,남원읍제9투,369,215,119,89,2,210,5,154
,남원읍제10투,520,302,150,144,4,298,4,218
,남원읍제11투,297,192,86,102,2,190,2,105
,남원읍제12투,421,231,115,114,2,231,0,190
,남원읍제13투,405,251,163,87,1,251,0,154
,남원읍제14투,310,193,104,83,3,190,3,117
성산읍,소계,12314,7120,3230,3701,78,7009,111,5194
,관내사전투표,2008,2008,1103,880,7,1990,18,0
,성산읍제1투,1169,557,236,307,2,545,12,612
