읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당오영훈,미래통합당부상일,민중당강은주,국가혁명배당금당전윤영,한나라당차주홍,계,무효투표수,기권수
합계,,191862,122883,67206,49862,3244,627,473,121412,1471,68979
거소·선상투표,,635,604,296,227,33,14,18,588,16,31
관외사전투표,,11658,11624,7088,3758,375,84,65,11370,254,34
국외부재자투표,,390,87,56,28,0,1,0,85,2,303
국외부재자투표(공관),,0,5,1,3,0,0,0,4,1,-5
구좌읍,소계,12316,7439,3143,3944,166,43,36,7332,107,4877
,관내사전투표,2076,2076,1017,976,48,10,6,2057,19,0
,구좌읍제1투,2062,1157,439,649,30,8,9,1135,22,905
,구좌읍제2투,1228,603,214,361,15,5,0,595,8,625
,구좌읍제3투,842,412,144,244,12,4,2,406,6,430
,구좌읍제4투,918,515,255,224,14,5,3,501,14,403
,구좌읍제5투,1727,757,296,432,13,1,8,750,7,970
,구좌읍제6투,1204,613,241,346,7,4,4,602,11,591
,구좌읍제7투,907,542,242,276,12,5,1,536,6,365
,구좌읍제8투,571,354,160,180,6,0,2,348,6,217
,구좌읍제9투,781,410,135,256,9,1,1,402,8,371
조천읍,소계,19496,11773,5963,5221,305,63,86,11638,135,7723
,관내사전투표,3760,3760,2273,1301,106,18,22,3720,40,0
,조천읍제1투,3244,1680,818,771,42,8,24,1663,17,1564
,조천읍제2투,1650,708,310,350,20,5,10,695,13,942
,조천읍제3투,1744,908,433,432,18,3,9,895,13,836
,조천읍제4투,1061,620,268,315,24,1,1,609,11,441
,조천읍제5투,1038,598,292,285,7,2,6,592,6,440
,조천읍제6투,2295,1188,488,645,34,8,4,1179,9,1107
,조천읍제7투,1885,915,408,466,19,7,7,907,8,970
,조천읍제8투,2819,1396,673,656,35,11,3,1378,18,1423
우도면,소계,1458,903,441,429,12,3,3,888,15,555
,관내사전투표,490,490,243,228,6,2,2,481,9,0
,우도면투표소,968,413,198,201,6,1,1,407,6,555
일도1동,소계,2505,1443,699,690,31,6,6,1432,11,1062
,관내사전투표,729,729,391,315,16,1,2,725,4,0
,일도1동투표소,1776,714,308,375,15,5,4,707,7,1062
일도2동,소계,25808,16493,8604,7177,412,82,49,16324,169,9315
,관내사전투표,4895,4895,2807,1911,106,17,11,4852,43,0
,일도2동제1투,2030,1049,534,465,24,6,8,1037,12,981
,일도2동제2투,2326,1012,487,471,29,8,6,1001,11,1314
,일도2동제3투,2063,1144,524,564,32,6,4,1130,14,919
,일도2동제4투,2411,1175,589,522,41,3,4,1159,16,1236
,일도2동제5투,1721,961,490,424,24,4,1,943,18,760
,일도2동제6투,2419,1330,602,667,37,10,1,1317,13,1089
,일도2동제7투,2855,1731,950,713,39,10,5,1717,14,1124
,일도2동제8투,2850,1711,906,735,39,9,5,1694,17,1139
,일도2동제9투,2238,1485,715,705,41,9,4,1474,11,753
이도1동,소계,6378,3845,1947,1731,97,13,14,3802,43,2533
,관내사전투표,1457,1456,844,551,40,3,7,1445,11,1
,이도1동제1투,1478,618,291,300,21,2,2,616,2,860
,이도1동제2투,1782,927,438,447,18,6,2,911,16,855
,이도1동제3투,1661,844,374,433,18,2,3,830,14,817
이도2동,소계,36697,22309,12190,9127,609,87,61,22074,235,14388
,관내사전투표,5757,5756,3494,2026,151,18,16,5705,51,1
,이도2동제1투,2794,1384,677,656,27,3,9,1372,12,1410
,이도2동제2투,4610,2663,1444,1102,80,12,2,2640,23,1947
,이도2동제3투,3192,1450,723,653,46,6,4,1432,18,1742
,이도2동제4투,3808,2039,1039,899,61,9,7,2015,24,1769
,이도2동제5투,2381,1295,818,434,25,4,2,1283,12,1086
,이도2동제6투,2392,1186,533,586,38,8,6,1171,15,1206
,이도2동제7투,3455,1818,972,761,39,12,4,1788,30,1637
,이도2동제8투,2597,1633,798,766,39,6,5,1614,19,964
,이도2동제9투,2053,1072,572,433,49,3,2,1059,13,981
,이도2동제10투,3658,2013,1120,811,54,6,4,1995,18,1645
건입동,소계,7679,4583,2447,1928,114,24,20,4533,50,3096
,관내사전투표,1882,1882,1101,711,48,7,6,1873,9,0
,건입동제1투,594,191,82,101,2,2,3,190,1,403
,건입동제2투,1554,685,327,317,23,3,3,673,12,869
,건입동제3투,2082,1090,557,481,25,8,5,1076,14,992
,건입동제4투,1567,735,380,318,16,4,3,721,14,832
화북동,소계,18090,11229,6267,4481,253,52,46,11099,130,6861
,관내사전투표,3325,3324,2043,1156,68,12,14,3293,31,1
,화북동제1투,1842,969,503,421,21,6,4,955,14,873
,화북동제2투,2434,1183,645,479,29,6,7,1166,17,1251
,화북동제3투,1208,618,307,283,15,1,2,608,10,590
,화북동제4투,2024,1001,490,465,22,3,10,990,11,1023
,화북동제5투,1966,1242,671,518,29,9,0,1227,15,724
,화북동제6투,2110,1158,651,448,35,6,3,1143,15,952
,화북동제7투,3181,1734,957,711,34,9,6,1717,17,1447
삼양동,소계,18566,11661,6828,4330,292,70,29,11549,112,6905
,관내사전투표,4563,4563,2917,1469,118,18,10,4532,31,0
,삼양동제1투,2002,972,438,493,21,7,3,962,10,1030
,삼양동제2투,3657,1665,903,679,48,14,6,1650,15,1992
,삼양동제3투,2296,1166,612,492,35,12,2,1153,13,1130
,삼양동제4투,559,317,148,150,10,2,0,310,7,242
,삼양동제5투,2142,1210,730,431,27,5,2,1195,15,932
,삼양동제6투,3347,1768,1080,616,33,12,6,1747,21,1579
봉개동,소계,4794,3194,1806,1239,75,19,13,3152,42,1600
,관내사전투표,1661,1661,1029,556,42,10,6,1643,18,0
,봉개동제1투,2349,1086,558,470,28,7,6,1069,17,1263
,봉개동제2투,514,279,153,117,3,1,1,275,4,235
,봉개동제3투,270,168,66,96,2,1,0,165,3,102
아라동,소계,25392,15687,9429,5547,469,66,27,15538,149,9705
,관내사전투표,6075,6074,4006,1822,169,15,12,6024,50,1
,아라동제1투,4938,2277,1237,924,73,13,0,2247,30,2661
,아라동제2투,3652,1868,1078,710,47,14,6,1855,13,1784
,아라동제3투,3644,1859,1060,702,61,6,3,1832,27,1785
,아라동제4투,1768,980,573,354,35,6,2,970,10,788
,아라동제5투,5315,2629,1475,1035,84,12,4,2610,19,2686
잘못 투입·구분된 투표지,,0,4,1,2,1,0,0,4,0,-4
