읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당이병훈,민생당박주선,정의당최만원,국가혁명배당금당이향숙,무소속김성환,계,무효투표수,기권수
합계,,128725,86577,61587,8613,1710,496,12804,85210,1367,42148
거소·선상투표,,264,251,148,44,7,6,33,238,13,13
관외사전투표,,10842,10839,8235,906,333,79,1086,10639,200,3
국외부재자투표,,264,56,48,1,0,0,6,55,1,208
국외부재자투표(공관),,0,3,2,0,1,0,0,3,0,-3
충장동,소계,4096,2239,1529,261,63,27,319,2199,40,1857
,관내사전투표,1110,1110,784,120,33,12,149,1098,12,0
,충장동제1투,1605,635,430,75,18,7,84,614,21,970
,충장동제2투,1381,494,315,66,12,8,86,487,7,887
동명동,소계,3635,2394,1507,239,67,10,531,2354,40,1241
,관내사전투표,1410,1410,899,130,39,3,321,1392,18,0
,동명동제1투,1081,428,241,57,12,4,102,416,12,653
,동명동제2투,1144,556,367,52,16,3,108,546,10,588
계림1동,소계,5233,2974,2130,303,44,12,424,2913,61,2259
,관내사전투표,1548,1548,1139,151,24,6,205,1525,23,0
,계림1동제1투,1899,690,454,88,11,6,117,676,14,1209
,계림1동제2투,1786,736,537,64,9,0,102,712,24,1050
계림2동,소계,6709,4840,3329,458,80,20,898,4785,55,1869
,관내사전투표,2759,2758,1909,243,43,8,524,2727,31,1
,계림2동제1투,1840,940,637,90,18,6,177,928,12,900
,계림2동제2투,547,216,153,20,2,1,40,216,0,331
,계림2동제3투,1563,926,630,105,17,5,157,914,12,637
산수1동,소계,6573,3943,2766,369,69,16,654,3874,69,2630
,관내사전투표,1717,1717,1252,144,25,2,268,1691,26,0
,산수1동제1투,1549,690,461,68,14,5,123,671,19,859
,산수1동제2투,1719,719,501,69,12,3,118,703,16,1000
,산수1동제3투,1588,817,552,88,18,6,145,809,8,771
산수2동,소계,8335,5571,3687,496,95,26,1189,5493,78,2764
,관내사전투표,2243,2243,1521,187,28,6,472,2214,29,0
,산수2동제1투,1639,769,514,62,7,3,171,757,12,870
,산수2동제2투,1299,663,440,50,21,2,138,651,12,636
,산수2동제3투,1673,932,627,76,26,9,182,920,12,741
,산수2동제4투,1481,964,585,121,13,6,226,951,13,517
지산1동,소계,3416,2139,1405,207,39,17,438,2106,33,1277
,관내사전투표,1091,1090,716,105,19,5,231,1076,14,1
,지산1동제1투,1458,718,500,59,13,7,127,706,12,740
,지산1동제2투,867,331,189,43,7,5,80,324,7,536
지산2동,소계,4024,2521,1620,274,64,13,498,2469,52,1503
,관내사전투표,1324,1324,892,117,20,7,266,1302,22,0
,지산2동제1투,1792,764,443,101,31,6,162,743,21,1028
,지산2동제2투,908,433,285,56,13,0,70,424,9,475
서남동,소계,2939,1684,1118,153,34,7,334,1646,38,1255
,관내사전투표,1066,1066,715,87,16,6,224,1048,18,0
,서남동제1투,1080,386,235,49,13,0,78,375,11,694
,서남동제2투,793,232,168,17,5,1,32,223,9,561
학동,소계,6363,4250,2815,540,62,14,744,4175,75,2113
,관내사전투표,2001,2001,1362,256,20,5,324,1967,34,0
,학동제1투,613,191,127,23,2,2,34,188,3,422
,학동제2투,2274,1110,692,167,22,4,205,1090,20,1164
,학동제3투,1475,948,634,94,18,3,181,930,18,527
학운동,소계,10099,6942,4324,823,90,41,1585,6863,79,3157
,관내사전투표,3611,3611,2354,385,44,11,782,3576,35,0
,학운동제1투,1517,609,374,78,11,7,130,600,9,908
,학운동제2투,1935,1027,612,133,11,10,243,1009,18,908
,학운동제3투,1357,762,457,102,8,5,180,752,10,595
,학운동제4투,1679,933,527,125,16,8,250,926,7,746
지원1동,소계,6444,4338,2918,431,81,22,828,4280,58,2106
,관내사전투표,2169,2169,1504,178,35,8,422,2147,22,0
,지원1동제1투,2084,1044,683,120,25,9,192,1029,15,1040
,지원1동제2투,1302,646,420,71,15,2,127,635,11,656
,지원1동제3투,889,479,311,62,6,3,87,469,10,410
지원2동,소계,11003,7006,4882,692,99,32,1185,6890,116,3997
,관내사전투표,2734,2734,1960,218,30,9,473,2690,44,0
,지원2동제1투,2911,1613,1119,121,30,5,312,1587,26,1298
,지원2동제2투,1333,496,315,62,2,4,103,486,10,837
,지원2동제3투,1264,633,426,58,10,4,124,622,11,631
,지원2동제4투,2761,1530,1062,233,27,10,173,1505,25,1231
양림동,소계,6127,4159,3198,420,71,10,394,4093,66,1968
,관내사전투표,2365,2365,1902,194,35,3,201,2335,30,0
,양림동제1투,1219,466,333,63,5,3,55,459,7,753
,양림동제2투,2543,1328,963,163,31,4,138,1299,29,1215
방림1동,소계,5878,3906,2978,382,84,20,396,3860,46,1972
,관내사전투표,2062,2062,1641,180,32,6,193,2052,10,0
,방림1동제1투,2256,1073,766,117,38,6,125,1052,21,1183
,방림1동제2투,1560,771,571,85,14,8,78,756,15,789
방림2동,소계,7154,4583,3547,408,92,35,397,4479,104,2571
,관내사전투표,1553,1553,1235,117,26,7,131,1516,37,0
,방림2동제1투,1477,622,473,54,14,4,57,602,20,855
,방림2동제2투,2510,1394,1067,133,19,14,133,1366,28,1116
,방림2동제3투,1614,1014,772,104,33,10,76,995,19,600
사직동,소계,4542,2535,1993,272,60,19,154,2498,37,2007
,관내사전투표,1071,1071,866,106,25,6,56,1059,12,0
,사직동제1투,1406,517,414,51,13,2,22,502,15,889
,사직동제2투,2065,947,713,115,22,11,76,937,10,1118
백운1동,소계,9854,6473,5127,590,119,52,520,6408,65,3381
,관내사전투표,2839,2838,2288,248,54,11,218,2819,19,1
,백운1동제1투,2358,1069,804,119,24,16,89,1052,17,1289
,백운1동제2투,2209,1178,948,94,18,10,99,1169,9,1031
,백운1동제3투,2448,1388,1087,129,23,15,114,1368,20,1060
백운2동,소계,4931,2929,2279,344,56,18,191,2888,41,2002
,관내사전투표,1119,1119,879,130,14,4,74,1101,18,0
,백운2동제1투,2550,1131,863,136,32,11,77,1119,12,1419
,백운2동제2투,1262,679,537,78,10,3,40,668,11,583
잘못 투입·구분된 투표지,,0,2,2,0,0,0,0,2,0,-2
