읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당조오섭,미래통합당범기철,정의당이승남,국가혁명배당금당박현두,무소속김경진,계,무효투표수,기권수
합계,,155882,103390,59011,2423,1786,480,38397,102097,1293,52492
거소·선상투표,,325,305,167,10,15,6,102,300,5,20
관외사전투표,,13045,13042,8137,363,319,77,3974,12870,172,3
국외부재자투표,,297,79,56,4,6,0,13,79,0,218
국외부재자투표(공관),,0,4,4,0,0,0,0,4,0,-4
중흥1동,소계,4175,2430,1520,42,45,8,782,2397,33,1745
,관내사전투표,1182,1182,765,12,18,2,371,1168,14,0
,중흥1동투표소,2993,1248,755,30,27,6,411,1229,19,1745
중흥2동,소계,5910,3751,1993,108,82,16,1500,3699,52,2159
,관내사전투표,1921,1921,1047,34,30,8,785,1904,17,0
,중흥2동제1투,1378,755,362,35,16,3,321,737,18,623
,중흥2동제2투,1590,652,350,25,18,1,245,639,13,938
,중흥2동제3투,1021,423,234,14,18,4,149,419,4,598
중흥3동,소계,4069,2468,1288,62,42,14,1037,2443,25,1601
,관내사전투표,1362,1361,732,21,22,2,571,1348,13,1
,중흥3동제1투,1430,545,256,31,8,5,239,539,6,885
,중흥3동제2투,1277,562,300,10,12,7,227,556,6,715
중앙동,소계,3001,1678,1094,52,28,10,476,1660,18,1323
,관내사전투표,916,916,584,18,17,4,286,909,7,0
,중앙동투표소,2085,762,510,34,11,6,190,751,11,1323
임동,소계,6468,4210,2645,70,76,13,1362,4166,44,2258
,관내사전투표,2053,2053,1324,24,32,3,650,2033,20,0
,임동제1투,2525,1219,758,28,20,5,398,1209,10,1306
,임동제2투,1890,938,563,18,24,5,314,924,14,952
신안동,소계,9229,5316,3299,149,124,22,1626,5220,96,3913
,관내사전투표,2419,2419,1566,41,47,7,717,2378,41,0
,신안동제1투,2453,924,550,25,31,6,293,905,19,1529
,신안동제2투,2001,930,583,41,19,3,269,915,15,1071
,신안동제3투,2356,1043,600,42,27,6,347,1022,21,1313
우산동,소계,9635,6092,3141,135,79,30,2629,6014,78,3543
,관내사전투표,2990,2990,1540,44,38,12,1315,2949,41,0
,우산동제1투,879,354,218,5,3,1,124,351,3,525
,우산동제2투,1650,790,386,15,8,5,363,777,13,860
,우산동제3투,1402,713,391,22,8,3,282,706,7,689
,우산동제4투,1321,551,305,15,7,7,211,545,6,770
,우산동제5투,1393,694,301,34,15,2,334,686,8,699
풍향동,소계,4506,2811,1642,85,46,11,991,2775,36,1695
,관내사전투표,1441,1441,889,26,18,5,485,1423,18,0
,풍향동제1투,1983,934,491,37,21,2,371,922,12,1049
,풍향동제2투,1082,436,262,22,7,4,135,430,6,646
문화동,소계,14801,9575,5335,233,146,41,3724,9479,96,5226
,관내사전투표,3920,3921,2253,54,57,15,1496,3875,46,-1
,문화동제1투,2117,881,533,27,11,8,282,861,20,1236
,문화동제2투,1156,661,365,20,5,4,259,653,8,495
,문화동제3투,2273,1294,710,56,21,5,491,1283,11,979
,문화동제4투,1183,475,269,14,8,4,178,473,2,708
,문화동제5투,1475,718,353,28,16,1,318,716,2,757
,문화동제6투,2677,1625,852,34,28,4,700,1618,7,1052
문흥1동,소계,13135,9211,5033,186,134,35,3752,9140,71,3924
,관내사전투표,4669,4667,2595,57,61,14,1912,4639,28,2
,문흥1동제1투,1758,870,497,22,15,2,327,863,7,888
,문흥1동제2투,1640,867,441,40,15,7,355,858,9,773
,문흥1동제3투,1858,1044,554,27,13,3,434,1031,13,814
,문흥1동제4투,1724,1000,535,24,15,4,414,992,8,724
,문흥1동제5투,1486,763,411,16,15,5,310,757,6,723
문흥2동,소계,12541,8141,4527,150,140,36,3194,8047,94,4400
,관내사전투표,3243,3243,1873,30,54,7,1246,3210,33,0
,문흥2동제1투,1842,1007,536,24,17,5,413,995,12,835
,문흥2동제2투,1636,899,463,15,18,6,386,888,11,737
,문흥2동제3투,2131,1127,611,15,11,4,472,1113,14,1004
,문흥2동제4투,1855,946,525,33,16,8,348,930,16,909
,문흥2동제5투,1834,919,519,33,24,6,329,911,8,915
두암1동,소계,6833,4433,2340,78,54,16,1894,4382,51,2400
,관내사전투표,2323,2323,1222,35,26,9,1009,2301,22,0
,두암1동제1투,1399,695,332,20,11,3,318,684,11,704
,두암1동제2투,1684,691,381,10,7,3,283,684,7,993
,두암1동제3투,1427,724,405,13,10,1,284,713,11,703
두암2동,소계,13447,8407,4451,194,98,38,3517,8298,109,5040
,관내사전투표,3973,3973,2210,51,37,6,1634,3938,35,0
,두암2동제1투,1824,737,357,24,15,10,311,717,20,1087
,두암2동제2투,1652,820,424,28,10,4,343,809,11,832
,두암2동제3투,1675,668,372,17,7,6,250,652,16,1007
,두암2동제4투,1960,957,478,41,13,6,408,946,11,1003
,두암2동제5투,2363,1252,610,33,16,6,571,1236,16,1111
두암3동,소계,11991,7624,4284,146,105,25,2928,7488,136,4367
,관내사전투표,3710,3709,2128,37,42,12,1421,3640,69,1
,두암3동제1투,1084,360,207,9,4,2,131,353,7,724
