읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당임호선,미래통합당경대수,국가혁명배당금당장정이,계,무효투표수,기권수
합계,,67443,40900,21891,17908,601,40400,500,26543
거소·선상투표,,126,123,56,56,6,118,5,3
관외사전투표,,3531,3530,2138,1262,68,3468,62,1
국외부재자투표,,111,31,24,6,0,30,1,80
국외부재자투표(공관),,0,0,0,0,0,0,0,0
진천읍,소계,24402,14522,7521,6637,202,14360,162,9880
,관내사전투표,5728,5727,3330,2289,58,5677,50,1
,진천읍제1투,2152,932,378,526,13,917,15,1220
,진천읍제2투,1119,643,230,390,13,633,10,476
,진천읍제3투,2135,1004,494,489,12,995,9,1131
,진천읍제4투,1747,836,363,442,15,820,16,911
,진천읍제5투,2604,1108,587,495,15,1097,11,1496
,진천읍제6투,3073,1465,732,690,17,1439,26,1608
,진천읍제7투,1575,808,397,383,20,800,8,767
,진천읍제8투,1633,718,306,388,13,707,11,915
,진천읍제9투,2636,1281,704,545,26,1275,6,1355
초평면,소계,2851,1874,988,839,20,1847,27,977
,관내사전투표,824,824,488,320,6,814,10,0
,초평면제1투,1249,611,293,302,8,603,8,638
,초평면제2투,778,439,207,217,6,430,9,339
문백면,소계,3087,1881,789,1018,41,1848,33,1206
,관내사전투표,622,622,311,292,11,614,8,0
,문백면제1투,1513,696,264,404,19,687,9,817
,문백면제2투,952,563,214,322,11,547,16,389
백곡면,소계,1912,1324,485,794,24,1303,21,588
,관내사전투표,620,620,245,352,12,609,11,0
,백곡면투표소,1292,704,240,442,12,694,10,588
이월면,소계,5411,3209,1489,1614,55,3158,51,2202
,관내사전투표,1364,1364,735,590,21,1346,18,0
,이월면제1투,2178,948,382,526,22,930,18,1230
,이월면제2투,1869,897,372,498,12,882,15,972
광혜원면,소계,8560,4648,2427,2101,76,4604,44,3912
,관내사전투표,2177,2177,1241,888,28,2157,20,0
,광혜원면제1투,2309,890,377,480,19,876,14,1419
,광혜원면제2투,1770,662,333,315,10,658,4,1108
,광혜원면제3투,2304,919,476,418,19,913,6,1385
덕산읍,소계,17452,9757,5974,3581,109,9664,93,7695
,관내사전투표,3619,3619,2369,1177,37,3583,36,0
,덕산읍제1투,2178,855,388,443,11,842,13,1323
,덕산읍제2투,2164,741,312,406,12,730,11,1423
,덕산읍제3투,1842,876,479,377,14,870,6,966
,덕산읍제4투,2149,1039,718,294,15,1027,12,1110
,덕산읍제5투,2420,1093,715,364,10,1089,4,1327
,덕산읍제6투,3080,1534,993,520,10,1523,11,1546
잘못 투입·구분된 투표지,,0,1,0,0,0,0,1,-1
