읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당이후삼,미래통합당엄태영,국가혁명배당금당지재환,계,무효투표수,기권수
합계,,26696,18583,7427,10704,210,18341,242,8113
거소·선상투표,,123,121,56,53,8,117,4,2
관외사전투표,,1451,1451,801,612,17,1430,21,0
국외부재자투표,,48,17,14,3,0,17,0,31
국외부재자투표(공관),,0,0,0,0,0,0,0,0
단양읍,소계,8693,5962,2597,3236,62,5895,67,2731
,관내사전투표,2522,2522,1256,1224,17,2497,25,0
,단양읍제1투,1833,1004,397,588,10,995,9,829
,단양읍제2투,1350,777,282,471,14,767,10,573
,단양읍제3투,2988,1659,662,953,21,1636,23,1329
매포읍,소계,4770,3253,1225,1944,39,3208,45,1517
,관내사전투표,1437,1437,609,796,13,1418,19,0
,매포읍제1투,1838,979,355,600,11,966,13,859
,매포읍제2투,817,405,133,262,5,400,5,412
,매포읍제3투,678,432,128,286,10,424,8,246
단성면,소계,1550,1045,397,619,14,1030,15,505
,관내사전투표,432,432,192,232,2,426,6,0
,단성면제1투,800,413,143,259,6,408,5,387
,단성면제2투,318,200,62,128,6,196,4,118
대강면,소계,2287,1516,452,1037,13,1502,14,771
,관내사전투표,700,700,235,457,4,696,4,0
,대강면제1투,1135,529,145,374,5,524,5,606
,대강면제2투,452,287,72,206,4,282,5,165
가곡면,소계,1803,1249,498,727,13,1238,11,554
,관내사전투표,626,626,289,328,5,622,4,0
,가곡면투표소,1177,623,209,399,8,616,7,554
영춘면,소계,2927,2043,668,1314,24,2006,37,884
,관내사전투표,716,716,288,407,8,703,13,0
,영춘면제1투,1252,735,159,554,7,720,15,517
,영춘면제2투,149,111,45,63,0,108,3,38
,영춘면제3투,810,481,176,290,9,475,6,329
어상천면,소계,1754,1093,429,640,10,1079,14,661
,관내사전투표,477,477,215,256,3,474,3,0
,어상천면투표소,1277,616,214,384,7,605,11,661
적성면,소계,1290,833,290,519,10,819,14,457
,관내사전투표,187,187,82,98,3,183,4,0
,적성면제1투,489,276,86,179,3,268,8,213
,적성면제2투,614,370,122,242,4,368,2,244
잘못 투입·구분된 투표지,,0,0,0,0,0,0,0,0
