읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당곽상언,미래통합당박덕흠,국가혁명배당금당김연원,한나라당최덕찬,계,무효투표수,기권수
합계,,45082,30588,12633,16976,284,202,30095,493,14494
거소·선상투표,,155,150,51,77,6,4,138,12,5
관외사전투표,,2385,2385,1163,1137,21,8,2329,56,0
국외부재자투표,,70,19,17,2,0,0,19,0,51
국외부재자투표(공관),,0,0,0,0,0,0,0,0,0
옥천읍,소계,23143,15111,6892,7872,116,69,14949,162,8032
,관내사전투표,6166,6165,3203,2846,51,19,6119,46,1
,옥천읍제1투,2566,1138,513,602,6,7,1128,10,1428
,옥천읍제2투,1922,1097,427,640,8,7,1082,15,825
,옥천읍제3투,2715,1401,636,737,9,3,1385,16,1314
,옥천읍제4투,1861,1000,347,632,6,5,990,10,861
,옥천읍제5투,1435,750,257,461,13,8,739,11,685
,옥천읍제6투,2945,1573,615,910,8,11,1544,29,1372
,옥천읍제7투,3533,1987,894,1044,15,9,1962,25,1546
동이면,소계,2887,1984,735,1176,25,15,1951,33,903
,관내사전투표,863,863,376,460,10,6,852,11,0
,동이면제1투,1195,636,231,378,12,4,625,11,559
,동이면제2투,295,171,37,125,1,2,165,6,124
,동이면제3투,534,314,91,213,2,3,309,5,220
안남면,소계,1283,924,317,569,9,12,907,17,359
,관내사전투표,413,413,170,228,4,6,408,5,0
,안남면투표소,870,511,147,341,5,6,499,12,359
안내면,소계,1769,1270,298,911,16,16,1241,29,499
,관내사전투표,695,695,176,490,6,7,679,16,0
,안내면투표소,1074,575,122,421,10,9,562,13,499
청성면,소계,1981,1246,440,740,13,12,1205,41,735
,관내사전투표,636,636,239,371,6,3,619,17,0
,청성면투표소,1345,610,201,369,7,9,586,24,735
청산면,소계,2803,1936,667,1197,18,24,1906,30,867
,관내사전투표,899,899,330,544,9,6,889,10,0
,청산면제1투,785,383,131,240,2,7,380,3,402
,청산면제2투,462,251,87,157,1,1,246,5,211
,청산면제3투,657,403,119,256,6,10,391,12,254
이원면,소계,3822,2408,920,1391,25,17,2353,55,1414
,관내사전투표,1187,1187,479,668,14,6,1167,20,0
,이원면제1투,1751,751,276,446,8,5,735,16,1000
,이원면제2투,884,470,165,277,3,6,451,19,414
군서면,소계,2086,1441,526,858,12,15,1411,30,645
,관내사전투표,612,612,241,343,5,9,598,14,0
,군서면투표소,1474,829,285,515,7,6,813,16,645
군북면,소계,2698,1714,607,1046,23,10,1686,28,984
,관내사전투표,681,681,276,389,5,4,674,7,0
,군북면제1투,1332,619,218,375,12,4,609,10,713
,군북면제2투,282,178,56,112,4,0,172,6,104
,군북면제3투,403,236,57,170,2,2,231,5,167
잘못 투입·구분된 투표지,,0,0,0,0,0,0,0,0,0
