읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당임호선,미래통합당경대수,국가혁명배당금당장정이,계,무효투표수,기권수
합계,,31138,18927,9663,8780,230,18673,254,12211
거소·선상투표,,56,53,24,21,4,49,4,3
관외사전투표,,1633,1633,956,617,27,1600,33,0
국외부재자투표,,59,11,11,0,0,11,0,48
국외부재자투표(공관),,0,0,0,0,0,0,0,0
증평읍,소계,27501,16006,8130,7509,173,15812,194,11495
,관내사전투표,6382,6382,3746,2506,64,6316,66,0
,증평읍제1투,1975,935,425,496,9,930,5,1040
,증평읍제2투,1976,970,344,608,8,960,10,1006
,증평읍제3투,1972,972,361,582,7,950,22,1000
,증평읍제4투,2920,1059,548,485,8,1041,18,1861
,증평읍제5투,2390,1152,567,564,12,1143,9,1238
,증평읍제6투,2128,960,561,382,11,954,6,1168
,증평읍제7투,2000,872,378,465,15,858,14,1128
,증평읍제8투,1195,681,239,417,9,665,16,514
,증평읍제9투,2224,1012,454,528,15,997,15,1212
,증평읍제10투,2339,1011,507,476,15,998,13,1328
도안면,소계,1889,1224,542,633,26,1201,23,665
,관내사전투표,606,606,327,260,10,597,9,0
,도안면투표소,1283,618,215,373,16,604,14,665
잘못 투입·구분된 투표지,,0,0,0,0,0,0,0,0
