읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당이후삼,미래통합당엄태영,국가혁명배당금당지재환,계,무효투표수,기권수
합계,,115635,77243,34762,40470,1015,76247,996,38392
거소·선상투표,,243,231,93,126,4,223,8,12
관외사전투표,,4841,4837,2563,2075,77,4715,122,4
국외부재자투표,,174,44,29,14,1,44,0,130
국외부재자투표(공관),,0,3,3,0,0,3,0,-3
봉양읍,소계,5846,3804,1464,2192,69,3725,79,2042
,관내사전투표,1461,1461,651,752,23,1426,35,0
,봉양읍제1투,2417,1121,363,714,22,1099,22,1296
,봉양읍제2투,1269,770,314,435,12,761,9,499
,봉양읍제3투,699,452,136,291,12,439,13,247
금성면,소계,1864,1315,512,756,22,1290,25,549
,관내사전투표,505,504,233,261,3,497,7,1
,금성면제1투,637,364,107,241,7,355,9,273
,금성면제2투,722,447,172,254,12,438,9,275
청풍면,소계,1204,885,284,575,11,870,15,319
,관내사전투표,372,372,144,223,2,369,3,0
,청풍면제1투,666,385,105,263,9,377,8,281
,청풍면제2투,166,128,35,89,0,124,4,38
수산면,소계,1854,1268,423,807,13,1243,25,586
,관내사전투표,499,499,192,296,6,494,5,0
,수산면제1투,1074,591,175,397,5,577,14,483
,수산면제2투,281,178,56,114,2,172,6,103
덕산면,소계,1944,1328,490,799,22,1311,17,616
,관내사전투표,552,552,262,276,8,546,6,0
,덕산면제1투,1046,552,153,384,8,545,7,494
,덕산면제2투,346,224,75,139,6,220,4,122
한수면,소계,632,434,146,276,4,426,8,198
,관내사전투표,158,158,58,94,1,153,5,0
,한수면투표소,474,276,88,182,3,273,3,198
백운면,소계,2968,1998,696,1245,26,1967,31,970
,관내사전투표,790,790,325,441,9,775,15,0
,백운면제1투,1414,743,254,470,13,737,6,671
,백운면제2투,764,465,117,334,4,455,10,299
송학면,소계,4194,2834,978,1775,39,2792,42,1360
,관내사전투표,1073,1073,445,610,5,1060,13,0
,송학면제1투,1785,935,288,609,20,917,18,850
,송학면제2투,962,573,163,396,7,566,7,389
,송학면제3투,374,253,82,160,7,249,4,121
교동,소계,13774,8625,4301,4129,109,8539,86,5149
,관내사전투표,2913,2913,1625,1242,18,2885,28,0
,교동제1투,1676,949,354,565,21,940,9,727
,교동제2투,3240,1577,802,733,26,1561,16,1663
,교동제3투,3316,1763,907,812,28,1747,16,1553
,교동제4투,2629,1423,613,777,16,1406,17,1206
남현동,소계,4472,2940,1122,1762,38,2922,18,1532
,관내사전투표,1449,1449,597,823,18,1438,11,0
,남현동제1투,1117,587,194,384,8,586,1,530
,남현동제2투,1906,904,331,555,12,898,6,1002
영서동,소계,8635,5622,2563,2917,78,5558,64,3013
,관내사전투표,2493,2493,1283,1167,25,2475,18,0
,영서동제1투,1235,596,189,388,11,588,8,639
,영서동제2투,2759,1357,559,757,23,1339,18,1402
,영서동제3투,2148,1176,532,605,19,1156,20,972
용두동,소계,14237,9122,4536,4370,117,9023,99,5115
,관내사전투표,3914,3914,2100,1741,36,3877,37,0
,용두동제1투,1934,953,414,519,11,944,9,981
,용두동제2투,2237,1082,518,535,15,1068,14,1155
,용두동제3투,2299,965,373,548,26,947,18,1334
,용두동제4투,2400,1484,730,728,13,1471,13,916
,용두동제5투,1453,724,401,299,16,716,8,729
신백동,소계,9182,5760,2776,2811,81,5668,92,3422
,관내사전투표,2109,2109,1207,838,23,2068,41,0
,신백동제1투,1860,985,476,489,11,976,9,875
,신백동제2투,1585,695,304,372,10,686,9,890
,신백동제3투,1814,940,444,467,14,925,15,874
,신백동제4투,1152,680,247,406,15,668,12,472
,신백동제5투,662,351,98,239,8,345,6,311
청전동,소계,13748,9104,3770,5145,106,9021,83,4644
,관내사전투표,3866,3866,1829,1977,34,3840,26,0
,청전동제1투,1862,960,376,562,10,948,12,902
,청전동제2투,1649,972,408,539,15,962,10,677
,청전동제3투,1197,678,230,429,13,672,6,519
,청전동제4투,1867,776,247,505,17,769,7,1091
,청전동제5투,1938,1171,451,697,14,1162,9,767
,청전동제6투,1369,681,229,436,3,668,13,688
화산동,소계,11730,7440,3568,3685,99,7352,88,4290
,관내사전투표,2595,2595,1361,1183,29,2573,22,0
,화산동제1투,2424,1169,481,654,10,1145,24,1255
,화산동제2투,2176,1201,536,620,25,1181,20,975
,화산동제3투,1470,730,218,484,19,721,9,740
,화산동제4투,3065,1745,972,744,16,1732,13,1320
의림지동,소계,8363,5782,2877,2786,60,5723,59,2581
,관내사전투표,2774,2774,1534,1185,25,2744,30,0
,의림지동제1투,2617,1458,699,730,18,1447,11,1159
,의림지동제2투,984,529,192,321,8,521,8,455
,의림지동제3투,1988,1021,452,550,9,1011,10,967
중앙동,소계,5730,3864,1568,2222,39,3829,35,1866
,관내사전투표,1921,1921,873,1016,17,1906,15,0
,중앙동제1투,2421,1246,446,770,12,1228,18,1175
,중앙동제2투,1388,697,249,436,10,695,2,691
잘못 투입·구분된 투표지,,0,3,0,3,0,3,0,-3
