읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당도종환,미래통합당정우택,국가혁명배당금당서동신,계,무효투표수,기권수
합계,,218211,135919,74900,57656,1655,134211,1708,82292
거소·선상투표,,369,356,190,125,15,330,26,13
관외사전투표,,12242,12239,7445,4312,180,11937,302,3
국외부재자투표,,474,136,92,43,0,135,1,338
국외부재자투표(공관),,0,6,4,2,0,6,0,-6
오송읍,소계,15782,10109,5895,4009,95,9999,110,5673
,관내사전투표,2867,2867,1894,940,14,2848,19,0
,오송읍제1투,1384,648,321,311,9,641,7,736
,오송읍제2투,1464,751,293,449,4,746,5,713
,오송읍제3투,2214,1112,586,482,16,1084,28,1102
,오송읍제4투,2183,1291,772,487,22,1281,10,892
,오송읍제5투,2129,1364,825,513,12,1350,14,765
,오송읍제6투,2410,1465,940,498,10,1448,17,945
,오송읍제7투,1131,611,264,329,8,601,10,520
강내면,소계,8870,5820,3005,2673,76,5754,66,3050
,관내사전투표,2604,2604,1531,1027,22,2580,24,0
,강내면제1투,2235,1082,540,521,14,1075,7,1153
,강내면제2투,1363,740,277,428,18,723,17,623
,강내면제3투,2668,1394,657,697,22,1376,18,1274
옥산면,소계,13771,8095,4452,3451,103,8006,89,5676
,관내사전투표,2740,2740,1631,1060,27,2718,22,0
,옥산면제1투,1582,706,261,424,11,696,10,876
,옥산면제2투,1415,694,271,402,9,682,12,721
,옥산면제3투,2079,870,421,418,13,852,18,1209
,옥산면제4투,2283,1234,723,487,14,1224,10,1049
,옥산면제5투,3672,1851,1145,660,29,1834,17,1821
운천·신봉동,소계,14766,8806,4302,4278,117,8697,109,5960
,관내사전투표,2461,2461,1363,1048,28,2439,22,0
,운천·신봉동제1투,2035,964,399,538,15,952,12,1071
,운천·신봉동제2투,2857,1487,747,701,17,1465,22,1370
,운천·신봉동제3투,2944,1528,686,808,17,1511,17,1416
,운천·신봉동제4투,1464,660,281,353,16,650,10,804
,운천·신봉동제5투,3005,1706,826,830,24,1680,26,1299
복대제1동,소계,38092,23570,13737,9375,230,23342,228,14522
,관내사전투표,6804,6801,4546,2162,50,6758,43,3
,복대제1동제1투,2613,1097,651,414,16,1081,16,1516
,복대제1동제2투,2453,1441,796,615,15,1426,15,1012
,복대제1동제3투,3150,1520,813,666,23,1502,18,1630
,복대제1동제4투,1485,687,295,368,10,673,14,798
,복대제1동제5투,1525,585,255,304,13,572,13,940
,복대제1동제6투,3064,1254,668,552,17,1237,17,1810
,복대제1동제7투,2735,1413,875,512,12,1399,14,1322
,복대제1동제8투,2688,1660,902,724,17,1643,17,1028
,복대제1동제9투,2902,1488,928,534,11,1473,15,1414
,복대제1동제10투,3981,2666,1241,1387,21,2649,17,1315
,복대제1동제11투,3351,2221,1325,857,19,2201,20,1130
,복대제1동제12투,1341,737,442,280,6,728,9,604
복대제2동,소계,14289,8152,3938,4023,105,8066,86,6137
,관내사전투표,2340,2340,1392,909,20,2321,19,0
,복대제2동제1투,2605,1274,561,685,17,1263,11,1331
,복대제2동제2투,1934,983,399,556,15,970,13,951
,복대제2동제3투,2576,1205,522,647,20,1189,16,1371
,복대제2동제4투,2647,1280,590,656,21,1267,13,1367
,복대제2동제5투,2187,1070,474,570,12,1056,14,1117
가경동,소계,37860,23387,12698,10207,241,23146,241,14473
,관내사전투표,6310,6309,3792,2417,48,6257,52,1
,가경동제1투,1634,769,333,418,9,760,9,865
,가경동제2투,2453,1430,572,838,7,1417,13,1023
,가경동제3투,2758,1400,674,694,23,1391,9,1358
,가경동제4투,3019,1653,893,723,15,1631,22,1366
,가경동제5투,3329,1749,855,837,24,1716,33,1580
,가경동제6투,3394,1848,1024,784,21,1829,19,1546
,가경동제7투,2845,1523,773,717,16,1506,17,1322
,가경동제8투,3853,2194,1274,877,24,2175,19,1659
,가경동제9투,4065,2224,1289,879,34,2202,22,1841
,가경동제10투,4200,2288,1219,1023,20,2262,26,1912
봉명제1동,소계,8825,4566,2296,2122,72,4490,76,4259
,관내사전투표,1753,1752,1042,675,16,1733,19,1
,봉명제1동제1투,2567,877,403,454,11,868,9,1690
,봉명제1동제2투,2781,1194,540,600,26,1166,28,1587
,봉명제1동제3투,1724,743,311,393,19,723,20,981
봉명제2·송정동,소계,19904,10640,5548,4785,181,10514,126,9264
,관내사전투표,3473,3473,2033,1362,46,3441,32,0
,봉명제2·송정동제1투,2662,1191,487,673,17,1177,14,1471
,봉명제2·송정동제2투,2345,1040,482,516,22,1020,20,1305
,봉명제2·송정동제3투,3272,1202,571,593,26,1190,12,2070
,봉명제2·송정동제4투,2010,832,455,350,15,820,12,1178
,봉명제2·송정동제5투,2753,1726,908,783,20,1711,15,1027
,봉명제2·송정동제6투,3389,1176,612,508,35,1155,21,2213
강서제1동,소계,23428,13900,7589,5974,169,13732,168,9528
,관내사전투표,4747,4747,2914,1745,37,4696,51,0
,강서제1동제1투,4823,1862,942,866,22,1830,32,2961
,강서제1동제2투,903,517,161,344,5,510,7,386
,강서제1동제3투,1117,637,237,384,10,631,6,480
,강서제1동제4투,3390,1734,980,700,34,1714,20,1656
,강서제1동제5투,4015,2079,1193,829,32,2054,25,1936
,강서제1동제6투,4433,2324,1162,1106,29,2297,27,2109
강서제2동,소계,9539,6133,3707,2275,71,6053,80,3406
,관내사전투표,2292,2292,1528,712,24,2264,28,0
,강서제2동제1투,2086,974,390,554,12,956,18,1112
,강서제2동제2투,1637,863,521,318,10,849,14,774
,강서제2동제3투,1932,1004,608,371,15,994,10,928
,강서제2동제4투,1592,1000,660,320,10,990,10,592
잘못 투입·구분된 투표지,,0,4,2,2,0,4,0,-4
