읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당남영희,미래통합당안상수,정의당정수영,국가혁명배당금당황창식,무소속윤상현,계,무효투표수,기권수
합계,,187260,115979,46322,17843,3223,647,46493,114528,1451,71281
거소·선상투표,,329,300,105,62,16,10,99,292,8,29
관외사전투표,,10056,10053,4858,1774,388,65,2791,9876,177,3
국외부재자투표,,448,119,90,16,3,0,10,119,0,329
국외부재자투표(공관),,0,2,2,0,0,0,0,2,0,-2
숭의1·3동,소계,11367,5822,2358,1088,168,52,2086,5752,70,5545
,관내사전투표,2073,2072,949,299,53,14,734,2049,23,1
,숭의1·3동제1투,3347,1265,519,274,35,7,419,1254,11,2082
,숭의1·3동제2투,2859,1282,437,252,34,15,528,1266,16,1577
,숭의1·3동제3투,3088,1203,453,263,46,16,405,1183,20,1885
숭의2동,소계,12541,6736,2581,979,152,43,2889,6644,92,5805
,관내사전투표,2886,2886,1164,326,64,15,1280,2849,37,0
,숭의2동제1투,3469,1342,510,220,27,9,560,1326,16,2127
,숭의2동제2투,3759,1580,605,287,41,13,608,1554,26,2179
,숭의2동제3투,2427,928,302,146,20,6,441,915,13,1499
숭의4동,소계,13799,7667,2906,1268,187,54,3147,7562,105,6132
,관내사전투표,2640,2640,1178,369,59,13,998,2617,23,0
,숭의4동제1투,4550,1957,691,371,58,18,788,1926,31,2593
,숭의4동제2투,3235,1441,513,251,27,16,612,1419,22,1794
,숭의4동제3투,3374,1629,524,277,43,7,749,1600,29,1745
용현1·4동,소계,14549,8263,2901,1453,206,63,3473,8096,167,6286
,관내사전투표,2698,2698,1096,386,51,15,1109,2657,41,0
,용현1·4동제1투,2118,839,270,152,20,10,366,818,21,1279
,용현1·4동제2투,1874,818,212,147,27,6,408,800,18,1056
,용현1·4동제3투,3159,1558,560,294,41,15,612,1522,36,1601
,용현1·4동제4투,1948,952,297,178,26,10,411,922,30,996
,용현1·4동제5투,2752,1398,466,296,41,7,567,1377,21,1354
용현2동,소계,14703,9289,3727,1357,277,47,3766,9174,115,5414
,관내사전투표,3259,3258,1472,418,85,10,1239,3224,34,1
,용현2동제1투,2069,1068,391,143,34,13,479,1060,8,1001
,용현2동제2투,3246,1512,540,226,26,7,695,1494,18,1734
,용현2동제3투,3404,1852,666,345,72,9,733,1825,27,1552
,용현2동제4투,2725,1599,658,225,60,8,620,1571,28,1126
용현3동,소계,7239,4282,1358,651,90,32,2069,4200,82,2957
,관내사전투표,2133,2133,735,276,43,14,1026,2094,39,0
,용현3동제1투,2865,1100,301,167,21,11,574,1074,26,1765
,용현3동제2투,2241,1049,322,208,26,7,469,1032,17,1192
용현5동,소계,36379,22183,8833,2899,528,80,9643,21983,200,14196
,관내사전투표,6716,6715,3102,669,140,21,2733,6665,50,1
,용현5동제1투,3195,1490,537,218,32,7,678,1472,18,1705
,용현5동제2투,3701,1629,581,302,42,8,673,1606,23,2072
,용현5동제3투,2925,1461,486,240,38,6,664,1434,27,1464
,용현5동제4투,3959,1551,561,297,52,11,609,1530,21,2408
,용현5동제5투,3517,1923,714,260,47,6,877,1904,19,1594
,용현5동제6투,3333,1917,667,267,49,6,912,1901,16,1416
,용현5동제7투,2786,1647,706,180,49,4,701,1640,7,1139
,용현5동제8투,3161,1974,758,230,40,6,934,1968,6,1187
,용현5동제9투,3086,1876,721,236,39,5,862,1863,13,1210
학익1동,소계,25397,16682,6742,2124,453,73,7160,16552,130,8715
,관내사전투표,4805,4803,2327,459,136,13,1841,4776,27,2
,학익1동제1투,3577,1962,651,290,39,18,945,1943,19,1615
,학익1동제2투,2312,1054,394,151,29,3,466,1043,11,1258
,학익1동제3투,2835,1882,641,230,54,7,937,1869,13,953
,학익1동제4투,3172,1739,708,235,53,10,719,1725,14,1433
,학익1동제5투,2546,1324,517,219,49,10,511,1306,18,1222
,학익1동제6투,2249,1256,462,201,32,7,545,1247,9,993
,학익1동제7투,3901,2662,1042,339,61,5,1196,2643,19,1239
학익2동,소계,15988,10253,3964,1582,382,50,4136,10114,139,5735
,관내사전투표,3367,3367,1499,430,110,10,1274,3323,44,0
,학익2동제1투,2328,1004,326,184,38,7,425,980,24,1324
,학익2동제2투,2163,885,312,146,20,7,376,861,24,1278
,학익2동제3투,2477,1380,484,217,59,7,600,1367,13,1097
,학익2동제4투,2794,1807,640,326,76,13,737,1792,15,987
,학익2동제5투,2859,1810,703,279,79,6,724,1791,19,1049
관교동,소계,12838,8530,3462,1546,198,39,3205,8450,80,4308
,관내사전투표,3285,3285,1499,522,64,15,1164,3264,21,0
,관교동제1투,2411,1465,442,261,34,4,707,1448,17,946
,관교동제2투,2118,1041,395,216,25,8,386,1030,11,1077
,관교동제3투,2112,1256,444,257,22,2,519,1244,12,856
,관교동제4투,2912,1483,682,290,53,10,429,1464,19,1429
문학동,소계,11627,5797,2435,1044,175,39,2018,5711,86,5830
,관내사전투표,2424,2424,1095,340,73,13,865,2386,38,0
,문학동제1투,3229,1067,430,205,27,7,386,1055,12,2162
,문학동제2투,2944,1196,490,251,41,12,380,1174,22,1748
,문학동제3투,3030,1110,420,248,34,7,387,1096,14,1920
잘못 투입·구분된 투표지,,0,1,0,0,0,0,1,1,0,-1
