읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당신동근,미래통합당박종진,국가혁명배당금당임영자,계,무효투표수,기권수
합계,,221393,137595,83671,50763,1299,135733,1862,83798
거소·선상투표,,549,510,205,230,11,446,64,39
관외사전투표,,11942,11933,7833,3690,154,11677,256,9
국외부재자투표,,676,168,128,36,1,165,3,508
국외부재자투표(공관),,0,9,7,2,0,9,0,-9
검암경서동,소계,35048,20889,12952,7523,196,20671,218,14159
,관내사전투표,5168,5168,3617,1476,33,5126,42,0
,검암경서동제1투,3464,1940,1138,761,18,1917,23,1524
,검암경서동제2투,278,100,26,68,4,98,2,178
,검암경서동제3투,3785,1603,941,629,16,1586,17,2182
,검암경서동제4투,2952,1823,1099,692,18,1809,14,1129
,검암경서동제5투,3172,1654,1001,622,15,1638,16,1518
,검암경서동제6투,2522,1639,959,648,9,1616,23,883
,검암경서동제7투,2376,1104,684,401,11,1096,8,1272
,검암경서동제8투,2779,1624,909,687,14,1610,14,1155
,검암경서동제9투,2811,1378,839,494,18,1351,27,1433
,검암경서동제10투,3456,1499,906,549,22,1477,22,1957
,검암경서동제11투,2285,1357,833,496,18,1347,10,928
연희동,소계,35018,19417,10889,8040,224,19153,264,15601
,관내사전투표,5973,5973,3740,2115,51,5906,67,0
,연희동제1투,3393,1555,838,671,19,1528,27,1838
,연희동제2투,3560,1674,846,764,30,1640,34,1886
,연희동제3투,3276,1368,681,643,16,1340,28,1908
,연희동제4투,3233,1532,779,706,25,1510,22,1701
,연희동제5투,3201,1660,892,725,23,1640,20,1541
,연희동제6투,3012,1507,804,665,15,1484,23,1505
,연희동제7투,3164,1353,729,589,20,1338,15,1811
,연희동제8투,2657,1353,745,581,14,1340,13,1304
,연희동제9투,3549,1442,835,581,11,1427,15,2107
청라3동,소계,18445,12025,7031,4504,83,11618,407,6420
,관내사전투표,3813,3813,2447,1229,26,3702,111,0
,청라3동제1투,3667,2149,1126,898,16,2040,109,1518
,청라3동제2투,3524,2161,1206,889,17,2112,49,1363
,청라3동제3투,3151,1595,909,632,7,1548,47,1556
,청라3동제4투,4290,2307,1343,856,17,2216,91,1983
검단동,소계,26580,15170,8965,5897,164,15026,144,11410
,관내사전투표,5186,5186,3360,1754,28,5142,44,0
,검단동제1투,4676,2414,1441,929,21,2391,23,2262
,검단동제2투,2443,1024,547,451,11,1009,15,1419
,검단동제3투,3344,1754,960,743,28,1731,23,1590
,검단동제4투,4567,1952,1079,820,33,1932,20,2615
,검단동제5투,3689,1823,1044,745,25,1814,9,1866
,검단동제6투,2675,1017,534,455,18,1007,10,1658
불로대곡동,소계,17706,11017,6454,4355,102,10911,106,6689
,관내사전투표,4488,4488,2853,1572,30,4455,33,0
,불로대곡동제1투,3542,1717,887,786,22,1695,22,1825
,불로대곡동제2투,2818,1514,837,645,15,1497,17,1304
,불로대곡동제3투,3709,1917,1116,759,19,1894,23,1792
,불로대곡동제4투,3149,1381,761,593,16,1370,11,1768
원당동,소계,17868,11161,7316,3673,82,11071,90,6707
,관내사전투표,3770,3769,2749,984,17,3750,19,1
,원당동제1투,2414,1230,751,453,9,1213,17,1184
,원당동제2투,3711,1964,1260,671,12,1943,21,1747
,원당동제3투,2833,1670,1066,585,11,1662,8,1163
,원당동제4투,3240,1534,890,612,18,1520,14,1706
,원당동제5투,1900,994,600,368,15,983,11,906
당하동,소계,21665,13527,8628,4643,126,13397,130,8138
,관내사전투표,4420,4419,3059,1302,35,4396,23,1
,당하동제1투,2786,1493,917,546,10,1473,20,1293
,당하동제2투,3863,2137,1322,756,25,2103,34,1726
,당하동제3투,3522,1830,1115,678,20,1813,17,1692
,당하동제4투,4077,2017,1224,746,26,1996,21,2060
,당하동제5투,2997,1631,991,615,10,1616,15,1366
오류왕길동,소계,18536,10784,6314,4295,85,10694,90,7752
,관내사전투표,3198,3198,2108,1057,22,3187,11,0
,오류왕길동제1투,4248,1864,1005,826,15,1846,18,2384
,오류왕길동제2투,3732,1912,1067,809,17,1893,19,1820
,오류왕길동제3투,3616,1790,960,794,18,1772,18,1826
,오류왕길동제4투,3742,2020,1174,809,13,1996,24,1722
마전동,소계,17360,10982,6946,3875,71,10892,90,6378
,관내사전투표,3970,3970,2738,1179,27,3944,26,0
,마전동제1투,3875,2089,1215,844,8,2067,22,1786
,마전동제2투,2981,1622,960,638,10,1608,14,1359
,마전동제3투,4410,2251,1410,812,11,2233,18,2159
,마전동제4투,2124,1050,623,402,15,1040,10,1074
잘못 투입·구분된 투표지,,0,3,3,0,0,3,0,-3
