읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당권택흥,미래통합당홍석준,민생당김기목,우리공화당이성우,국가혁명배당금당안상원,무소속곽대훈,계,무효투표수,기권수
합계,,145177,96442,25523,54700,888,1296,681,11855,94943,1499,48735
거소·선상투표,,208,199,44,92,3,5,3,38,185,14,9
관외사전투표,,8382,8376,2896,4033,103,80,82,964,8158,218,6
국외부재자투표,,280,59,35,21,0,0,0,2,58,1,221
국외부재자투표(공관),,0,1,1,0,0,0,0,0,1,0,-1
죽전동,소계,12368,7438,1751,4590,64,131,58,720,7314,124,4930
,관내사전투표,1807,1807,531,1029,13,21,9,171,1774,33,0
,죽전동제1투,1782,870,182,562,10,18,4,82,858,12,912
,죽전동제2투,2257,1269,288,795,9,31,11,115,1249,20,988
,죽전동제3투,3384,1856,432,1147,17,16,17,197,1826,30,1528
,죽전동제4투,3138,1636,318,1057,15,45,17,155,1607,29,1502
장기동,소계,14071,9144,2339,5408,56,122,66,1025,9016,128,4927
,관내사전투표,2889,2889,944,1513,18,40,25,315,2855,34,0
,장기동제1투,2961,1648,382,1018,9,12,4,198,1623,25,1313
,장기동제2투,1734,935,162,611,5,18,12,110,918,17,799
,장기동제3투,3351,2045,470,1280,14,30,7,213,2014,31,1306
,장기동제4투,3136,1627,381,986,10,22,18,189,1606,21,1509
용산1동,소계,25477,16947,4291,9909,147,198,107,2072,16724,223,8530
,관내사전투표,4641,4641,1454,2456,38,49,18,576,4591,50,0
,용산1동제1투,2813,1373,301,814,17,30,19,161,1342,31,1440
,용산1동제2투,3174,1921,474,1093,20,23,11,274,1895,26,1253
,용산1동제3투,2539,1417,337,824,15,20,10,190,1396,21,1122
,용산1동제4투,2885,1818,455,1049,16,17,14,246,1797,21,1067
,용산1동제5투,2916,1657,419,1006,15,13,12,162,1627,30,1259
,용산1동제6투,2987,1805,364,1188,11,29,11,182,1785,20,1182
,용산1동제7투,3522,2315,487,1479,15,17,12,281,2291,24,1207
용산2동,소계,23943,15762,4184,8911,164,229,97,1970,15555,207,8181
,관내사전투표,3751,3751,1218,1934,27,53,20,461,3713,38,0
,용산2동제1투,2604,1374,342,811,18,19,10,158,1358,16,1230
,용산2동제2투,3443,1676,402,998,15,27,14,201,1657,19,1767
,용산2동제3투,2012,1263,299,716,12,20,4,188,1239,24,749
,용산2동제4투,3264,2316,615,1291,24,25,21,319,2295,21,948
,용산2동제5투,3344,1916,509,1052,28,32,11,256,1888,28,1428
,용산2동제6투,2583,1664,397,998,18,32,7,181,1633,31,919
,용산2동제7투,2942,1802,402,1111,22,21,10,206,1772,30,1140
이곡1동,소계,19524,12753,3510,6936,128,180,89,1724,12567,186,6771
,관내사전투표,3148,3147,1116,1509,24,38,23,403,3113,34,1
,이곡1동제1투,2423,1129,275,650,12,12,8,146,1103,26,1294
,이곡1동제2투,1725,1058,202,666,14,15,9,127,1033,25,667
,이곡1동제3투,3153,1935,536,1042,18,21,11,286,1914,21,1218
,이곡1동제4투,2599,1541,365,872,17,30,11,221,1516,25,1058
,이곡1동제5투,2809,1752,536,879,29,34,17,237,1732,20,1057
,이곡1동제6투,3667,2191,480,1318,14,30,10,304,2156,35,1476
이곡2동,소계,14792,10076,2564,5822,86,156,68,1263,9959,117,4716
,관내사전투표,3743,3743,1210,1954,28,41,14,451,3698,45,0
,이곡2동제1투,2498,1272,280,780,12,29,5,151,1257,15,1226
,이곡2동제2투,2962,1500,350,898,16,29,12,179,1484,16,1462
,이곡2동제3투,2758,1762,369,1047,14,39,11,262,1742,20,996
,이곡2동제4투,2831,1799,355,1143,16,18,26,220,1778,21,1032
신당동,소계,26132,15686,3908,8977,137,195,111,2077,15405,281,10446
,관내사전투표,2550,2550,813,1300,14,24,19,338,2508,42,0
,신당동제1투,2742,1168,250,697,20,12,5,158,1142,26,1574
,신당동제2투,1706,748,162,426,14,16,8,103,729,19,958
,신당동제3투,1387,618,138,367,6,2,4,87,604,14,769
,신당동제4투,2313,1202,220,737,8,18,9,182,1174,28,1111
,신당동제5투,2605,1276,261,773,9,30,14,154,1241,35,1329
,신당동제6투,3417,2426,627,1395,24,22,13,313,2394,32,991
,신당동제7투,3474,1593,415,873,16,23,12,221,1560,33,1881
,신당동제8투,4162,2812,734,1613,24,30,16,361,2778,34,1350
,신당동제9투,1776,1293,288,796,2,18,11,160,1275,18,483
잘못 투입·구분된 투표지,,0,1,0,1,0,0,0,0,1,0,-1
