읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당안호영,미래통합당김창도,무소속임정엽,계,무효투표수,기권수
합계,,19781,14561,8483,631,5155,14269,292,5220
거소·선상투표,,66,63,32,4,26,62,1,3
관외사전투표,,1463,1462,981,96,364,1441,21,1
국외부재자투표,,41,11,7,3,1,11,0,30
국외부재자투표(공관),,0,0,0,0,0,0,0,0
장수읍,소계,5857,4255,2430,165,1572,4167,88,1602
,관내사전투표,2229,2229,1379,59,746,2184,45,0
,장수읍제1투,1034,583,297,24,244,565,18,451
,장수읍제2투,984,547,299,37,195,531,16,437
,장수읍제3투,1610,896,455,45,387,887,9,714
산서면,소계,1754,1299,889,38,343,1270,29,455
,관내사전투표,810,810,575,15,201,791,19,0
,산서면투표소,944,489,314,23,142,479,10,455
번암면,소계,2011,1451,876,58,471,1405,46,560
,관내사전투표,841,841,534,22,263,819,22,0
,번암면투표소,1170,610,342,36,208,586,24,560
장계면,소계,3681,2594,1398,91,1068,2557,37,1087
,관내사전투표,1382,1382,789,41,540,1370,12,0
,장계면제1투,1292,658,340,29,276,645,13,634
,장계면제2투,1007,554,269,21,252,542,12,453
천천면,소계,1811,1258,718,78,431,1227,31,553
,관내사전투표,703,703,429,27,236,692,11,0
,천천면투표소,1108,555,289,51,195,535,20,553
계남면,소계,1755,1217,652,46,497,1195,22,538
,관내사전투표,644,644,367,17,249,633,11,0
,계남면투표소,1111,573,285,29,248,562,11,538
계북면,소계,1342,950,499,52,382,933,17,392
,관내사전투표,483,483,272,12,195,479,4,0
,계북면투표소,859,467,227,40,187,454,13,392
잘못 투입·구분된 투표지,,0,1,1,0,0,1,0,-1
