읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당안호영,미래통합당김창도,무소속임정엽,계,무효투표수,기권수
합계,,23024,17901,11588,739,5023,17350,551,5123
거소·선상투표,,127,114,71,12,22,105,9,13
관외사전투표,,2472,2472,1765,129,545,2439,33,0
국외부재자투표,,49,14,12,0,2,14,0,35
국외부재자투표(공관),,0,0,0,0,0,0,0,0
진안읍,소계,8029,5985,3688,182,1942,5812,173,2044
,관내사전투표,3260,3257,2099,84,970,3153,104,3
,진안읍제1투,1301,738,427,25,264,716,22,563
,진안읍제2투,1755,1085,651,42,364,1057,28,670
,진안읍제3투,1713,905,511,31,344,886,19,808
용담면,소계,725,568,347,37,161,545,23,157
,관내사전투표,296,296,195,18,73,286,10,0
,용담면투표소,429,272,152,19,88,259,13,157
안천면,소계,876,718,472,33,189,694,24,158
,관내사전투표,372,372,261,12,88,361,11,0
,안천면투표소,504,346,211,21,101,333,13,158
동향면,소계,1169,936,704,29,159,892,44,233
,관내사전투표,549,549,418,13,87,518,31,0
,동향면투표소,620,387,286,16,72,374,13,233
상전면,소계,693,528,372,19,120,511,17,165
,관내사전투표,311,311,234,8,59,301,10,0
,상전면투표소,382,217,138,11,61,210,7,165
백운면,소계,1582,1169,730,48,344,1122,47,413
,관내사전투표,625,625,404,27,165,596,29,0
,백운면투표소,957,544,326,21,179,526,18,413
성수면,소계,1410,1025,601,47,338,986,39,385
,관내사전투표,596,596,362,20,194,576,20,0
,성수면투표소,814,429,239,27,144,410,19,385
마령면,소계,1541,1136,751,45,302,1098,38,405
,관내사전투표,636,636,448,25,138,611,25,0
,마령면투표소,905,500,303,20,164,487,13,405
부귀면,소계,2173,1587,986,69,482,1537,50,586
,관내사전투표,829,829,527,31,248,806,23,0
,부귀면투표소,1344,758,459,38,234,731,27,586
정천면,소계,873,670,423,27,200,650,20,203
,관내사전투표,310,310,199,14,88,301,9,0
,정천면투표소,563,360,224,13,112,349,11,203
주천면,소계,1305,977,664,62,217,943,34,328
,관내사전투표,559,559,394,30,114,538,21,0
,주천면투표소,746,418,270,32,103,405,13,328
잘못 투입·구분된 투표지,,0,2,2,0,0,2,0,-2
