읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당조성환,미래통합당조해진,국가혁명배당금당이승율,계,무효투표수,기권수
합계,,24740,17376,4710,11747,419,16876,500,7364
거소·선상투표,,108,102,28,62,5,95,7,6
관외사전투표,,1767,1766,745,957,33,1735,31,1
국외부재자투표,,33,5,1,4,0,5,0,28
국외부재자투표(공관),,0,0,0,0,0,0,0,0
의령읍,소계,7458,4872,1567,3162,72,4801,71,2586
,관내사전투표,2039,2039,812,1179,26,2017,22,0
,의령읍제1투,2219,1130,269,821,24,1114,16,1089
,의령읍제2투,3200,1703,486,1162,22,1670,33,1497
가례면,소계,1611,1160,267,740,47,1054,106,451
,관내사전투표,630,630,152,377,26,555,75,0
,가례면투표소,981,530,115,363,21,499,31,451
칠곡면,소계,1073,806,213,538,34,785,21,267
,관내사전투표,367,367,110,236,10,356,11,0
,칠곡면투표소,706,439,103,302,24,429,10,267
대의면,소계,910,688,146,469,33,648,40,222
,관내사전투표,353,353,77,242,16,335,18,0
,대의면투표소,557,335,69,227,17,313,22,222
화정면,소계,1300,980,204,669,59,932,48,320
,관내사전투표,460,460,112,294,27,433,27,0
,화정면투표소,840,520,92,375,32,499,21,320
용덕면,소계,1365,913,203,678,19,900,13,452
,관내사전투표,267,267,71,190,2,263,4,0
,용덕면제1투,569,351,64,269,13,346,5,218
,용덕면제2투,529,295,68,219,4,291,4,234
정곡면,소계,1237,812,196,580,15,791,21,425
,관내사전투표,352,352,109,232,7,348,4,0
,정곡면투표소,885,460,87,348,8,443,17,425
지정면,소계,1617,1041,250,745,16,1011,30,576
,관내사전투표,435,434,110,298,11,419,15,1
,지정면투표소,1182,607,140,447,5,592,15,575
낙서면,소계,694,477,71,389,8,468,9,217
,관내사전투표,157,157,36,114,1,151,6,0
,낙서면투표소,537,320,35,275,7,317,3,217
부림면,소계,2595,1696,390,1235,34,1659,37,899
,관내사전투표,761,761,215,521,11,747,14,0
,부림면투표소,1834,935,175,714,23,912,23,899
봉수면,소계,855,579,116,438,6,560,19,276
,관내사전투표,268,268,70,186,1,257,11,0
,봉수면투표소,587,311,46,252,5,303,8,276
궁류면,소계,1053,740,164,526,21,711,29,313
,관내사전투표,322,322,91,210,7,308,14,0
,궁류면투표소,731,418,73,316,14,403,15,313
유곡면,소계,1064,739,149,555,17,721,18,325
,관내사전투표,239,239,69,161,5,235,4,0
,유곡면제1투,465,288,43,226,10,279,9,177
,유곡면제2투,360,212,37,168,2,207,5,148
잘못 투입·구분된 투표지,,0,0,0,0,0,0,0,0
